APVA Minimal Engine Study v0.1
================================================================================
Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
State counts: RecoveryResolution=1696, ExhaustionPersistence=1884, CompressionProcessing=6489, NeutralProcessing=16992, ReassertionProcessing=2011, DecayToNeutral=1486, DestructiveRotation=948, ConstructiveEmergence=83, MixedStructure=3671
State-age key count: 41

1. Transition Hazard Table
State | AgeBucket | Horizon | Count | NextStateDistribution | PersistenceRate | ExitRate | Entropy | NormalizedEntropy | DominantDestination | DominantProbability
DecayToNeutral | 1 | 100.00% | 1 | 100.00% | 0.0000 | 0.0000 | 0.0000 | 0.0000
DestructiveRotation | 1 | 88.04% | 2 | 89.00% | 0.0096 | 0.1323 | 0.1522 | 0.1419
ConstructiveEmergence | 1 | 100.00% | 1 | 100.00% | 0.0000 | 0.0000 | 0.0000 | 0.0000
MixedStructure | 3 | 80.95% | 1 | 89.12% | 0.0817 | 0.2318 | 0.0921 | 0.3135

4. Young / Middle / Late Zone Table
State | Zone | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | DominantDestination | DominantProbability
CompressionProcessing | Late | 252 | 49.60% | 50.40% | 1.4405 | CompressionProcessing | 49.60%
CompressionProcessing | Middle | 1650 | 56.79% | 43.21% | 1.2809 | CompressionProcessing | 56.79%
CompressionProcessing | Young | 4587 | 54.48% | 45.52% | 1.1654 | CompressionProcessing | 54.48%
ConstructiveEmergence | Young | 83 | 0.00% | 100.00% | 1.1780 | MixedStructure | 46.99%
DecayToNeutral | Young | 1486 | 0.00% | 100.00% | 1.1580 | NeutralProcessing | 54.58%
DestructiveRotation | Middle | 12 | 8.33% | 91.67% | 0.9831 | DecayToNeutral | 66.67%
DestructiveRotation | Young | 936 | 11.86% | 88.14% | 1.8122 | DecayToNeutral | 31.41%
ExhaustionPersistence | Late | 29 | 37.93% | 62.07% | 1.3934 | ExhaustionPersistence | 37.93%
ExhaustionPersistence | Middle | 435 | 50.34% | 49.66% | 1.3621 | ExhaustionPersistence | 50.34%
ExhaustionPersistence | Young | 1420 | 37.89% | 62.11% | 1.5846 | ExhaustionPersistence | 37.89%
MixedStructure | Middle | 51 | 17.65% | 82.35% | 1.5234 | DecayToNeutral | 41.18%
MixedStructure | Young | 3619 | 10.97% | 89.03% | 1.7566 | NeutralProcessing | 36.75%
NeutralProcessing | Late | 3857 | 74.90% | 25.10% | 0.9041 | NeutralProcessing | 74.90%
NeutralProcessing | Middle | 4258 | 81.54% | 18.46% | 0.7366 | NeutralProcessing | 81.54%
NeutralProcessing | Young | 8877 | 55.86% | 44.14% | 1.2584 | NeutralProcessing | 55.86%
ReassertionProcessing | Middle | 15 | 0.00% | 100.00% | 0.2449 | DestructiveRotation | 93.33%
ReassertionProcessing | Young | 1996 | 12.63% | 87.37% | 1.4181 | NeutralProcessing | 41.63%
RecoveryResolution | Late | 5 | 0.00% | 100.00% | 0.6730 | CompressionProcessing | 60.00%
RecoveryResolution | Middle | 273 | 9.89% | 90.11% | 0.9953 | CompressionProcessing | 67.03%
RecoveryResolution | Young | 1418 | 41.61% | 58.39% | 1.0178 | CompressionProcessing | 42.81%

5. State vs State+Age Comparison
Horizon | StateOnlyEntropy | StateAgeEntropy | EntropyReduction | PercentEntropyReduction | SparseRateIncrease | UniqueKeyIncrease
t+1 | 1.2522 | 1.1919 | 0.0603 | 4.82% | 21.95% | 32
t+2 | 1.4438 | 1.3994 | 0.0444 | 3.08% | 21.95% | 32
t+3 | 1.4823 | 1.4605 | 0.0218 | 1.47% | 21.95% | 32
t+5 | 1.6009 | 1.5971 | 0.0038 | 0.24% | 21.95% | 32

6. Minimal Engine Classification
State | AgeBucket | Count | ExitRate_t1 | Entropy_t1 | Classification
CompressionProcessing | 1 | 2928 | 43.34% | 1.1110 | Transitional
CompressionProcessing | 11-20 | 5 | 60.00% | 1.0549 | Insufficient
CompressionProcessing | 2 | 1659 | 49.37% | 1.2356 | Transitional
CompressionProcessing | 3 | 840 | 37.14% | 1.1341 | Transitional
CompressionProcessing | 4 | 528 | 46.59% | 1.3071 | Transitional
CompressionProcessing | 5 | 282 | 54.96% | 1.5435 | Transitional
CompressionProcessing | 6-10 | 247 | 50.20% | 1.4301 | Transitional
ConstructiveEmergence | 1 | 83 | 100.00% | 1.1780 | Terminal
DecayToNeutral | 1 | 1486 | 100.00% | 1.1580 | Terminal
DestructiveRotation | 1 | 836 | 88.04% | 1.8149 | Terminal
DestructiveRotation | 2 | 100 | 89.00% | 1.6826 | Terminal
DestructiveRotation | 3 | 11 | 90.91% | 1.0336 | Insufficient
DestructiveRotation | 4 | 1 | 100.00% | -0.0000 | Insufficient
ExhaustionPersistence | 1 | 1116 | 72.76% | 1.6846 | Terminal
ExhaustionPersistence | 2 | 304 | 23.03% | 0.5803 | Transitional
ExhaustionPersistence | 3 | 234 | 38.89% | 0.9008 | Transitional
ExhaustionPersistence | 4 | 143 | 59.44% | 1.5370 | Transitional
ExhaustionPersistence | 5 | 58 | 68.97% | 1.6524 | Terminal
ExhaustionPersistence | 6-10 | 29 | 62.07% | 1.3934 | Terminal
MixedStructure | 1 | 3264 | 89.12% | 1.7605 | Terminal
MixedStructure | 2 | 355 | 88.17% | 1.6819 | Terminal
MixedStructure | 3 | 42 | 80.95% | 1.5287 | Terminal
MixedStructure | 4 | 8 | 87.50% | 1.3209 | Insufficient
MixedStructure | 5 | 1 | 100.00% | -0.0000 | Insufficient
NeutralProcessing | 1 | 5672 | 43.49% | 1.2623 | Transitional
NeutralProcessing | 11-20 | 891 | 22.78% | 0.8432 | Transitional
NeutralProcessing | 2 | 3205 | 45.27% | 1.2354 | Transitional
NeutralProcessing | 21+ | 82 | 21.95% | 0.7959 | Transitional
NeutralProcessing | 3 | 1754 | 25.20% | 0.8439 | Transitional
NeutralProcessing | 4 | 1312 | 9.15% | 0.4516 | Stable
NeutralProcessing | 5 | 1192 | 18.79% | 0.7665 | Stable
NeutralProcessing | 6-10 | 2884 | 25.90% | 0.9239 | Transitional
ReassertionProcessing | 1 | 1759 | 86.53% | 1.3784 | Terminal
ReassertionProcessing | 2 | 237 | 93.67% | 1.0276 | Terminal
ReassertionProcessing | 3 | 15 | 100.00% | 0.2449 | Insufficient
RecoveryResolution | 1 | 1079 | 68.58% | 0.9454 | Terminal
RecoveryResolution | 2 | 339 | 25.96% | 0.5726 | Transitional
RecoveryResolution | 3 | 251 | 93.63% | 0.9486 | Terminal
RecoveryResolution | 4 | 16 | 62.50% | 0.6616 | Insufficient
RecoveryResolution | 5 | 6 | 16.67% | 0.4506 | Insufficient
RecoveryResolution | 6-10 | 5 | 100.00% | 0.6730 | Insufficient

7. Outcome Diagnostics
Diagnostic only. Outcomes are not used to classify engine states.
State | AgeBucket | Count | MeanDRFwd5 | MedianDRFwd5 | ContinuationRate5 | FailureRate5 | FlatRate5 | OutcomeSkew
CompressionProcessing | 1 | 2631 | -0.0000 | 0.0000 | 46.94% | 48.50% | 4.56% | -1.56%
CompressionProcessing | 11-20 | 5 | -0.0001 | -0.0004 | 40.00% | 60.00% | 0.00% | -20.00%
CompressionProcessing | 2 | 1493 | -0.0000 | -0.0000 | 44.41% | 50.64% | 4.96% | -6.23%
CompressionProcessing | 3 | 763 | -0.0000 | -0.0000 | 46.00% | 50.59% | 3.41% | -4.59%
CompressionProcessing | 4 | 489 | 0.0000 | 0.0000 | 46.22% | 48.67% | 5.11% | -2.45%
CompressionProcessing | 5 | 260 | 0.0000 | 0.0000 | 47.31% | 48.46% | 4.23% | -1.15%
CompressionProcessing | 6-10 | 229 | -0.0000 | -0.0000 | 41.92% | 51.53% | 6.55% | -9.61%
ConstructiveEmergence | 1 | 82 | -0.0000 | 0.0000 | 51.22% | 46.34% | 2.44% | 4.88%
DecayToNeutral | 1 | 1265 | -0.0000 | 0.0000 | 47.75% | 46.72% | 5.53% | 1.03%
DestructiveRotation | 1 | 789 | -0.0000 | 0.0000 | 46.77% | 49.68% | 3.55% | -2.92%
DestructiveRotation | 2 | 99 | -0.0000 | 0.0000 | 44.44% | 49.49% | 6.06% | -5.05%
DestructiveRotation | 3 | 10 | 0.0000 | -0.0000 | 40.00% | 50.00% | 10.00% | -10.00%
DestructiveRotation | 4 | 1 | -0.0002 | -0.0002 | 0.00% | 100.00% | 0.00% | -100.00%
ExhaustionPersistence | 1 | 1106 | -0.0000 | 0.0000 | 47.65% | 46.56% | 5.79% | 1.08%
ExhaustionPersistence | 2 | 299 | -0.0001 | -0.0000 | 42.47% | 52.51% | 5.02% | -10.03%
ExhaustionPersistence | 3 | 215 | -0.0000 | -0.0000 | 44.65% | 52.09% | 3.26% | -7.44%
ExhaustionPersistence | 4 | 138 | -0.0001 | -0.0001 | 41.30% | 55.80% | 2.90% | -14.49%
ExhaustionPersistence | 5 | 55 | 0.0000 | 0.0000 | 49.09% | 45.45% | 5.45% | 3.64%
ExhaustionPersistence | 6-10 | 28 | -0.0002 | -0.0003 | 32.14% | 60.71% | 7.14% | -28.57%
MixedStructure | 1 | 3153 | -0.0000 | 0.0000 | 46.27% | 48.30% | 5.42% | -2.03%
MixedStructure | 2 | 341 | -0.0000 | 0.0000 | 45.45% | 48.97% | 5.57% | -3.52%
MixedStructure | 3 | 42 | -0.0000 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
MixedStructure | 4 | 8 | 0.0002 | 0.0003 | 75.00% | 25.00% | 0.00% | 50.00%
MixedStructure | 5 | 1 | 0.0001 | 0.0001 | 100.00% | 0.00% | 0.00% | 100.00%
NeutralProcessing | 1 | 4710 | -0.0000 | 0.0000 | 45.82% | 48.77% | 5.41% | -2.95%
NeutralProcessing | 11-20 | 718 | -0.0000 | 0.0000 | 46.80% | 45.82% | 7.38% | 0.97%
NeutralProcessing | 2 | 2657 | -0.0000 | 0.0000 | 47.27% | 48.48% | 4.25% | -1.20%
NeutralProcessing | 21+ | 68 | -0.0000 | 0.0000 | 45.59% | 48.53% | 5.88% | -2.94%
NeutralProcessing | 3 | 1422 | 0.0000 | 0.0000 | 48.66% | 44.73% | 6.61% | 3.94%
NeutralProcessing | 4 | 1101 | -0.0000 | 0.0000 | 45.50% | 48.77% | 5.72% | -3.27%
NeutralProcessing | 5 | 1037 | -0.0000 | 0.0000 | 44.94% | 48.70% | 6.36% | -3.76%
NeutralProcessing | 6-10 | 2443 | -0.0000 | 0.0000 | 45.97% | 49.24% | 4.79% | -3.27%
ReassertionProcessing | 1 | 1732 | 0.0000 | 0.0000 | 46.77% | 48.15% | 5.08% | -1.39%
ReassertionProcessing | 2 | 235 | -0.0001 | -0.0000 | 44.26% | 50.64% | 5.11% | -6.38%
ReassertionProcessing | 3 | 15 | -0.0000 | 0.0001 | 53.33% | 40.00% | 6.67% | 13.33%
RecoveryResolution | 1 | 900 | -0.0000 | -0.0000 | 45.67% | 50.56% | 3.78% | -4.89%
RecoveryResolution | 2 | 303 | -0.0000 | -0.0001 | 42.90% | 54.13% | 2.97% | -11.22%
RecoveryResolution | 3 | 235 | 0.0000 | -0.0000 | 47.66% | 50.64% | 1.70% | -2.98%
RecoveryResolution | 4 | 14 | 0.0002 | 0.0003 | 71.43% | 28.57% | 0.00% | 42.86%
RecoveryResolution | 5 | 6 | -0.0001 | 0.0000 | 50.00% | 16.67% | 33.33% | 33.33%
RecoveryResolution | 6-10 | 4 | 0.0001 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%

8. Minimal Engine Recommendation
Instrument-only diagnostic: StateOnly
MeanPercentEntropyReduction=2.40%; StatesWithAgeEffectStrengthAbove0.20=6; MeanSparseRateIncrease=21.95%; ValidInstrumentCount=1.
The aggregate report applies the required cross-instrument rule.

9. Low-DoF Audit
Variables used:
StructuralState
AgeBucket

No context used.
No arbitration used.
No persistence used.
No phase used.
No optimization.
No fitting.
No machine learning.
No forward returns used in model selection.

10. Mechanical Research Notes
- State + Age transition behavior is reported mechanically.
- Age effects are measured from transition hazard and entropy spreads.
- Young / Middle / Late zones are fixed summaries of the detailed age buckets.
- Outcome diagnostics are reported separately and are not used for model selection.
