APVA Sequence Evolution Study v0.1
==================================
Input: Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_OPEN_apva_bar_evidence_v01.csv
Total rows: 35151
SequenceStage logic reuses the crude proxy from APVA_PostBreakoutOOE_10.py.
This is not true PVA OOE.
Same-bar IB/SYM and lateral breakouts create parallel source-specific segments.
Transition-rate lookahead: next 5 bars of the same segment.
Ranked-condition minimum Count: 30

Diagnostics
===========
Total segments:         3181
IBSYM segments:         1191
Lateral segments:       1990
Up segments:            1561
Down segments:          1620
Average segment length: 10.18
Median segment length:  9.00
Max segment length:     20
Zero-length segments:   119

Segment Ledger
==============
SegmentId Type     Direction   StartBar     EndBar   Length  MaxStage  ToStage1  ToStage2  ToStage3  ToStage4
     1847 Lateral  Up             21022      21041       20         4         5         7        12        15
     1848 Lateral  Up             21075      21084       10         2         1         7        NA        NA
     1849 IBSYM    Up             21086      21105       20         4         1         2         7         9
     1850 Lateral  Up             21086      21105       20         4         1         2         7         9
     1851 Lateral  Up             21114      21133       20         4         3         4         5        10
     1852 IBSYM    Up             21138      21157       20         4         1         5         6        11
     1853 Lateral  Up             21165      21168        4         1         1        NA        NA        NA
     1854 IBSYM    Up             21170      21170        1         0        NA        NA        NA        NA
     1855 Lateral  Up             21172      21188       17         4         4         5         8        11
     1856 IBSYM    Down           21190      21201       12         3         1         7         8        NA
     1857 Lateral  Down           21190      21201       12         3         1         7         8        NA
     1858 IBSYM    Up             21203      21208        6         2         2         5        NA        NA
     1859 IBSYM    Up             21210      21213        4         0        NA        NA        NA        NA
     1860 Lateral  Down           21215      21232       18         4         1         7        12        13
     1861 Lateral  Down           21234      21244       11         1         4        NA        NA        NA
     1862 Lateral  Up             21246      21248        3         2         1         3        NA        NA
     1863 Lateral  Down           21250      21251        2         0        NA        NA        NA        NA
     1864 IBSYM    Down           21253      21262       10         2         2         6        NA        NA
     1865 Lateral  Down           21253      21262       10         2         2         6        NA        NA
     1866 IBSYM    Up             21264      21266        3         1         3        NA        NA        NA
     1867 IBSYM    Up             21268      21269        2         0        NA        NA        NA        NA
     1868 Lateral  Down           21271      21286       16         3         1        12        13        NA
     1869 IBSYM    Up             21288      21291        4         1         4        NA        NA        NA
     1870 Lateral  Down           21293      21312       20         4         4         5        14        16
     1871 Lateral  Down           21316      21335       20         4         1         2         7         8
     1872 IBSYM    Down           21385      21384        0         0        NA        NA        NA        NA
     1873 Lateral  Down           21386      21405       20         4         1         2         6         9
     1874 Lateral  Up             21429      21448       20         4         4         5         6         7
     1875 Lateral  Down           21454      21459        6         1         4        NA        NA        NA
     1876 Lateral  Down           21461      21472       12         4         2         4         6         7
     1877 IBSYM    Up             21474      21475        2         1         2        NA        NA        NA
     1878 Lateral  Up             21474      21475        2         1         2        NA        NA        NA
     1879 IBSYM    Up             21477      21482        6         2         2         5        NA        NA
     1880 Lateral  Up             21477      21482        6         2         2         5        NA        NA
     1881 IBSYM    Up             21484      21503       20         4         1         4         8        12
     1882 Lateral  Up             21484      21503       20         4         1         4         8        12
     1883 IBSYM    Down           21533      21534        2         1         2        NA        NA        NA
     1884 Lateral  Down           21533      21534        2         1         2        NA        NA        NA
     1885 Lateral  Down           21536      21552       17         4         2         3         6        17
     1886 IBSYM    Up             21554      21555        2         2         1         2        NA        NA
     1887 IBSYM    Down           21557      21560        4         1         1        NA        NA        NA
     1888 IBSYM    Up             21562      21562        1         0        NA        NA        NA        NA
     1889 Lateral  Up             21562      21562        1         0        NA        NA        NA        NA
     1890 Lateral  Down           21564      21583       20         4         1         6        11        12
     1891 Lateral  Down           21605      21615       11         2         7        11        NA        NA
     1892 Lateral  Down           21617      21636       20         4         1        16        19        20
     1893 IBSYM    Down           21646      21665       20         4         3        11        13        14
     1894 IBSYM    Down           21669      21680       12         2         3         8        NA        NA
     1895 Lateral  Up             21682      21701       20         4         2         4         6        12
     1896 Lateral  Up             21708      21727       20         4         2         5         6         9
     1897 IBSYM    Down           21754      21753        0         0        NA        NA        NA        NA
     1898 Lateral  Down           21755      21759        5         1         4        NA        NA        NA
     1899 Lateral  Up             21761      21760        0         0        NA        NA        NA        NA
     1900 IBSYM    Down           21762      21765        4         1         3        NA        NA        NA
     1901 IBSYM    Up             21767      21781       15         4         5         6         7        15
     1902 Lateral  Down           21783      21791        9         3         1         2         7        NA
     1903 Lateral  Down           21793      21794        2         1         1        NA        NA        NA
     1904 IBSYM    Up             21796      21804        9         2         2         8        NA        NA
     1905 Lateral  Down           21806      21812        7         4         1         3         4         6
     1906 IBSYM    Up             21814      21833       20         4         1         5         7        10
     1907 Lateral  Up             21814      21833       20         4         1         5         7        10
     1908 IBSYM    Up             21854      21866       13         2         1         3        NA        NA
     1909 Lateral  Up             21854      21866       13         2         1         3        NA        NA
     1910 Lateral  Up             21868      21874        7         1         1        NA        NA        NA
     1911 Lateral  Down           21876      21894       19         4         3         4         5         6
     1912 IBSYM    Down           21896      21903        8         4         2         4         5         7
     1913 Lateral  Up             21905      21909        5         2         2         5        NA        NA
     1914 Lateral  Down           21911      21910        0         0        NA        NA        NA        NA
     1915 IBSYM    Down           21912      21913        2         0        NA        NA        NA        NA
     1916 IBSYM    Down           21915      21926       12         2         3        11        NA        NA
     1917 Lateral  Down           21915      21926       12         2         3        11        NA        NA
     1918 Lateral  Down           21928      21947       20         4         3         6        11        13
     1919 IBSYM    Up             21954      21955        2         1         1        NA        NA        NA
     1920 Lateral  Up             21957      21974       18         4         1         3         4         7
     1921 Lateral  Down           21976      21993       18         4         1         4         5         9
     1922 Lateral  Up             21995      22007       13         4         2         3         7        10
     1923 Lateral  Up             22009      22017        9         3         3         4         7        NA
     1924 IBSYM    Down           22019      22024        6         1         1        NA        NA        NA
     1925 IBSYM    Down           22026      22045       20         3         5         7         9        NA
     1926 IBSYM    Up             22049      22053        5         2         2         4        NA        NA
     1927 Lateral  Up             22055      22071       17         2         2        10        NA        NA
     1928 IBSYM    Down           22073      22092       20         4         1        16        18        19
     1929 Lateral  Down           22073      22092       20         4         1        16        18        19
     1930 Lateral  Down           22095      22109       15         2         1         2        NA        NA
     1931 IBSYM    Down           22111      22120       10         1         4        NA        NA        NA
     1932 Lateral  Down           22111      22120       10         1         4        NA        NA        NA
     1933 Lateral  Down           22122      22139       18         4         3         5        14        17
     1934 Lateral  Up             22141      22160       20         2         2         9        NA        NA
     1935 Lateral  Down           22168      22172        5         4         1         2         4         5
     1936 Lateral  Down           22174      22185       12         3         1         7         8        NA
     1937 Lateral  Down           22187      22192        6         3         3         4         5        NA
     1938 Lateral  Up             22194      22199        6         3         4         5         6        NA
     1939 Lateral  Down           22201      22205        5         3         2         3         4        NA
     1940 Lateral  Up             22207      22221       15         4         4         5         8        11
     1941 Lateral  Down           22223      22242       20         3         1         3         8        NA
     1942 Lateral  Up             22248      22261       14         4         5         6         7        10
     1943 IBSYM    Down           22263      22265        3         2         2         3        NA        NA
     1944 Lateral  Down           22267      22283       17         4         9        10        12        16
     1945 IBSYM    Down           22285      22304       20         4         1         8        13        14
     1946 Lateral  Down           22285      22304       20         4         1         8        13        14
     1947 IBSYM    Down           22307      22318       12         1         4        NA        NA        NA
     1948 Lateral  Up             22320      22335       16         4         1         4         5        11
     1949 IBSYM    Up             22337      22336        0         0        NA        NA        NA        NA
     1950 Lateral  Up             22338      22342        5         2         1         3        NA        NA
     1951 Lateral  Down           22344      22353       10         4         1         5         8         9
     1952 IBSYM    Up             22355      22366       12         4         1         4         5         6
     1953 IBSYM    Down           22368      22367        0         0        NA        NA        NA        NA
     1954 Lateral  Down           22369      22383       15         3         3         7         9        NA
     1955 IBSYM    Up             22385      22386        2         1         2        NA        NA        NA
     1956 Lateral  Up             22388      22395        8         2         1         5        NA        NA
     1957 Lateral  Down           22397      22399        3         1         1        NA        NA        NA
     1958 IBSYM    Down           22401      22405        5         1         1        NA        NA        NA
     1959 Lateral  Down           22401      22405        5         1         1        NA        NA        NA
     1960 Lateral  Down           22407      22426       20         4         1         3        12        15
     1961 Lateral  Down           22432      22435        4         1         1        NA        NA        NA
     1962 Lateral  Up             22437      22443        7         4         1         2         4         7
     1963 Lateral  Up             22445      22464       20         4         1         3         4         5
     1964 Lateral  Down           22470      22486       17         3         2        12        14        NA
     1965 Lateral  Down           22488      22491        4         2         2         3        NA        NA
     1966 IBSYM    Up             22493      22500        8         3         1         7         8        NA
     1967 Lateral  Up             22493      22500        8         3         1         7         8        NA
     1968 Lateral  Up             22502      22507        6         3         2         3         4        NA
     1969 Lateral  Up             22509      22523       15         4         2         4         7        10
     1970 Lateral  Down           22525      22536       12         4         1         2         5        12
     1971 Lateral  Up             22538      22548       11         4         1         4         6         8
     1972 Lateral  Down           22550      22569       20         4         2        11        12        16
     1973 Lateral  Down           22575      22594       20         4         2         5         9        11
     1974 IBSYM    Up             22596      22608       13         4         2         5         8         9
     1975 IBSYM    Down           22610      22629       20         4         1         4        10        13
     1976 IBSYM    Up             22656      22667       12         4         1         2         3         5
     1977 IBSYM    Up             22669      22676        8         2         1         2        NA        NA
     1978 IBSYM    Down           22678      22697       20         4         1         4         6         7
     1979 Lateral  Down           22709      22720       12         2         1         2        NA        NA
     1980 Lateral  Down           22722      22741       20         4         1         2         3         9
     1981 IBSYM    Up             22773      22792       20         4         1         2         7         9
     1982 Lateral  Up             22773      22792       20         4         1         2         7         9
     1983 IBSYM    Up             22798      22811       14         4         1         5         9        13
     1984 Lateral  Up             22798      22811       14         4         1         5         9        13
     1985 IBSYM    Down           22813      22832       20         4         3         6        14        18
     1986 Lateral  Down           22813      22832       20         4         3         6        14        18
     1987 Lateral  Down           22842      22846        5         1         4        NA        NA        NA
     1988 IBSYM    Up             22848      22850        3         1         2        NA        NA        NA
     1989 Lateral  Up             22852      22857        6         2         1         5        NA        NA
     1990 IBSYM    Down           22859      22863        5         4         1         3         4         5
     1991 Lateral  Down           22859      22863        5         4         1         3         4         5
     1992 Lateral  Down           22865      22869        5         1         2        NA        NA        NA
     1993 IBSYM    Down           22871      22876        6         1         2        NA        NA        NA
     1994 Lateral  Down           22871      22876        6         1         2        NA        NA        NA
     1995 IBSYM    Up             22878      22889       12         4         3         5         7         9
     1996 Lateral  Up             22878      22889       12         4         3         5         7         9
     1997 IBSYM    Up             22891      22898        8         3         2         7         8        NA
     1998 Lateral  Up             22891      22898        8         3         2         7         8        NA
     1999 Lateral  Down           22900      22912       13         2         5         8        NA        NA
     2000 IBSYM    Down           22914      22926       13         4         3         5         7        10
     2001 Lateral  Up             22928      22936        9         4         1         2         3         6
     2002 Lateral  Down           22938      22940        3         0        NA        NA        NA        NA
     2003 IBSYM    Up             22942      22961       20         4         1         3         5         9
     2004 Lateral  Up             22942      22961       20         4         1         3         5         9
     2005 IBSYM    Down           22987      22988        2         1         2        NA        NA        NA
     2006 IBSYM    Down           22990      23009       20         4         4         5        12        14
     2007 Lateral  Down           22990      23009       20         4         4         5        12        14
     2008 IBSYM    Down           23033      23049       17         4         1         7        15        16
     2009 Lateral  Down           23033      23049       17         4         1         7        15        16
     2010 IBSYM    Down           23051      23050        0         0        NA        NA        NA        NA
     2011 Lateral  Down           23052      23068       17         4         2        12        13        15
     2012 IBSYM    Down           23070      23069        0         0        NA        NA        NA        NA
     2013 Lateral  Down           23071      23080       10         4         1         2         3         4
     2014 Lateral  Down           23082      23085        4         2         3         4        NA        NA
     2015 IBSYM    Down           23087      23088        2         0        NA        NA        NA        NA
     2016 Lateral  Up             23090      23109       20         4         1        10        15        16
     2017 Lateral  Up             23112      23115        4         2         2         4        NA        NA
     2018 Lateral  Down           23117      23123        7         2         1         5        NA        NA
     2019 Lateral  Up             23125      23144       20         3         3        19        20        NA
     2020 IBSYM    Down           23150      23150        1         0        NA        NA        NA        NA
     2021 Lateral  Down           23150      23150        1         0        NA        NA        NA        NA
     2022 IBSYM    Down           23152      23159        8         2         1         6        NA        NA
     2023 IBSYM    Up             23161      23160        0         0        NA        NA        NA        NA
     2024 Lateral  Up             23162      23181       20         4         3         4         5        11
     2025 IBSYM    Down           23196      23198        3         0        NA        NA        NA        NA
     2026 Lateral  Down           23196      23198        3         0        NA        NA        NA        NA
     2027 Lateral  Up             23200      23209       10         3         3         4         5        NA
     2028 IBSYM    Down           23211      23212        2         0        NA        NA        NA        NA
     2029 Lateral  Down           23211      23212        2         0        NA        NA        NA        NA
     2030 IBSYM    Up             23214      23217        4         0        NA        NA        NA        NA
     2031 Lateral  Up             23219      23238       20         4         5         6        14        16
     2032 Lateral  Up             23243      23244        2         0        NA        NA        NA        NA
     2033 IBSYM    Down           23246      23251        6         2         1         3        NA        NA
     2034 Lateral  Down           23253      23259        7         1         7        NA        NA        NA
     2035 Lateral  Up             23261      23276       16         4         1         3        14        16
     2036 IBSYM    Up             23278      23290       13         2         4        10        NA        NA
     2037 Lateral  Up             23278      23290       13         2         4        10        NA        NA
     2038 Lateral  Up             23292      23301       10         4         4         5         7         8
     2039 Lateral  Up             23303      23304        2         1         2        NA        NA        NA
     2040 Lateral  Up             23306      23325       20         4         1         6         8         9
     2041 Lateral  Up             23332      23351       20         4         1         2         6         7
     2042 Lateral  Up             23364      23368        5         2         1         3        NA        NA
     2043 IBSYM    Up             23370      23370        1         0        NA        NA        NA        NA
     2044 Lateral  Up             23372      23372        1         0        NA        NA        NA        NA
     2045 IBSYM    Up             23374      23393       20         4         2         3         6        13
     2046 Lateral  Up             23374      23393       20         4         2         3         6        13
     2047 IBSYM    Up             23400      23399        0         0        NA        NA        NA        NA
     2048 Lateral  Up             23401      23410       10         3         2         7         8        NA
     2049 IBSYM    Down           23412      23414        3         1         1        NA        NA        NA
     2050 Lateral  Down           23412      23414        3         1         1        NA        NA        NA
     2051 Lateral  Down           23416      23423        8         2         3         8        NA        NA
     2052 Lateral  Up             23425      23427        3         1         2        NA        NA        NA
     2053 Lateral  Up             23429      23437        9         1         2        NA        NA        NA
     2054 IBSYM    Up             23439      23438        0         0        NA        NA        NA        NA
     2055 Lateral  Up             23440      23449       10         4         1         2         3         5
     2056 Lateral  Down           23451      23470       20         3         3        15        16        NA
     2057 Lateral  Down           23472      23473        2         1         1        NA        NA        NA
     2058 IBSYM    Up             23475      23481        7         3         1         3         7        NA
     2059 Lateral  Down           23483      23502       20         4         1         7         8         9
     2060 IBSYM    Up             23506      23525       20         4         1         5        17        19
     2061 Lateral  Up             23506      23525       20         4         1         5        17        19
     2062 Lateral  Up             23543      23562       20         4         1         4         8        17
     2063 IBSYM    Up             23613      23617        5         2         1         3        NA        NA
     2064 Lateral  Up             23619      23638       20         4         3         8        12        13
     2065 IBSYM    Up             23643      23659       17         4         1         4         6        10
     2066 Lateral  Up             23643      23659       17         4         1         4         6        10
     2067 Lateral  Down           23661      23667        7         1         1        NA        NA        NA
     2068 IBSYM    Down           23669      23688       20         4         4         6         7        10
     2069 Lateral  Down           23669      23688       20         4         4         6         7        10
     2070 IBSYM    Up             23699      23703        5         1         2        NA        NA        NA
     2071 IBSYM    Down           23705      23715       11         2         4         6        NA        NA
     2072 Lateral  Down           23717      23736       20         3         3         9        20        NA
     2073 Lateral  Down           23748      23761       14         3         1         8        12        NA
     2074 Lateral  Down           23763      23762        0         0        NA        NA        NA        NA
     2075 IBSYM    Down           23764      23767        4         2         1         2        NA        NA
     2076 IBSYM    Down           23769      23788       20         2         1        13        NA        NA
     2077 Lateral  Down           23769      23788       20         2         1        13        NA        NA
     2078 Lateral  Down           23827      23833        7         3         1         3         6        NA
     2079 Lateral  Down           23835      23854       20         4         3         6        14        15
     2080 IBSYM    Up             23898      23905        8         2         2         3        NA        NA
     2081 IBSYM    Down           23907      23910        4         1         3        NA        NA        NA
     2082 IBSYM    Down           23912      23931       20         4         1         4         5         9
     2083 IBSYM    Down           23938      23948       11         3         1         6         9        NA
     2084 IBSYM    Up             23950      23966       17         2        10        16        NA        NA
     2085 IBSYM    Up             23968      23971        4         1         3        NA        NA        NA
     2086 IBSYM    Up             23973      23980        8         1         3        NA        NA        NA
     2087 IBSYM    Up             23982      23992       11         1         4        NA        NA        NA
     2088 IBSYM    Up             23994      24010       17         3         2         7        14        NA
     2089 IBSYM    Down           24012      24031       20         4         1         3        12        15
     2090 IBSYM    Down           24040      24059       20         2         2        20        NA        NA
     2091 Lateral  Down           24144      24163       20         4         5         6        12        13
     2092 Lateral  Down           24177      24184        8         1         1        NA        NA        NA
     2093 IBSYM    Up             24186      24199       14         4         2         6        10        12
     2094 Lateral  Up             24186      24199       14         4         2         6        10        12
     2095 Lateral  Up             24201      24203        3         1         2        NA        NA        NA
     2096 IBSYM    Up             24205      24206        2         1         2        NA        NA        NA
     2097 Lateral  Up             24205      24206        2         1         2        NA        NA        NA
     2098 IBSYM    Down           24208      24222       15         4         2         9        10        11
     2099 Lateral  Down           24208      24222       15         4         2         9        10        11
     2100 IBSYM    Down           24224      24238       15         3         6        10        13        NA
     2101 Lateral  Down           24224      24238       15         3         6        10        13        NA
     2102 IBSYM    Down           24240      24253       14         4         2         9        13        14
     2103 Lateral  Down           24240      24253       14         4         2         9        13        14
     2104 Lateral  Up             24255      24274       20         4         1         6        11        19
     2105 Lateral  Down           24278      24289       12         3         7         9        10        NA
     2106 Lateral  Up             24291      24303       13         4         1         7         9        12
     2107 Lateral  Down           24305      24317       13         4         1         3         4         7
     2108 Lateral  Down           24319      24333       15         4         1         2         3         5
     2109 IBSYM    Down           24335      24350       16         4         2         7        10        12
     2110 Lateral  Up             24352      24357        6         2         2         5        NA        NA
     2111 Lateral  Up             24359      24360        2         1         2        NA        NA        NA
     2112 Lateral  Up             24362      24377       16         2         5         7        NA        NA
     2113 Lateral  Down           24379      24398       20         4         1         6         9        20
     2114 IBSYM    Up             24445      24450        6         0        NA        NA        NA        NA
     2115 IBSYM    Down           24452      24464       13         2         2        10        NA        NA
     2116 Lateral  Down           24452      24464       13         2         2        10        NA        NA
     2117 Lateral  Down           24466      24467        2         1         2        NA        NA        NA
     2118 IBSYM    Down           24469      24475        7         2         1         5        NA        NA
     2119 Lateral  Down           24469      24475        7         2         1         5        NA        NA
     2120 Lateral  Down           24477      24487       11         4         4         8         9        10
     2121 IBSYM    Up             24489      24488        0         0        NA        NA        NA        NA
     2122 Lateral  Down           24490      24494        5         1         1        NA        NA        NA
     2123 IBSYM    Down           24496      24506       11         3         1         4         9        NA
     2124 Lateral  Down           24496      24506       11         3         1         4         9        NA
     2125 IBSYM    Up             24508      24527       20         3         2         7        15        NA
     2126 Lateral  Up             24508      24527       20         3         2         7        15        NA
     2127 IBSYM    Up             24534      24539        6         1         6        NA        NA        NA
     2128 Lateral  Up             24534      24539        6         1         6        NA        NA        NA
     2129 IBSYM    Down           24541      24553       13         4         2         3         6        11
     2130 Lateral  Down           24541      24553       13         4         2         3         6        11
     2131 Lateral  Up             24555      24574       20         4         1         6        11        12
     2132 Lateral  Up             24583      24591        9         3         1         7         9        NA
     2133 Lateral  Down           24593      24596        4         1         1        NA        NA        NA
     2134 IBSYM    Down           24598      24617       20         3         2        14        16        NA
     2135 Lateral  Up             24628      24647       20         4         3         4         8        18
     2136 IBSYM    Down           24665      24677       13         3         3         4         9        NA
     2137 Lateral  Down           24665      24677       13         3         3         4         9        NA
     2138 Lateral  Down           24679      24695       17         3         3         8        14        NA
     2139 IBSYM    Up             24697      24698        2         1         2        NA        NA        NA
     2140 Lateral  Up             24697      24698        2         1         2        NA        NA        NA
     2141 Lateral  Down           24700      24718       19         4         1         5         7        16
     2142 Lateral  Up             24720      24739       20         4         5         8        11        15
     2143 IBSYM    Down           24759      24758        0         0        NA        NA        NA        NA
     2144 Lateral  Down           24760      24778       19         4         1         2         4        12
     2145 Lateral  Down           24780      24789       10         3         1         8        10        NA
     2146 IBSYM    Up             24791      24810       20         3         6         8        17        NA
     2147 Lateral  Up             24816      24826       11         2         1         8        NA        NA
     2148 IBSYM    Up             24828      24827        0         0        NA        NA        NA        NA
     2149 Lateral  Up             24829      24848       20         4         1         4         5        12
     2150 Lateral  Down           24857      24862        6         1         6        NA        NA        NA
     2151 Lateral  Up             24864      24877       14         4         2         3         5         7
     2152 IBSYM    Up             24879      24896       18         4         2        13        17        18
     2153 Lateral  Up             24879      24896       18         4         2        13        17        18
     2154 Lateral  Up             24898      24917       20         4         1         2        10        11
     2155 Lateral  Up             24930      24949       20         4         3         5         8         9
     2156 Lateral  Up             24959      24974       16         4         3         5         7         9
     2157 Lateral  Down           24976      24989       14         4         1         6         7         8
     2158 IBSYM    Up             24991      25001       11         3         1         6         9        NA
     2159 Lateral  Up             24991      25001       11         3         1         6         9        NA
     2160 Lateral  Down           25003      25003        1         0        NA        NA        NA        NA
     2161 IBSYM    Up             25005      25017       13         2         5         8        NA        NA
     2162 IBSYM    Down           25019      25038       20         4         2        12        13        18
     2163 Lateral  Down           25019      25038       20         4         2        12        13        18
     2164 Lateral  Up             25051      25057        7         4         1         2         4         5
     2165 Lateral  Up             25059      25065        7         2         2         3        NA        NA
     2166 Lateral  Down           25067      25070        4         1         1        NA        NA        NA
     2167 IBSYM    Up             25072      25072        1         0        NA        NA        NA        NA
     2168 Lateral  Down           25074      25076        3         1         2        NA        NA        NA
     2169 Lateral  Up             25078      25082        5         4         1         2         3         5
     2170 IBSYM    Up             25084      25087        4         1         2        NA        NA        NA
     2171 Lateral  Down           25089      25108       20         3         1        12        18        NA
     2172 Lateral  Up             25135      25146       12         2         3        10        NA        NA
     2173 Lateral  Down           25148      25155        8         2         2         5        NA        NA
     2174 IBSYM    Down           25157      25158        2         1         2        NA        NA        NA
     2175 Lateral  Down           25160      25172       13         3         3         4        10        NA
     2176 Lateral  Down           25174      25177        4         2         1         4        NA        NA
     2177 Lateral  Down           25179      25186        8         3         4         5         8        NA
     2178 Lateral  Up             25188      25193        6         2         3         6        NA        NA
     2179 Lateral  Down           25195      25214       20         2         1         2        NA        NA
     2180 IBSYM    Up             25233      25232        0         0        NA        NA        NA        NA
     2181 Lateral  Up             25234      25235        2         1         1        NA        NA        NA
     2182 Lateral  Up             25237      25253       17         4         1         6         9        17
     2183 IBSYM    Up             25255      25256        2         1         2        NA        NA        NA
     2184 Lateral  Up             25258      25266        9         2         1         9        NA        NA
     2185 Lateral  Down           25268      25275        8         1         1        NA        NA        NA
     2186 Lateral  Down           25277      25284        8         1         6        NA        NA        NA
     2187 IBSYM    Down           25286      25291        6         2         2         6        NA        NA
     2188 Lateral  Down           25286      25291        6         2         2         6        NA        NA
     2189 IBSYM    Up             25293      25312       20         3         4        10        20        NA
     2190 Lateral  Up             25293      25312       20         3         4        10        20        NA
     2191 IBSYM    Up             25323      25336       14         4         3         5         6         7
     2192 Lateral  Up             25323      25336       14         4         3         5         6         7
     2193 Lateral  Up             25338      25343        6         1         6        NA        NA        NA
     2194 IBSYM    Up             25345      25353        9         1         1        NA        NA        NA
     2195 Lateral  Down           25355      25362        8         2         3         7        NA        NA
     2196 IBSYM    Down           25364      25376       13         2         3         4        NA        NA
     2197 Lateral  Down           25364      25376       13         2         3         4        NA        NA
     2198 Lateral  Down           25378      25386        9         3         2         5         9        NA
     2199 Lateral  Down           25388      25398       11         1         3        NA        NA        NA
     2200 Lateral  Down           25400      25409       10         2         1         5        NA        NA
     2201 Lateral  Down           25411      25427       17         4         3         5         8        14
     2202 Lateral  Up             25429      25436        8         4         1         4         7         8
     2203 Lateral  Up             25438      25457       20         4         7         9        12        13
     2204 Lateral  Up             25466      25475       10         4         2         4         8         9
     2205 Lateral  Up             25477      25496       20         4         3         4        13        20
     2206 IBSYM    Up             25517      25532       16         2         3        13        NA        NA
     2207 Lateral  Down           25534      25542        9         1         4        NA        NA        NA
     2208 IBSYM    Down           25544      25552        9         2         5         6        NA        NA
     2209 Lateral  Down           25544      25552        9         2         5         6        NA        NA
     2210 IBSYM    Up             25554      25573       20         4         4         5         7        12
     2211 Lateral  Up             25554      25573       20         4         4         5         7        12
     2212 Lateral  Down           25599      25613       15         4         1         4         6        15
     2213 Lateral  Up             25615      25623        9         2         5         9        NA        NA
     2214 IBSYM    Up             25625      25628        4         0        NA        NA        NA        NA
     2215 Lateral  Up             25625      25628        4         0        NA        NA        NA        NA
     2216 IBSYM    Up             25630      25631        2         0        NA        NA        NA        NA
     2217 Lateral  Up             25630      25631        2         0        NA        NA        NA        NA
     2218 IBSYM    Down           25633      25634        2         1         1        NA        NA        NA
     2219 Lateral  Down           25636      25644        9         2         2         9        NA        NA
     2220 Lateral  Up             25646      25651        6         2         2         4        NA        NA
     2221 Lateral  Up             25653      25667       15         4         1         2         6        11
     2222 Lateral  Up             25669      25688       20         4         1         4         5         7
     2223 IBSYM    Down           25723      25729        7         4         1         3         4         6
     2224 Lateral  Down           25723      25729        7         4         1         3         4         6
     2225 Lateral  Up             25731      25743       13         3         2         7         9        NA
     2226 IBSYM    Up             25745      25764       20         4         1         3         4         8
     2227 Lateral  Up             25745      25764       20         4         1         3         4         8
     2228 IBSYM    Down           25773      25776        4         2         3         4        NA        NA
     2229 IBSYM    Up             25778      25797       20         2         1        13        NA        NA
     2230 Lateral  Up             25778      25797       20         2         1        13        NA        NA
     2231 IBSYM    Up             25803      25812       10         1         1        NA        NA        NA
     2232 Lateral  Up             25803      25812       10         1         1        NA        NA        NA
     2233 IBSYM    Up             25814      25819        6         1         2        NA        NA        NA
     2234 Lateral  Up             25814      25819        6         1         2        NA        NA        NA
     2235 Lateral  Up             25821      25828        8         0        NA        NA        NA        NA
     2236 Lateral  Down           25830      25849       20         4         4        14        16        17
     2237 IBSYM    Up             25855      25874       20         4         1         2         8        10
     2238 Lateral  Up             25855      25874       20         4         1         2         8        10
     2239 Lateral  Down           25880      25897       18         4         2         8         9        15
     2240 IBSYM    Up             25899      25912       14         4         3         7         8         9
     2241 Lateral  Up             25899      25912       14         4         3         7         8         9
     2242 IBSYM    Up             25914      25933       20         4         1         2         7        10
     2243 IBSYM    Up             25947      25953        7         4         1         3         5         6
     2244 Lateral  Up             25947      25953        7         4         1         3         5         6
     2245 IBSYM    Down           25955      25963        9         4         1         3         5         8
     2246 IBSYM    Up             25965      25984       20         4         7         9        15        18
     2247 Lateral  Up             25965      25984       20         4         7         9        15        18
     2248 IBSYM    Up             25987      25986        0         0        NA        NA        NA        NA
     2249 Lateral  Up             25988      26004       17         4         1         5         7         8
     2250 IBSYM    Up             26006      26008        3         0        NA        NA        NA        NA
     2251 Lateral  Up             26010      26022       13         4         2         5         7         9
     2252 IBSYM    Down           26024      26033       10         3         2         4         7        NA
     2253 Lateral  Down           26024      26033       10         3         2         4         7        NA
     2254 Lateral  Up             26035      26052       18         4         6         9        15        16
     2255 Lateral  Up             26054      26062        9         1         2        NA        NA        NA
     2256 IBSYM    Up             26064      26075       12         3         1         3        12        NA
