APVA Interpretation Arbitration Study v0.1
Research only. No optimization, fitting, machine learning, trading rules, or future leakage.

Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
State counts: RecoveryResolution=1696, ExhaustionPersistence=1884, CompressionProcessing=6489, NeutralProcessing=16992, ReassertionProcessing=2011, DecayToNeutral=1486, DestructiveRotation=948, ConstructiveEmergence=83, MixedStructure=3671
Age counts: 1=18224, 2=6199, 3=3147, 4=2008, 5=1539, 6-10=3165, 11-20=896, 21+=82
Validated context counts: B=310, C=255, D=233
Candidate interpretation counts: ValidatedContext=798, PreviousDistinctContext=35256, CurrentStateAge=35260

1. Reliability tables
InterpretationType | InterpretationKey | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | NormalizedEntropy_t1 | DominantDestination | DominantProbability_t1 | ReliabilityScore
221 | CurrentStateAge | NeutralProcessing+Age1 | 0.6211 | 0.0000 | 0.6211 | N/A | Clear
222 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.1100 | -0.2232 | 0.1132 | N/A | Ambiguous
223 | CurrentStateAge | MixedStructure+Age1 | -0.4452 | 0.0000 | -0.4452 | N/A | Unresolved
224 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2609 | 0.0000 | -0.2609 | N/A | Unresolved
225 | CurrentStateAge | MixedStructure+Age1 | -0.4858 | 0.0000 | -0.4858 | N/A | Unresolved
226 | CurrentStateAge | DecayToNeutral+Age1 | -0.5702 | 0.0000 | -0.5702 | N/A | Unresolved
227 | CurrentStateAge | MixedStructure+Age1 | -0.5029 | 0.0000 | -0.5029 | N/A | Unresolved
228 | CurrentStateAge | DecayToNeutral+Age1 | -0.5944 | 0.0000 | -0.5944 | N/A | Unresolved
229 | CurrentStateAge | MixedStructure+Age1 | -0.5137 | 0.0000 | -0.5137 | N/A | Unresolved
230 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2905 | 0.0000 | -0.2905 | N/A | Unresolved
232 | CurrentStateAge | DecayToNeutral+Age1 | -0.5285 | 0.0000 | -0.5285 | N/A | Unresolved
233 | CurrentStateAge | NeutralProcessing+Age1 | 0.5670 | 0.0000 | 0.5670 | N/A | Clear
234 | CurrentStateAge | NeutralProcessing+Age2 | 0.0856 | 0.0000 | 0.0856 | N/A | Ambiguous
235 | CurrentStateAge | NeutralProcessing+Age3 | 0.6702 | 0.0000 | 0.6702 | N/A | Clear
238 | CurrentStateAge | NeutralProcessing+Age6-10 | 1.0183 | 0.0000 | 1.0183 | N/A | Clear
239 | CurrentStateAge | NeutralProcessing+Age6-10 | 1.0901 | 0.0000 | 1.0901 | N/A | Clear
240 | CurrentStateAge | MixedStructure+Age1 | -0.5376 | 0.0000 | -0.5376 | N/A | Unresolved
243 | CurrentStateAge | CompressionProcessing+Age1 | 0.2293 | 0.0000 | 0.2293 | N/A | Moderate
244 | CurrentStateAge | NeutralProcessing+Age1 | 0.5998 | 0.0000 | 0.5998 | N/A | Clear
245 | CurrentStateAge | CompressionProcessing+Age1 | 0.1621 | 0.0000 | 0.1621 | N/A | Ambiguous
247 | CurrentStateAge | NeutralProcessing+Age1 | 0.5406 | 0.0000 | 0.5406 | N/A | Clear
248 | CurrentStateAge | NeutralProcessing+Age2 | 0.1524 | 0.0000 | 0.1524 | N/A | Ambiguous
249 | CurrentStateAge | NeutralProcessing+Age3 | 0.7632 | 0.0000 | 0.7632 | N/A | Clear
252 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.8433 | 0.0000 | 0.8433 | N/A | Clear
253 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.9130 | 0.0000 | 0.9130 | N/A | Clear
254 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.9743 | 0.0000 | 0.9743 | N/A | Clear
255 | CurrentStateAge | NeutralProcessing+Age6-10 | 1.0286 | 0.0000 | 1.0286 | N/A | Clear
256 | CurrentStateAge | NeutralProcessing+Age6-10 | 1.0771 | 0.0000 | 1.0771 | N/A | Clear
265 | CurrentStateAge | NeutralProcessing+Age11-20 | 1.3310 | 0.0000 | 1.3310 | N/A | Clear
266 | CurrentStateAge | NeutralProcessing+Age11-20 | 1.3787 | 0.0000 | 1.3787 | N/A | Clear
277 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
278 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
279 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
280 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
281 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
282 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
283 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
284 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
285 | PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | 2.0000 | 2.0000 | 0.0000 | 1.0000 | Unresolved
286 | CurrentStateAge | MixedStructure+Age1 | -0.5168 | 0.0000 | -0.5168 | N/A | Unresolved
287 | CurrentStateAge | ExhaustionPersistence+Age1 | -0.5108 | 0.0000 | -0.5108 | N/A | Unresolved

3. Arbitration summary
TotalBars: 35260
ResolvedBars: 34884
UnresolvedBars: 376
ClearCount: 1955
ModerateCount: 7359
AmbiguousCount: 15550
UnresolvedCount: 10396
MeanWinnerScore: 0.5006
MeanScoreMargin: 0.1704
MeanDominanceRatio: 16.4340

4. Winner stability
WinnerRunCount: 32349
MeanWinnerRunLength: 1.0900
MedianWinnerRunLength: 1.0000
MaxWinnerRunLength: 54
ReplacementRate: 91.74%

5. Conflict analysis
ConflictCount: 32843
ConflictRate: 93.15%
ContextOverrideCount: 18603
ValidatedOverrideCount: 723
ClearConflictCount: 1362
AmbiguousConflictCount: 24410

6. Outcome diagnostics
WinnerType | WinnerKey | AmbiguityClass | Count | MeanDRFwd5 | MedianDRFwd5 | ContinuationRate5 | FailureRate5 | FlatRate5 | OutcomeSkew
CurrentStateAge | CompressionProcessing+Age1 | Ambiguous | 47 | 0.0000 | 0.0000 | 53.19% | 42.55% | 4.26% | 10.64%
CurrentStateAge | CompressionProcessing+Age1 | Clear | 31 | 0.0001 | 0.0000 | 51.61% | 45.16% | 3.23% | 6.45%
CurrentStateAge | CompressionProcessing+Age1 | Moderate | 1591 | -0.0000 | 0.0000 | 47.45% | 48.02% | 4.53% | -0.57%
CurrentStateAge | CompressionProcessing+Age1 | Unresolved | 409 | -0.0000 | -0.0000 | 43.77% | 51.34% | 4.89% | -7.58%
CurrentStateAge | CompressionProcessing+Age2 | Ambiguous | 558 | -0.0001 | -0.0000 | 43.19% | 51.79% | 5.02% | -8.60%
CurrentStateAge | CompressionProcessing+Age2 | Clear | 10 | -0.0001 | -0.0000 | 30.00% | 50.00% | 20.00% | -20.00%
CurrentStateAge | CompressionProcessing+Age2 | Moderate | 264 | -0.0000 | -0.0000 | 43.94% | 50.00% | 6.06% | -6.06%
CurrentStateAge | CompressionProcessing+Age2 | Unresolved | 12 | -0.0002 | -0.0001 | 33.33% | 58.33% | 8.33% | -25.00%
CurrentStateAge | CompressionProcessing+Age3 | Ambiguous | 270 | -0.0000 | -0.0001 | 46.30% | 52.22% | 1.48% | -5.93%
CurrentStateAge | CompressionProcessing+Age3 | Clear | 84 | 0.0000 | 0.0000 | 45.24% | 45.24% | 9.52% | 0.00%
CurrentStateAge | CompressionProcessing+Age3 | Moderate | 62 | -0.0000 | -0.0000 | 43.55% | 50.00% | 6.45% | -6.45%
CurrentStateAge | CompressionProcessing+Age3 | Unresolved | 39 | 0.0000 | -0.0000 | 41.03% | 51.28% | 7.69% | -10.26%
CurrentStateAge | CompressionProcessing+Age4 | Ambiguous | 13 | 0.0001 | -0.0000 | 46.15% | 53.85% | 0.00% | -7.69%
CurrentStateAge | CompressionProcessing+Age4 | Clear | 122 | 0.0001 | 0.0000 | 50.82% | 42.62% | 6.56% | 8.20%
CurrentStateAge | CompressionProcessing+Age4 | Moderate | 95 | -0.0001 | -0.0000 | 42.11% | 51.58% | 6.32% | -9.47%
CurrentStateAge | CompressionProcessing+Age4 | Unresolved | 21 | -0.0001 | -0.0001 | 28.57% | 66.67% | 4.76% | -38.10%
CurrentStateAge | CompressionProcessing+Age5 | Ambiguous | 51 | -0.0000 | 0.0000 | 50.98% | 47.06% | 1.96% | 3.92%
CurrentStateAge | CompressionProcessing+Age5 | Clear | 7 | -0.0002 | -0.0001 | 28.57% | 57.14% | 14.29% | -28.57%
CurrentStateAge | CompressionProcessing+Age5 | Moderate | 134 | 0.0000 | -0.0000 | 44.78% | 50.75% | 4.48% | -5.97%
CurrentStateAge | CompressionProcessing+Age5 | Unresolved | 1 | 0.0001 | 0.0001 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | CompressionProcessing+Age6-10 | Ambiguous | 71 | -0.0000 | -0.0000 | 40.85% | 52.11% | 7.04% | -11.27%
CurrentStateAge | CompressionProcessing+Age6-10 | Moderate | 67 | -0.0000 | -0.0001 | 38.81% | 55.22% | 5.97% | -16.42%
CurrentStateAge | CompressionProcessing+Age6-10 | Unresolved | 13 | -0.0002 | -0.0002 | 30.77% | 69.23% | 0.00% | -38.46%
CurrentStateAge | ConstructiveEmergence+Age1 | Ambiguous | 5 | -0.0000 | 0.0000 | 60.00% | 40.00% | 0.00% | 20.00%
CurrentStateAge | ConstructiveEmergence+Age1 | Moderate | 3 | -0.0003 | -0.0002 | 33.33% | 66.67% | 0.00% | -33.33%
CurrentStateAge | ConstructiveEmergence+Age1 | Unresolved | 31 | -0.0000 | -0.0001 | 38.71% | 54.84% | 6.45% | -16.13%
CurrentStateAge | DecayToNeutral+Age1 | Ambiguous | 414 | 0.0000 | 0.0000 | 48.07% | 45.89% | 6.04% | 2.17%
CurrentStateAge | DecayToNeutral+Age1 | Moderate | 4 | -0.0004 | -0.0006 | 25.00% | 75.00% | 0.00% | -50.00%
CurrentStateAge | DecayToNeutral+Age1 | Unresolved | 105 | 0.0000 | -0.0001 | 43.81% | 52.38% | 3.81% | -8.57%
CurrentStateAge | DestructiveRotation+Age1 | Ambiguous | 100 | 0.0000 | -0.0001 | 45.00% | 53.00% | 2.00% | -8.00%
CurrentStateAge | DestructiveRotation+Age1 | Moderate | 5 | -0.0001 | -0.0002 | 40.00% | 60.00% | 0.00% | -20.00%
CurrentStateAge | DestructiveRotation+Age1 | Unresolved | 195 | -0.0000 | 0.0000 | 47.18% | 49.23% | 3.59% | -2.05%
CurrentStateAge | DestructiveRotation+Age2 | Ambiguous | 14 | -0.0003 | -0.0001 | 21.43% | 71.43% | 7.14% | -50.00%
CurrentStateAge | DestructiveRotation+Age2 | Moderate | 10 | -0.0004 | -0.0003 | 40.00% | 60.00% | 0.00% | -20.00%
CurrentStateAge | DestructiveRotation+Age2 | Unresolved | 48 | -0.0000 | 0.0000 | 52.08% | 45.83% | 2.08% | 6.25%
CurrentStateAge | DestructiveRotation+Age3 | Ambiguous | 1 | 0.0000 | 0.0000 | 0.00% | 0.00% | 100.00% | 0.00%
CurrentStateAge | ExhaustionPersistence+Age1 | Ambiguous | 4 | -0.0001 | -0.0001 | 25.00% | 75.00% | 0.00% | -50.00%
CurrentStateAge | ExhaustionPersistence+Age1 | Unresolved | 65 | 0.0001 | 0.0001 | 56.92% | 40.00% | 3.08% | 16.92%
CurrentStateAge | ExhaustionPersistence+Age2 | Ambiguous | 75 | -0.0001 | 0.0000 | 42.67% | 49.33% | 8.00% | -6.67%
CurrentStateAge | ExhaustionPersistence+Age2 | Clear | 41 | -0.0001 | -0.0000 | 43.90% | 53.66% | 2.44% | -9.76%
CurrentStateAge | ExhaustionPersistence+Age2 | Moderate | 84 | -0.0001 | -0.0001 | 39.29% | 55.95% | 4.76% | -16.67%
CurrentStateAge | ExhaustionPersistence+Age2 | Unresolved | 35 | -0.0001 | -0.0000 | 42.86% | 51.43% | 5.71% | -8.57%
CurrentStateAge | ExhaustionPersistence+Age3 | Ambiguous | 102 | 0.0000 | 0.0000 | 48.04% | 48.04% | 3.92% | 0.00%
CurrentStateAge | ExhaustionPersistence+Age3 | Clear | 25 | -0.0002 | -0.0001 | 32.00% | 60.00% | 8.00% | -28.00%
CurrentStateAge | ExhaustionPersistence+Age3 | Moderate | 46 | 0.0000 | -0.0001 | 43.48% | 56.52% | 0.00% | -13.04%
CurrentStateAge | ExhaustionPersistence+Age3 | Unresolved | 14 | -0.0001 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | ExhaustionPersistence+Age4 | Ambiguous | 47 | -0.0001 | 0.0000 | 48.94% | 48.94% | 2.13% | 0.00%
CurrentStateAge | ExhaustionPersistence+Age4 | Unresolved | 25 | -0.0000 | -0.0001 | 40.00% | 52.00% | 8.00% | -12.00%
CurrentStateAge | ExhaustionPersistence+Age5 | Ambiguous | 14 | -0.0000 | -0.0000 | 42.86% | 50.00% | 7.14% | -7.14%
CurrentStateAge | ExhaustionPersistence+Age5 | Unresolved | 14 | 0.0001 | 0.0002 | 57.14% | 42.86% | 0.00% | 14.29%
CurrentStateAge | ExhaustionPersistence+Age6-10 | Ambiguous | 3 | -0.0006 | -0.0008 | 33.33% | 66.67% | 0.00% | -33.33%
CurrentStateAge | ExhaustionPersistence+Age6-10 | Moderate | 1 | -0.0008 | -0.0008 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | ExhaustionPersistence+Age6-10 | Unresolved | 14 | -0.0001 | -0.0003 | 28.57% | 57.14% | 14.29% | -28.57%
CurrentStateAge | MixedStructure+Age1 | Ambiguous | 87 | 0.0000 | 0.0000 | 45.98% | 47.13% | 6.90% | -1.15%
CurrentStateAge | MixedStructure+Age1 | Moderate | 27 | 0.0001 | 0.0000 | 59.26% | 40.74% | 0.00% | 18.52%
CurrentStateAge | MixedStructure+Age1 | Unresolved | 98 | -0.0000 | 0.0000 | 48.98% | 46.94% | 4.08% | 2.04%
CurrentStateAge | MixedStructure+Age2 | Ambiguous | 69 | -0.0002 | -0.0001 | 40.58% | 52.17% | 7.25% | -11.59%
CurrentStateAge | MixedStructure+Age2 | Moderate | 17 | -0.0000 | 0.0000 | 35.29% | 47.06% | 17.65% | -11.76%
CurrentStateAge | MixedStructure+Age2 | Unresolved | 43 | 0.0001 | 0.0001 | 58.14% | 39.53% | 2.33% | 18.60%
CurrentStateAge | MixedStructure+Age3 | Ambiguous | 3 | 0.0003 | -0.0003 | 33.33% | 66.67% | 0.00% | -33.33%
CurrentStateAge | MixedStructure+Age3 | Unresolved | 22 | -0.0001 | -0.0001 | 45.45% | 54.55% | 0.00% | -9.09%
CurrentStateAge | NeutralProcessing+Age1 | Ambiguous | 958 | -0.0000 | 0.0000 | 45.20% | 49.48% | 5.32% | -4.28%
CurrentStateAge | NeutralProcessing+Age1 | Clear | 73 | -0.0001 | -0.0001 | 38.36% | 52.05% | 9.59% | -13.70%
CurrentStateAge | NeutralProcessing+Age1 | Moderate | 216 | 0.0000 | 0.0000 | 48.61% | 43.98% | 7.41% | 4.63%
CurrentStateAge | NeutralProcessing+Age1 | Unresolved | 1043 | -0.0000 | 0.0000 | 46.50% | 48.80% | 4.70% | -2.30%
CurrentStateAge | NeutralProcessing+Age11-20 | Ambiguous | 204 | -0.0001 | -0.0000 | 42.65% | 50.98% | 6.37% | -8.33%
CurrentStateAge | NeutralProcessing+Age11-20 | Clear | 55 | 0.0000 | 0.0000 | 45.45% | 41.82% | 12.73% | 3.64%
CurrentStateAge | NeutralProcessing+Age11-20 | Moderate | 87 | 0.0001 | 0.0000 | 47.13% | 41.38% | 11.49% | 5.75%
CurrentStateAge | NeutralProcessing+Age11-20 | Unresolved | 29 | -0.0000 | -0.0000 | 44.83% | 51.72% | 3.45% | -6.90%
CurrentStateAge | NeutralProcessing+Age2 | Ambiguous | 565 | 0.0000 | 0.0000 | 48.85% | 47.79% | 3.36% | 1.06%
CurrentStateAge | NeutralProcessing+Age2 | Clear | 2 | -0.0001 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | NeutralProcessing+Age2 | Moderate | 183 | 0.0001 | 0.0000 | 50.82% | 43.17% | 6.01% | 7.65%
CurrentStateAge | NeutralProcessing+Age2 | Unresolved | 773 | -0.0000 | 0.0000 | 47.87% | 48.38% | 3.75% | -0.52%
CurrentStateAge | NeutralProcessing+Age21+ | Ambiguous | 5 | -0.0001 | 0.0001 | 60.00% | 40.00% | 0.00% | 20.00%
CurrentStateAge | NeutralProcessing+Age21+ | Clear | 28 | -0.0000 | 0.0000 | 46.43% | 46.43% | 7.14% | 0.00%
CurrentStateAge | NeutralProcessing+Age21+ | Moderate | 2 | 0.0000 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | NeutralProcessing+Age21+ | Unresolved | 1 | 0.0000 | 0.0000 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | NeutralProcessing+Age3 | Ambiguous | 183 | -0.0000 | 0.0000 | 48.63% | 45.36% | 6.01% | 3.28%
CurrentStateAge | NeutralProcessing+Age3 | Clear | 160 | 0.0000 | 0.0000 | 43.12% | 48.75% | 8.12% | -5.62%
CurrentStateAge | NeutralProcessing+Age3 | Moderate | 429 | -0.0000 | 0.0000 | 46.39% | 46.39% | 7.23% | 0.00%
CurrentStateAge | NeutralProcessing+Age3 | Unresolved | 88 | 0.0000 | 0.0000 | 48.86% | 44.32% | 6.82% | 4.55%
CurrentStateAge | NeutralProcessing+Age4 | Ambiguous | 329 | -0.0000 | 0.0000 | 47.72% | 47.72% | 4.56% | 0.00%
CurrentStateAge | NeutralProcessing+Age4 | Clear | 59 | 0.0000 | 0.0000 | 42.37% | 45.76% | 11.86% | -3.39%
CurrentStateAge | NeutralProcessing+Age4 | Moderate | 37 | -0.0002 | -0.0001 | 35.14% | 62.16% | 2.70% | -27.03%
CurrentStateAge | NeutralProcessing+Age4 | Unresolved | 151 | -0.0001 | -0.0001 | 39.07% | 52.98% | 7.95% | -13.91%
CurrentStateAge | NeutralProcessing+Age5 | Ambiguous | 206 | -0.0000 | 0.0000 | 50.00% | 42.72% | 7.28% | 7.28%
CurrentStateAge | NeutralProcessing+Age5 | Clear | 69 | 0.0001 | 0.0001 | 53.62% | 42.03% | 4.35% | 11.59%
CurrentStateAge | NeutralProcessing+Age5 | Moderate | 103 | 0.0000 | 0.0000 | 48.54% | 44.66% | 6.80% | 3.88%
CurrentStateAge | NeutralProcessing+Age5 | Unresolved | 175 | -0.0000 | -0.0000 | 42.86% | 50.86% | 6.29% | -8.00%
CurrentStateAge | NeutralProcessing+Age6-10 | Ambiguous | 506 | -0.0000 | 0.0000 | 47.04% | 49.01% | 3.95% | -1.98%
CurrentStateAge | NeutralProcessing+Age6-10 | Clear | 83 | 0.0000 | -0.0000 | 42.17% | 51.81% | 6.02% | -9.64%
CurrentStateAge | NeutralProcessing+Age6-10 | Moderate | 158 | -0.0000 | -0.0000 | 46.20% | 50.63% | 3.16% | -4.43%
CurrentStateAge | NeutralProcessing+Age6-10 | Unresolved | 579 | 0.0000 | 0.0000 | 48.01% | 48.01% | 3.97% | 0.00%
CurrentStateAge | ReassertionProcessing+Age1 | Ambiguous | 25 | 0.0002 | 0.0000 | 52.00% | 32.00% | 16.00% | 20.00%
CurrentStateAge | ReassertionProcessing+Age1 | Moderate | 2 | -0.0002 | -0.0002 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | ReassertionProcessing+Age1 | Unresolved | 51 | 0.0001 | 0.0000 | 49.02% | 45.10% | 5.88% | 3.92%
CurrentStateAge | ReassertionProcessing+Age2 | Ambiguous | 7 | 0.0000 | 0.0003 | 57.14% | 42.86% | 0.00% | 14.29%
CurrentStateAge | ReassertionProcessing+Age2 | Moderate | 9 | 0.0002 | 0.0002 | 55.56% | 44.44% | 0.00% | 11.11%
CurrentStateAge | ReassertionProcessing+Age2 | Unresolved | 24 | 0.0000 | 0.0001 | 58.33% | 37.50% | 4.17% | 20.83%
CurrentStateAge | ReassertionProcessing+Age3 | Moderate | 1 | 0.0007 | 0.0007 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | ReassertionProcessing+Age3 | Unresolved | 4 | -0.0001 | -0.0001 | 25.00% | 75.00% | 0.00% | -50.00%
CurrentStateAge | RecoveryResolution+Age1 | Ambiguous | 17 | -0.0002 | -0.0000 | 47.06% | 52.94% | 0.00% | -5.88%
CurrentStateAge | RecoveryResolution+Age1 | Clear | 1 | 0.0006 | 0.0006 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | RecoveryResolution+Age1 | Moderate | 40 | -0.0000 | -0.0001 | 37.50% | 57.50% | 5.00% | -20.00%
CurrentStateAge | RecoveryResolution+Age1 | Unresolved | 65 | 0.0000 | 0.0000 | 44.62% | 49.23% | 6.15% | -4.62%
PreviousDistinctContext | CompressionProcessing->DecayToNeutral+Age1 | Unresolved | 1 | -0.0004 | -0.0004 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->DestructiveRotation+Age1 | Ambiguous | 24 | 0.0002 | 0.0000 | 50.00% | 37.50% | 12.50% | 12.50%
PreviousDistinctContext | CompressionProcessing->DestructiveRotation+Age1 | Clear | 2 | 0.0005 | 0.0005 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | CompressionProcessing->DestructiveRotation+Age1 | Moderate | 13 | 0.0000 | 0.0001 | 61.54% | 38.46% | 0.00% | 23.08%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age1 | Ambiguous | 292 | 0.0000 | 0.0000 | 50.34% | 44.52% | 5.14% | 5.82%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age1 | Moderate | 130 | -0.0000 | 0.0000 | 48.46% | 47.69% | 3.85% | 0.77%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age2 | Unresolved | 2 | 0.0002 | 0.0002 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age3 | Ambiguous | 2 | 0.0006 | 0.0006 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age3 | Unresolved | 9 | -0.0004 | -0.0001 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age4 | Ambiguous | 30 | -0.0000 | -0.0001 | 36.67% | 60.00% | 3.33% | -23.33%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age4 | Moderate | 20 | -0.0002 | -0.0002 | 35.00% | 65.00% | 0.00% | -30.00%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age5 | Ambiguous | 13 | 0.0002 | 0.0001 | 53.85% | 30.77% | 15.38% | 23.08%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age5 | Unresolved | 2 | -0.0010 | -0.0010 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->MixedStructure+Age1 | Unresolved | 17 | 0.0000 | 0.0000 | 52.94% | 47.06% | 0.00% | 5.88%
PreviousDistinctContext | CompressionProcessing->MixedStructure+Age2 | Unresolved | 1 | -0.0007 | -0.0007 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age1 | Ambiguous | 159 | -0.0001 | -0.0000 | 37.11% | 52.83% | 10.06% | -15.72%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age1 | Moderate | 41 | 0.0000 | -0.0001 | 41.46% | 53.66% | 4.88% | -12.20%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age1 | Unresolved | 889 | 0.0000 | 0.0000 | 48.59% | 46.23% | 5.17% | 2.36%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age11-20 | Ambiguous | 144 | 0.0000 | 0.0000 | 49.31% | 47.22% | 3.47% | 2.08%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age11-20 | Clear | 1 | -0.0001 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age11-20 | Moderate | 43 | 0.0000 | 0.0000 | 44.19% | 44.19% | 11.63% | 0.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age11-20 | Unresolved | 66 | 0.0000 | 0.0000 | 46.97% | 43.94% | 9.09% | 3.03%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age2 | Ambiguous | 115 | -0.0001 | -0.0001 | 38.26% | 53.04% | 8.70% | -14.78%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age2 | Unresolved | 457 | -0.0001 | -0.0000 | 44.20% | 51.64% | 4.16% | -7.44%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | Ambiguous | 12 | 0.0001 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age21+ | Unresolved | 10 | 0.0000 | 0.0000 | 50.00% | 40.00% | 10.00% | 10.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age3 | Ambiguous | 316 | 0.0001 | 0.0000 | 52.85% | 41.77% | 5.38% | 11.08%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age3 | Moderate | 2 | -0.0001 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age3 | Unresolved | 34 | 0.0001 | 0.0000 | 52.94% | 44.12% | 2.94% | 8.82%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age4 | Ambiguous | 12 | -0.0003 | -0.0002 | 8.33% | 91.67% | 0.00% | -83.33%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age4 | Unresolved | 27 | 0.0001 | 0.0000 | 55.56% | 37.04% | 7.41% | 18.52%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age5 | Ambiguous | 73 | 0.0000 | -0.0001 | 42.47% | 52.05% | 5.48% | -9.59%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age5 | Clear | 1 | 0.0005 | 0.0005 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age5 | Moderate | 29 | -0.0001 | -0.0001 | 37.93% | 58.62% | 3.45% | -20.69%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age5 | Unresolved | 108 | -0.0001 | -0.0000 | 42.59% | 50.93% | 6.48% | -8.33%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Ambiguous | 74 | -0.0001 | -0.0001 | 39.19% | 55.41% | 5.41% | -16.22%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Clear | 3 | 0.0001 | 0.0002 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Moderate | 8 | 0.0000 | 0.0001 | 62.50% | 37.50% | 0.00% | 25.00%
