DataScope,Breakdown,ValidationMode,Regime,Instrument,Cohort,Field,Count,AvailableCount,Mean,Median,Std,Q25,Q75,PositiveFraction
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,SignedVolume,547,547,13.945155393053016,0.0,2391.16769425348,-178.5,231.5,0.4844606946983547
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,UpVolume,547,547,496.49360146252286,0.0,1665.6227100762108,0.0,231.5,0.4844606946983547
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,DownVolume,547,547,482.54844606946983,0.0,1569.503713741135,0.0,178.5,0.4186471663619744
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,FlatVolume,547,547,47.08043875685558,0.0,358.227802317074,0.0,0.0,0.09689213893967093
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,UpDownVolumeDelta,547,547,13.945155393053016,0.0,2391.16769425348,-178.5,231.5,0.4844606946983547
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,Volume,45,45,16074.266666666666,13510.0,13998.725465360962,5390.0,22170.0,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,VolumeSMA,45,45,15319.45777777778,14854.7,7601.140489179565,9351.4,20930.2,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,RelativeVolume,45,45,1.0913929980222221,0.8696080069,1.0170587114091691,0.5828225006,1.0931761939,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,VolumeZScore,45,45,-0.038252970651111134,-0.1410097174,1.067853611537169,-0.6914677102,0.2768811837,0.37777777777777777
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,SignedVolume,45,45,48.422222222222224,-442.0,21402.194882650463,-11310.0,13510.0,0.4444444444444444
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,UpVolume,45,45,7929.622222222222,0.0,14175.55341278025,0.0,13510.0,0.4444444444444444
