Instrument,HorizonBars,ResolvedArchetype,DominantPressure,WalkForwardSplitMode,Count_Train,MeanSignedReturn_Train,MedianSignedReturn_Train,StdSignedReturn_Train,DirectionalHitRate_Train,MeanDirectionalMFE_Train,MeanDirectionalMAE_Train,Count_Validation,MeanSignedReturn_Validation,MedianSignedReturn_Validation,StdSignedReturn_Validation,DirectionalHitRate_Validation,MeanDirectionalMFE_Validation,MeanDirectionalMAE_Validation,Supported,ReturnSignAgreement,HitRateDelta,ReturnDelta,ValidationRetainsPositiveEdge,ValidationFlipsNegative,TrainTStat,ValidationTStat,GeneralizationClass
NQ,10,Pure Unresolved Compression Equilibrium,RotationalPressure,BarIndexFallback,113,-0.3315300736840268,-0.0927152317880794,1.9806757964774118,0.48672566371681414,1.6821317573355983,-1.6571059609200416,80,0.07025742514927585,0.0584581906392694,2.3672706961113117,0.5,1.8139421079043767,-1.5898730920139996,True,False,0.013274336283185861,0.40178749883330267,False,False,-1.7792982732639044,0.2654540164180651,FailedNegative
NQ,10,Sponsor Exhaustion Collapse,CompressionPressure,BarIndexFallback,69,-0.4724906407872627,-0.3983739837398373,1.8796739558868938,0.4057971014492754,1.3721511417684618,-1.9592303746437834,75,-0.3066981917258536,-0.4740843123704215,2.3020257187017847,0.44,1.8522490925257955,-1.8568379389507657,True,True,0.034202898550724614,0.1657924490614091,False,False,-2.088022776225079,-1.1538030317016963,WeakNegative
NQ,10,Sponsor Exhaustion Collapse,RotationalPressure,BarIndexFallback,733,-0.1855175197419641,-0.146788990825688,2.2616708787219073,0.461118690313779,1.6968954382101062,-1.8273417809743524,478,0.027689287083654025,-0.05989529247179515,2.3101358176721463,0.48535564853556484,1.7198671996629789,-1.7482935165416145,True,False,0.024236958221785843,0.21320680682561813,False,False,-2.2207900892181778,0.2620524405269573,FailedNegative
NQ,10,Stable Compression Basin,CompressionPressure,BarIndexFallback,1166,-0.0814286434970781,0.01601526113641865,2.5290107089723652,0.5004240882103478,1.7858423816673148,-1.8255835874509392,758,0.0902750488844242,0.1021925000886933,2.0696627132378826,0.5263852242744064,1.9034242576802143,-1.6163543540129452,True,False,0.025961136064058588,0.1717036923815023,False,False,-1.0994508184168106,1.2008887035319031,FailedNegative
NQ,10,Stable Compression Basin,RotationalPressure,BarIndexFallback,353,-0.14922734362295673,-0.1958041958041958,2.305445797051727,0.45892351274787535,1.6620657524216782,-1.9244730052799544,234,0.3144242408476094,0.21407806096834825,2.1339248605555174,0.5641025641025641,1.9445319302521042,-1.6000895429091417,True,False,0.10517905135468875,0.4636515844705661,False,False,-1.2161323603637995,2.2539528489459393,FailedNegative
NQ,10,Unstable Rotational Balance,RotationalPressure,BarIndexFallback,670,-0.12188218985231816,-0.1439756526226516,3.0558789014653738,0.48955223880597015,1.965206737626254,-1.9898010190056836,451,0.05816255772774469,0.2495948136142625,2.099429592760256,0.5476718403547672,1.8248069406139207,-1.6596985979383898,True,False,0.058119601548797084,0.18004474758006284,False,False,-1.032384581789743,0.5883428134655151,FailedNegative
NQ,20,Directional Continuation / Sponsor Release,DirectionalReleasePressure,BarIndexFallback,224,0.009515581207912852,0.1185930512555899,3.3516143066831146,0.5267857142857143,2.6048770483097994,-2.358521532137188,128,-0.6950582764607458,-1.0758578508910683,4.160075209773609,0.40625,2.252676525244525,-3.0088184901203983,True,False,-0.1205357142857143,-0.7045738576686587,False,True,0.04249181613175479,-1.8902751352208318,FailedPositive
NQ,20,Directional Continuation / Sponsor Release,RotationalPressure,BarIndexFallback,138,0.47492252277244723,0.5439250225835592,3.1984255140127065,0.5652173913043478,2.876011906664117,-2.3269660494871034,102,-0.29722280728663836,0.18885408269031434,2.8808368061128196,0.5294117647058824,2.519134858147824,-2.717188359035172,True,False,-0.03580562659846542,-0.7721453300590856,False,True,1.7443196295605432,-1.0419900230432169,FailedPositive
NQ,20,Pure Unresolved Compression Equilibrium,CompressionPressure,BarIndexFallback,2279,0.17143661389853948,0.1874163319946452,3.8777886178643257,0.5350877192982456,2.773603061849447,-2.5829939501779657,1512,-0.03570070352721196,-0.026328605259176102,3.570412847450316,0.49404761904761907,2.6047325877041496,-2.648630890654008,True,False,-0.04104010025062654,-0.20713731742575145,False,True,2.110530395898885,-0.38880714168808495,FailedPositive
NQ,20,Pure Unresolved Compression Equilibrium,RotationalPressure,BarIndexFallback,113,-0.39057836326584355,-0.0900735294117647,3.697973308890136,0.4778761061946903,2.375577338120274,-2.640137736617147,80,-0.21691708663941617,-0.2938928849589957,3.2609049553661658,0.45,2.544365955606451,-2.7032344408753883,True,True,-0.027876106194690276,0.17366127662642739,False,False,-1.1227514657376643,-0.5949776002011452,NegativeButWeak
NQ,20,Sponsor Exhaustion Collapse,CompressionPressure,BarIndexFallback,69,-0.4168449083482269,-0.3071593533487298,2.3908736451197554,0.463768115942029,1.9994074649747822,-2.7535409460436373,75,-0.33654653833837717,0.025735294117647,3.402958578931648,0.5066666666666667,2.5674449704966933,-2.7230057962302854,True,True,0.04289855072463772,0.08029837000984974,False,False,-1.4482462801365834,-0.8564836891087014,NegativeButWeak
NQ,20,Sponsor Exhaustion Collapse,RotationalPressure,BarIndexFallback,733,-0.18805973329126371,-0.1434846266471449,3.2193636892658377,0.47885402455661663,2.453211622795782,-2.6615937739107967,478,-0.06729428545965249,-0.0890823211875843,3.296837624938695,0.4916317991631799,2.5247585174441998,-2.603355569045646,True,True,0.012777774606563264,0.12076544783161122,False,False,-1.581531191971833,-0.4462667977062192,NegativeButWeak
NQ,20,Stable Compression Basin,CompressionPressure,BarIndexFallback,1166,-0.028717556848656213,0.08450354445254304,3.8552638155228545,0.5114503816793893,2.738926987207737,-2.7474248831006167,758,0.18667584082288474,0.06208875389743031,3.281315843229742,0.5105540897097626,2.8154624713752416,-2.4164036352002,True,False,-0.0008962919696267058,0.21539339767154095,False,False,-0.25435639583687075,1.5662990464225068,FailedNegative
NQ,20,Stable Compression Basin,RotationalPressure,BarIndexFallback,353,-0.17679260503341546,0.1603053435114504,3.454518325819082,0.5155807365439093,2.4714423122735765,-2.7399245203481604,234,0.12334491367526619,0.0849268499969647,3.148679606778571,0.5128205128205128,2.7612137629495432,-2.425594634250548,True,False,-0.002760223723396571,0.30013751870868166,False,False,-0.961532453276165,0.5992398722105005,FailedNegative
NQ,20,Unstable Rotational Balance,RotationalPressure,BarIndexFallback,670,-0.029746422534936746,0.11825099262155855,3.910674753427019,0.5164179104477612,3.052887797912003,-2.9247650052702934,451,-0.030507909781650612,-0.0164319248826291,3.055149381908566,0.49223946784922396,2.5500388819835953,-2.461947474772474,True,True,-0.024178442598537242,-0.0007614872467138663,False,False,-0.19688854352256957,-0.2120646472196669,NegativeButWeak
