APVA Process Graph Study v0.1
============================================================================================
Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Node count: 35
Edge count: 157

1. Directed Graph Summary
SourceNode | DestinationNode | TransitionCount | TransitionProbability
Cycle | DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 3 | -0.8167 | -0.2800 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 2 | -0.0750 | -0.0750 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 26 | -0.3427 | -0.1950 | 26.92% | 73.08% | 0.00% | -46.15%
Cycle | DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 2 | 0.1650 | 0.1650 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 3 | 0.4500 | 0.6100 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 3 | -0.1333 | -0.1300 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> DecayToNeutral_Age1 | 6 | 0.7367 | 0.9550 | 83.33% | 16.67% | 0.00% | 66.67%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 23 | -0.3400 | -0.1700 | 43.48% | 56.52% | 0.00% | -13.04%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 2 | -0.7900 | -0.7900 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 3 | 0.6000 | 0.4600 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> DecayToNeutral_Age1 | 2 | -0.3100 | -0.3100 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 5 | -0.0180 | 0.0000 | 40.00% | 40.00% | 20.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 5 | 0.0800 | 0.0700 | 60.00% | 40.00% | 0.00% | 20.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 3 | -0.1467 | 0.2200 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 3 | -0.0567 | 0.0400 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 2 | 0.0700 | 0.0700 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 2 | -0.5300 | -0.5300 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 2 | -0.1300 | -0.1300 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 9 | -0.5544 | -0.2500 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> DestructiveRotation_Age1 | 5 | -0.0060 | -0.0600 | 40.00% | 60.00% | 0.00% | -20.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 2 | -0.0100 | -0.0100 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 | 2 | -0.1700 | -0.1700 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 2 | 0.6000 | 0.6000 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 4 | -0.2350 | -0.1500 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 | 9 | -0.4033 | -0.2200 | 11.11% | 88.89% | 0.00% | -77.78%
Cycle | DestructiveRotation_Age1 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 3 | -0.3533 | -0.1900 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DestructiveRotation_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> DestructiveRotation_Age1 | 4 | -0.0750 | 0.0350 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 6 | -0.0267 | 0.0300 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> ExhaustionPersistence_Age1 | 4 | -0.2875 | -0.6650 | 25.00% | 75.00% | 0.00% | -50.00%
Cycle | ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 | 4 | 0.7825 | 0.9250 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 2 | 0.4200 | 0.4200 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 | 2 | 1.4350 | 1.4350 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 | 2 | 0.0700 | 0.0700 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ExhaustionPersistence_Age1 | 2 | -0.3350 | -0.3350 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> ExhaustionPersistence_Age1 | 2 | -3.1050 | -3.1050 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 3 | -0.7600 | -0.4000 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | MixedStructure_Age1 -> MixedStructure_Age2 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 6 | 0.0350 | 0.4300 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | MixedStructure_Age1 -> MixedStructure_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 | 2 | -0.5100 | -0.5100 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 37 | 0.1086 | 0.0500 | 51.35% | 48.65% | 0.00% | 2.70%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 | 83 | -0.0947 | -0.0300 | 46.99% | 53.01% | 0.00% | -6.02%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 | 26 | 0.0381 | 0.0950 | 57.69% | 42.31% | 0.00% | 15.38%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 | 2 | -0.2600 | -0.2600 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 | 9 | 0.3489 | 0.4400 | 88.89% | 11.11% | 0.00% | 77.78%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 | 2 | -0.3300 | -0.3300 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 7 | 0.0914 | 0.1000 | 57.14% | 42.86% | 0.00% | 14.29%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 7 | -0.2043 | -0.2000 | 14.29% | 85.71% | 0.00% | -71.43%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 2 | -0.1150 | -0.1150 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 11 | -0.2182 | -0.3000 | 45.45% | 54.55% | 0.00% | -9.09%
Cycle | MixedStructure_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 32 | 0.0959 | 0.1050 | 53.12% | 46.88% | 0.00% | 6.25%
Cycle | MixedStructure_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 18 | 0.1122 | 0.1600 | 61.11% | 38.89% | 0.00% | 22.22%
Cycle | MixedStructure_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 | 2 | -0.2100 | -0.2100 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | MixedStructure_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 | 7 | 0.1186 | 0.1800 | 85.71% | 14.29% | 0.00% | 71.43%
Cycle | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 9 | -0.0222 | 0.0700 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 9 | -0.0600 | -0.1200 | 44.44% | 55.56% | 0.00% | -11.11%
Cycle | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 3 | -0.2000 | -0.4800 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 23 | -0.1561 | -0.0700 | 39.13% | 60.87% | 0.00% | -21.74%
Cycle | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> NeutralProcessing_Age1 | 8 | -0.2038 | -0.2250 | 12.50% | 87.50% | 0.00% | -75.00%
Cycle | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 34 | -0.0029 | 0.0900 | 55.88% | 44.12% | 0.00% | 11.76%
Cycle | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> NeutralProcessing_Age1 | 11 | 0.2209 | 0.0900 | 54.55% | 36.36% | 9.09% | 18.18%
Cycle | NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 31 | 0.0039 | -0.0900 | 38.71% | 61.29% | 0.00% | -22.58%
Cycle | NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> NeutralProcessing_Age1 | 9 | 0.2567 | 0.2200 | 66.67% | 33.33% | 0.00% | 33.33%

11. Graph Recommendation
Instrument-only diagnostic: FullAgeBucketGraph
ProbabilityMassRetention=78.82%; MeanEntropyIncrease=21.65%; ValidInstrumentCount=1.
The aggregate report applies the required cross-instrument rule.

12. Low-DoF Audit
Variables used:
StructuralState
AgeBucket

No Context
No Arbitration
No Persistence
No Phase
No Optimization
No Fitting
No Machine Learning
No Forward Returns used in graph construction

13. Mechanical Research Notes
- Every node is StructuralState + AgeBucket.
- Every edge is an observed adjacent node transition.
- Dominant chains and recurring observed simple cycles are constructed without forward price outcomes.
- Outcome diagnostics remain separate from graph construction and recommendation.
