APVA Process Graph Study v0.1
============================================================================================
Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Node count: 35
Edge count: 157

1. Directed Graph Summary
SourceNode | DestinationNode | TransitionCount | TransitionProbability
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 4 | MediumCycle | 0.07% | 2
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 5 | MediumCycle | 0.07% | 2
ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 3 | MediumCycle | 0.07% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 8 | LongCycle | 0.06% | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 8 | LongCycle | 0.06% | 2
ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 | 5 | MediumCycle | 0.05% | 4
DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 4 | MediumCycle | 0.05% | 3
CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 4 | MediumCycle | 0.04% | 3
CompressionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 4 | MediumCycle | 0.04% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> CompressionProcessing_Age1 | 7 | LongCycle | 0.03% | 2
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 6 | LongCycle | 0.03% | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 | 9 | LongCycle | 0.03% | 6
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> DecayToNeutral_Age1 | 8 | LongCycle | 0.03% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 6 | LongCycle | 0.02% | 2
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 | 7 | LongCycle | 0.02% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 10 | LongCycle | 0.01% | 2
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 7 | LongCycle | 0.01% | 4
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 6 | LongCycle | 0.01% | 2
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ExhaustionPersistence_Age1 | 9 | LongCycle | 0.01% | 2
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 7 | LongCycle | 0.01% | 2
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> CompressionProcessing_Age1 | 5 | MediumCycle | 0.01% | 4
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 5 | MediumCycle | 0.01% | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 8 | LongCycle | 0.01% | 7
ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 12 | LongCycle | 0.01% | 6
DestructiveRotation_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> DestructiveRotation_Age1 | 4 | MediumCycle | 0.01% | 4
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 8 | LongCycle | 0.01% | 2
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 | 7 | LongCycle | 0.00% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 8 | LongCycle | 0.00% | 4
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> DecayToNeutral_Age1 | 8 | LongCycle | 0.00% | 6
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 9 | LongCycle | 0.00% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 12 | LongCycle | 0.00% | 5
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 10 | LongCycle | 0.00% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> CompressionProcessing_Age1 | 7 | LongCycle | 0.00% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 8 | LongCycle | 0.00% | 2
CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 10 | LongCycle | 0.00% | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 12 | LongCycle | 0.00% | 2

5. Terminal Structures
Node | PersistenceProbability | TransitionPressure | Entropy | TerminalScore
MixedStructure_Age1 | 0.00% | 100.00% | 1.7186 | 1.7186
MixedStructure_Age2 | 0.00% | 100.00% | 1.6485 | 1.6485
DestructiveRotation_Age2 | 0.00% | 100.00% | 1.6326 | 1.6326
DestructiveRotation_Age1 | 0.00% | 100.00% | 1.6276 | 1.6276
ExhaustionPersistence_Age1 | 0.00% | 100.00% | 1.5473 | 1.5473
ExhaustionPersistence_Age5 | 0.00% | 100.00% | 1.4942 | 1.4942
ExhaustionPersistence_Age4 | 0.00% | 100.00% | 1.4402 | 1.4402
ReassertionProcessing_Age1 | 0.00% | 100.00% | 1.3656 | 1.3656
CompressionProcessing_Age5 | 0.00% | 100.00% | 1.3522 | 1.3522
CompressionProcessing_Age2 | 0.00% | 100.00% | 1.2870 | 1.2870
NeutralProcessing_Age1 | 0.00% | 100.00% | 1.2605 | 1.2605
CompressionProcessing_Age4 | 0.00% | 100.00% | 1.2438 | 1.2438
CompressionProcessing_Age3 | 0.00% | 100.00% | 1.2311 | 1.2311
NeutralProcessing_Age2 | 0.00% | 100.00% | 1.2109 | 1.2109
CompressionProcessing_Age1 | 0.00% | 100.00% | 1.1569 | 1.1569
ConstructiveEmergence_Age1 | 0.00% | 100.00% | 1.0776 | 1.0776
MixedStructure_Age3 | 0.00% | 100.00% | 1.0549 | 1.0549
CompressionProcessing_Age6-10 | 16.67% | 83.33% | 1.2425 | 1.0354
DecayToNeutral_Age1 | 0.00% | 100.00% | 1.0086 | 1.0086
RecoveryResolution_Age3 | 0.00% | 100.00% | 1.0085 | 1.0085
RecoveryResolution_Age1 | 0.00% | 100.00% | 0.9542 | 0.9542
ReassertionProcessing_Age2 | 0.00% | 100.00% | 0.9081 | 0.9081
NeutralProcessing_Age3 | 0.00% | 100.00% | 0.7992 | 0.7992
NeutralProcessing_Age5 | 0.00% | 100.00% | 0.7551 | 0.7551
ExhaustionPersistence_Age2 | 0.00% | 100.00% | 0.7337 | 0.7337
RecoveryResolution_Age2 | 0.00% | 100.00% | 0.6017 | 0.6017
ExhaustionPersistence_Age3 | 0.00% | 100.00% | 0.5489 | 0.5489
NeutralProcessing_Age4 | 0.00% | 100.00% | 0.4644 | 0.4644
NeutralProcessing_Age6-10 | 63.94% | 36.06% | 1.1917 | 0.4297
NeutralProcessing_Age11-20 | 63.33% | 36.67% | 1.1205 | 0.4108
ExhaustionPersistence_Age6-10 | 66.67% | 33.33% | 0.6365 | 0.2122
MixedStructure_Age4 | 0.00% | 100.00% | -0.0000 | -0.0000
RecoveryResolution_Age4 | 0.00% | 100.00% | -0.0000 | -0.0000
DestructiveRotation_Age3 | 0.00% | 100.00% | -0.0000 | -0.0000
ReassertionProcessing_Age3 | 0.00% | 100.00% | -0.0000 | -0.0000

6. Structural Attractors
Node | InboundProbability | OutboundProbability | NetFlow | AttractorScore
NeutralProcessing_Age1 | 7.4245 | 1.0000 | 6.4245 | 6.4245
CompressionProcessing_Age1 | 3.9785 | 1.0000 | 2.9785 | 2.9785
MixedStructure_Age1 | 2.2061 | 1.0000 | 1.2061 | 1.2061
DestructiveRotation_Age1 | 2.1616 | 1.0000 | 1.1616 | 1.1616
DecayToNeutral_Age1 | 1.9088 | 1.0000 | 0.9088 | 0.9088
ExhaustionPersistence_Age1 | 1.5502 | 1.0000 | 0.5502 | 0.5502
RecoveryResolution_Age1 | 1.5367 | 1.0000 | 0.5367 | 0.5367
NeutralProcessing_Age6-10 | 1.4289 | 1.0000 | 0.4289 | 0.4289
ReassertionProcessing_Age1 | 0.9164 | 1.0000 | -0.0836 | -0.0836
NeutralProcessing_Age5 | 0.8962 | 1.0000 | -0.1038 | -0.1038
ExhaustionPersistence_Age6-10 | 0.7917 | 1.0000 | -0.2083 | -0.2083
ExhaustionPersistence_Age4 | 0.7619 | 1.0000 | -0.2381 | -0.2381
NeutralProcessing_Age4 | 0.7571 | 1.0000 | -0.2429 | -0.2429
RecoveryResolution_Age3 | 0.7105 | 1.0000 | -0.2895 | -0.2895
NeutralProcessing_Age11-20 | 0.6862 | 1.0000 | -0.3138 | -0.3138
ExhaustionPersistence_Age3 | 0.6774 | 1.0000 | -0.3226 | -0.3226
CompressionProcessing_Age6-10 | 0.5833 | 1.0000 | -0.4167 | -0.4167
NeutralProcessing_Age2 | 0.5685 | 1.0000 | -0.4315 | -0.4315
NeutralProcessing_Age3 | 0.5534 | 1.0000 | -0.4466 | -0.4466
CompressionProcessing_Age5 | 0.5455 | 1.0000 | -0.4545 | -0.4545
CompressionProcessing_Age4 | 0.5366 | 1.0000 | -0.4634 | -0.4634
CompressionProcessing_Age2 | 0.5198 | 1.0000 | -0.4802 | -0.4802
ExhaustionPersistence_Age5 | 0.5000 | 1.0000 | -0.5000 | -0.5000
ConstructiveEmergence_Age1 | 0.4472 | 1.0000 | -0.5528 | -0.5528
CompressionProcessing_Age3 | 0.4457 | 1.0000 | -0.5543 | -0.5543
RecoveryResolution_Age2 | 0.4043 | 1.0000 | -0.5957 | -0.5957
MixedStructure_Age4 | 0.4000 | 1.0000 | -0.6000 | -0.6000
ExhaustionPersistence_Age2 | 0.3196 | 1.0000 | -0.6804 | -0.6804
ReassertionProcessing_Age2 | 0.1839 | 1.0000 | -0.8161 | -0.8161
MixedStructure_Age3 | 0.1786 | 1.0000 | -0.8214 | -0.8214
DestructiveRotation_Age2 | 0.1690 | 1.0000 | -0.8310 | -0.8310
MixedStructure_Age2 | 0.1004 | 1.0000 | -0.8996 | -0.8996
DestructiveRotation_Age3 | 0.0833 | 1.0000 | -0.9167 | -0.9167
RecoveryResolution_Age4 | 0.0370 | 1.0000 | -0.9630 | -0.9630
ReassertionProcessing_Age3 | 0.0312 | 1.0000 | -0.9688 | -0.9688

7. Structural Hubs
Node | DistinctInboundCount | DistinctOutboundCount | TotalDegree | HubScore
NeutralProcessing_Age1 | 24 | 6 | 30 | 30
CompressionProcessing_Age1 | 20 | 5 | 25 | 25
MixedStructure_Age1 | 16 | 9 | 25 | 25
DestructiveRotation_Age1 | 12 | 8 | 20 | 20
ExhaustionPersistence_Age1 | 14 | 6 | 20 | 20
ReassertionProcessing_Age1 | 11 | 6 | 17 | 17
RecoveryResolution_Age1 | 13 | 3 | 16 | 16
DecayToNeutral_Age1 | 10 | 5 | 15 | 15
ConstructiveEmergence_Age1 | 7 | 3 | 10 | 10
NeutralProcessing_Age6-10 | 2 | 8 | 10 | 10
CompressionProcessing_Age2 | 1 | 7 | 8 | 8
CompressionProcessing_Age3 | 1 | 6 | 7 | 7
DestructiveRotation_Age2 | 1 | 6 | 7 | 7
ExhaustionPersistence_Age4 | 1 | 6 | 7 | 7
MixedStructure_Age2 | 1 | 6 | 7 | 7
NeutralProcessing_Age11-20 | 2 | 5 | 7 | 7
CompressionProcessing_Age4 | 1 | 5 | 6 | 6
CompressionProcessing_Age5 | 1 | 5 | 6 | 6
CompressionProcessing_Age6-10 | 2 | 4 | 6 | 6
ExhaustionPersistence_Age5 | 1 | 5 | 6 | 6
NeutralProcessing_Age2 | 1 | 5 | 6 | 6
NeutralProcessing_Age4 | 1 | 5 | 6 | 6
NeutralProcessing_Age5 | 1 | 5 | 6 | 6
NeutralProcessing_Age3 | 1 | 4 | 5 | 5
ReassertionProcessing_Age2 | 1 | 4 | 5 | 5
RecoveryResolution_Age3 | 1 | 4 | 5 | 5
ExhaustionPersistence_Age2 | 1 | 3 | 4 | 4
ExhaustionPersistence_Age6-10 | 2 | 2 | 4 | 4
MixedStructure_Age3 | 1 | 3 | 4 | 4
ExhaustionPersistence_Age3 | 1 | 2 | 3 | 3
RecoveryResolution_Age2 | 1 | 2 | 3 | 3
DestructiveRotation_Age3 | 1 | 1 | 2 | 2
MixedStructure_Age4 | 1 | 1 | 2 | 2
ReassertionProcessing_Age3 | 1 | 1 | 2 | 2
RecoveryResolution_Age4 | 1 | 1 | 2 | 2

8. Young / Middle / Late Graph
StateZoneNode | DominantDestination | DominantProbability | PersistenceProbability | Entropy | TransitionConfidence
CompressionProcessing_Late | NeutralProcessing_Young | 50.00% | 16.67% | 1.2425 | 33.33%
CompressionProcessing_Middle | CompressionProcessing_Middle | 45.33% | 45.33% | 1.5671 | 24.00%
CompressionProcessing_Young | CompressionProcessing_Young | 34.20% | 34.20% | 1.5242 | 1.12%
ConstructiveEmergence_Young | MixedStructure_Young | 41.67% | 0.00% | 1.0776 | 8.33%
DecayToNeutral_Young | NeutralProcessing_Young | 61.17% | 0.00% | 1.0086 | 35.92%
DestructiveRotation_Middle | CompressionProcessing_Young | 100.00% | 0.00% | -0.0000 | 100.00%
DestructiveRotation_Young | NeutralProcessing_Young | 32.53% | 14.46% | 1.7147 | 3.61%
ExhaustionPersistence_Late | ExhaustionPersistence_Late | 66.67% | 66.67% | 0.6365 | 33.33%
ExhaustionPersistence_Middle | ExhaustionPersistence_Middle | 53.33% | 53.33% | 1.3483 | 28.89%
ExhaustionPersistence_Young | RecoveryResolution_Young | 29.69% | 24.22% | 1.7145 | 5.47%
MixedStructure_Middle | ConstructiveEmergence_Young | 28.57% | 28.57% | 1.3518 | 0.00%
MixedStructure_Young | NeutralProcessing_Young | 39.74% | 9.12% | 1.7756 | 22.80%
NeutralProcessing_Late | NeutralProcessing_Late | 68.49% | 68.49% | 1.0235 | 53.78%
NeutralProcessing_Middle | NeutralProcessing_Middle | 58.94% | 58.94% | 1.1878 | 36.95%
NeutralProcessing_Young | NeutralProcessing_Young | 36.25% | 36.25% | 1.6153 | 16.19%
ReassertionProcessing_Middle | DestructiveRotation_Young | 100.00% | 0.00% | -0.0000 | 100.00%
ReassertionProcessing_Young | NeutralProcessing_Young | 33.98% | 15.53% | 1.4634 | 1.94%
RecoveryResolution_Middle | CompressionProcessing_Young | 64.29% | 3.57% | 0.9887 | 46.43%
RecoveryResolution_Young | CompressionProcessing_Young | 34.85% | 28.79% | 1.3429 | 6.06%

Young / Middle / Late Chains
Depth | Chain | ChainProbability | ChainSupport
2 | NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late | 46.91% | 107
2 | ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late | 44.44% | 1
2 | NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle | 34.74% | 95
2 | DestructiveRotation_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young | 34.20% | 1
2 | ReassertionProcessing_Middle -> DestructiveRotation_Young -> NeutralProcessing_Young | 32.53% | 0
2 | ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle | 28.44% | 8
2 | DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 22.17% | 30
2 | RecoveryResolution_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young | 21.99% | 12
2 | CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle | 20.55% | 12
2 | CompressionProcessing_Late -> NeutralProcessing_Young -> NeutralProcessing_Young | 18.12% | 1
2 | ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young | 16.56% | 1
2 | MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 14.40% | 80
2 | NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 13.14% | 0
2 | ReassertionProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 12.32% | 38
2 | RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 11.92% | 31
2 | MixedStructure_Middle -> ConstructiveEmergence_Young -> MixedStructure_Young | 11.90% | 2
2 | DestructiveRotation_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 11.79% | 14
2 | CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 11.70% | 0
2 | ExhaustionPersistence_Young -> RecoveryResolution_Young -> CompressionProcessing_Young | 10.35% | 0
3 | NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late | 32.12% | 70
3 | ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late | 29.63% | 0
3 | NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle | 20.48% | 0
3 | ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle | 15.17% | 0
3 | ReassertionProcessing_Middle -> DestructiveRotation_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 11.79% | 0
3 | DestructiveRotation_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 11.70% | 0
3 | CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle | 9.32% | 0
3 | DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 8.04% | 0
3 | RecoveryResolution_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 7.52% | 0
3 | CompressionProcessing_Late -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 6.57% | 0
3 | ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 6.00% | 1
3 | MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 5.22% | 0
3 | NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 4.76% | 0
3 | MixedStructure_Middle -> ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young | 4.73% | 1
3 | ReassertionProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 4.46% | 0
3 | DestructiveRotation_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 4.27% | 0
3 | RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 4.08% | 0
3 | CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 4.00% | 0
3 | ExhaustionPersistence_Young -> RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 3.54% | 0
4 | NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late | 22.00% | 47
4 | ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late | 19.75% | 0
4 | NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle | 12.07% | 0
4 | ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle | 8.09% | 0
4 | ReassertionProcessing_Middle -> DestructiveRotation_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 4.27% | 0
4 | CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle | 4.22% | 0
4 | DestructiveRotation_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 4.00% | 0
4 | DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 2.91% | 0
4 | RecoveryResolution_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 2.57% | 0
4 | CompressionProcessing_Late -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 2.38% | 0
4 | ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 2.18% | 0
4 | MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.89% | 0
4 | NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.73% | 0
4 | MixedStructure_Middle -> ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.71% | 1
4 | ReassertionProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.62% | 0
4 | DestructiveRotation_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.55% | 0
4 | RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 1.39% | 0
4 | CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 1.37% | 0
