APVA Transition Context Matrix Study v0.1
Research only. No trades, entries/exits, optimization, fitting, or machine learning.

Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Valid context observations: 2683
Structural state counts: RecoveryResolution=160, ExhaustionPersistence=176, CompressionProcessing=350, NeutralProcessing=1278, ReassertionProcessing=207, DecayToNeutral=103, DestructiveRotation=84, ConstructiveEmergence=12, MixedStructure=314
State-age counts: CompressionProcessing+Age1=177, CompressionProcessing+Age2=92, CompressionProcessing+Age3=41, CompressionProcessing+Age4=22, CompressionProcessing+Age5=12, CompressionProcessing+Age6-10=6, ConstructiveEmergence+Age1=12, DecayToNeutral+Age1=103, DestructiveRotation+Age1=71, DestructiveRotation+Age2=12, DestructiveRotation+Age3=1, ExhaustionPersistence+Age1=97, ExhaustionPersistence+Age2=31, ExhaustionPersistence+Age3=21, ExhaustionPersistence+Age4=16, ExhaustionPersistence+Age5=8, ExhaustionPersistence+Age6-10=3, MixedStructure+Age1=279, MixedStructure+Age2=28, MixedStructure+Age3=5, MixedStructure+Age4=2, NeutralProcessing+Age1=446, NeutralProcessing+Age2=253, NeutralProcessing+Age3=140, NeutralProcessing+Age4=106, NeutralProcessing+Age5=95, NeutralProcessing+Age6-10=208, NeutralProcessing+Age11-20=30, ReassertionProcessing+Age1=174, ReassertionProcessing+Age2=32, ReassertionProcessing+Age3=1, RecoveryResolution+Age1=94, RecoveryResolution+Age2=38, RecoveryResolution+Age3=27, RecoveryResolution+Age4=1

1. Baseline State+Age transition table
CurrentState | AgeBucket | Horizon | NextState | SourceCount | Count | Probability | Lift | Entropy | NormalizedEntropy
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+3 | DecayToNeutral | 14 | 2 | 14.29% | 3.7184 | 1.8469 | 0.9491
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+3 | ExhaustionPersistence | 14 | 2 | 14.29% | 2.1761 | 1.8469 | 0.9491
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+3 | MixedStructure | 14 | 1 | 7.14% | 0.6158 | 1.8469 | 0.9491
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+3 | NeutralProcessing | 14 | 2 | 14.29% | 0.2997 | 1.8469 | 0.9491
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+3 | ReassertionProcessing | 14 | 1 | 7.14% | 0.9251 | 1.8469 | 0.9491
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+3 | RecoveryResolution | 14 | 2 | 14.29% | 2.3937 | 1.8469 | 0.9491
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+5 | CompressionProcessing | 14 | 3 | 21.43% | 1.6402 | 1.4307 | 0.7985
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+5 | ConstructiveEmergence | 14 | 1 | 7.14% | 15.9464 | 1.4307 | 0.7985
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+5 | DecayToNeutral | 14 | 1 | 7.14% | 1.8578 | 1.4307 | 0.7985
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+5 | NeutralProcessing | 14 | 7 | 50.00% | 1.0489 | 1.4307 | 0.7985
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+5 | ReassertionProcessing | 14 | 1 | 7.14% | 0.9244 | 1.4307 | 0.7985
ContextPath3 | NeutralProcessing->MixedStructure->MixedStructure+Age2 | t+5 | RecoveryResolution | 14 | 1 | 7.14% | 1.1960 | 1.4307 | 0.7985
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+1 | CompressionProcessing | 75 | 1 | 1.33% | 0.1022 | 0.9913 | 0.6159
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+1 | ConstructiveEmergence | 75 | 1 | 1.33% | 2.9811 | 0.9913 | 0.6159
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+1 | MixedStructure | 75 | 15 | 20.00% | 1.7144 | 0.9913 | 0.6159
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+1 | NeutralProcessing | 75 | 48 | 64.00% | 1.3436 | 0.9913 | 0.6159
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+1 | ReassertionProcessing | 75 | 10 | 13.33% | 1.7282 | 0.9913 | 0.6159
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+2 | CompressionProcessing | 75 | 5 | 6.67% | 0.5109 | 1.5906 | 0.8878
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+2 | DecayToNeutral | 75 | 8 | 10.67% | 2.7775 | 1.5906 | 0.8878
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+2 | ExhaustionPersistence | 75 | 7 | 9.33% | 1.4223 | 1.5906 | 0.8878
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+2 | MixedStructure | 75 | 25 | 33.33% | 2.8654 | 1.5906 | 0.8878
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+2 | NeutralProcessing | 75 | 23 | 30.67% | 0.6436 | 1.5906 | 0.8878
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+2 | ReassertionProcessing | 75 | 7 | 9.33% | 1.2093 | 1.5906 | 0.8878
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+3 | CompressionProcessing | 75 | 3 | 4.00% | 0.3064 | 1.4216 | 0.6836
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+3 | DecayToNeutral | 75 | 1 | 1.33% | 0.3471 | 1.4216 | 0.6836
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+3 | DestructiveRotation | 75 | 1 | 1.33% | 0.4256 | 1.4216 | 0.6836
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+3 | ExhaustionPersistence | 75 | 3 | 4.00% | 0.6093 | 1.4216 | 0.6836
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+3 | MixedStructure | 75 | 11 | 14.67% | 1.2644 | 1.4216 | 0.6836
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+3 | NeutralProcessing | 75 | 42 | 56.00% | 1.1748 | 1.4216 | 0.6836
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+3 | ReassertionProcessing | 75 | 7 | 9.33% | 1.2088 | 1.4216 | 0.6836
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+3 | RecoveryResolution | 75 | 7 | 9.33% | 1.5639 | 1.4216 | 0.6836
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+5 | CompressionProcessing | 74 | 6 | 8.11% | 0.6206 | 1.6098 | 0.7741
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+5 | DecayToNeutral | 74 | 2 | 2.70% | 0.7030 | 1.6098 | 0.7741
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+5 | DestructiveRotation | 74 | 2 | 2.70% | 0.8620 | 1.6098 | 0.7741
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+5 | ExhaustionPersistence | 74 | 3 | 4.05% | 0.6171 | 1.6098 | 0.7741
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+5 | MixedStructure | 74 | 10 | 13.51% | 1.1678 | 1.6098 | 0.7741
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+5 | NeutralProcessing | 74 | 36 | 48.65% | 1.0206 | 1.6098 | 0.7741
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+5 | ReassertionProcessing | 74 | 6 | 8.11% | 1.0494 | 1.6098 | 0.7741
ContextPath3 | NeutralProcessing->MixedStructure->NeutralProcessing+Age1 | t+5 | RecoveryResolution | 74 | 9 | 12.16% | 2.0364 | 1.6098 | 0.7741
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+1 | CompressionProcessing | 20 | 14 | 70.00% | 5.3660 | 0.6109 | 0.8813
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+1 | NeutralProcessing | 20 | 6 | 30.00% | 0.6298 | 0.6109 | 0.8813
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+2 | CompressionProcessing | 20 | 12 | 60.00% | 4.5977 | 0.9673 | 0.6977
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+2 | ExhaustionPersistence | 20 | 1 | 5.00% | 0.7619 | 0.9673 | 0.6977
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+2 | NeutralProcessing | 20 | 6 | 30.00% | 0.6296 | 0.9673 | 0.6977
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+2 | RecoveryResolution | 20 | 1 | 5.00% | 0.8381 | 0.9673 | 0.6977
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+3 | CompressionProcessing | 20 | 13 | 65.00% | 4.9790 | 0.7910 | 0.7200
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+3 | ExhaustionPersistence | 20 | 1 | 5.00% | 0.7616 | 0.7910 | 0.7200
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+3 | NeutralProcessing | 20 | 6 | 30.00% | 0.6293 | 0.7910 | 0.7200
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+5 | CompressionProcessing | 20 | 3 | 15.00% | 1.1481 | 1.6526 | 0.8493
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+5 | DecayToNeutral | 20 | 1 | 5.00% | 1.3005 | 1.6526 | 0.8493
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+5 | DestructiveRotation | 20 | 1 | 5.00% | 1.5946 | 1.6526 | 0.8493
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+5 | ExhaustionPersistence | 20 | 2 | 10.00% | 1.5222 | 1.6526 | 0.8493
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+5 | MixedStructure | 20 | 1 | 5.00% | 0.4321 | 1.6526 | 0.8493
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+5 | NeutralProcessing | 20 | 8 | 40.00% | 0.8392 | 1.6526 | 0.8493
ContextPath3 | NeutralProcessing->MixedStructure->RecoveryResolution+Age1 | t+5 | RecoveryResolution | 20 | 4 | 20.00% | 3.3488 | 1.6526 | 0.8493
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+1 | CompressionProcessing | 41 | 13 | 31.71% | 2.4306 | 1.2233 | 0.7601
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+1 | ExhaustionPersistence | 41 | 4 | 9.76% | 1.4873 | 1.2233 | 0.7601
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+1 | MixedStructure | 41 | 1 | 2.44% | 0.2091 | 1.2233 | 0.7601
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+1 | NeutralProcessing | 41 | 20 | 48.78% | 1.0241 | 1.2233 | 0.7601
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+1 | RecoveryResolution | 41 | 3 | 7.32% | 1.2270 | 1.2233 | 0.7601
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+2 | CompressionProcessing | 40 | 12 | 30.00% | 2.2989 | 1.4832 | 0.7622
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+2 | DestructiveRotation | 40 | 1 | 2.50% | 0.7982 | 1.4832 | 0.7622
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+2 | ExhaustionPersistence | 40 | 1 | 2.50% | 0.3810 | 1.4832 | 0.7622
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+2 | MixedStructure | 40 | 3 | 7.50% | 0.6447 | 1.4832 | 0.7622
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+2 | NeutralProcessing | 40 | 16 | 40.00% | 0.8394 | 1.4832 | 0.7622
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+2 | ReassertionProcessing | 40 | 6 | 15.00% | 1.9435 | 1.4832 | 0.7622
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+2 | RecoveryResolution | 40 | 1 | 2.50% | 0.4191 | 1.4832 | 0.7622
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+3 | CompressionProcessing | 40 | 11 | 27.50% | 2.1065 | 1.8223 | 0.8763
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+3 | DecayToNeutral | 40 | 2 | 5.00% | 1.3015 | 1.8223 | 0.8763
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+3 | DestructiveRotation | 40 | 2 | 5.00% | 1.5958 | 1.8223 | 0.8763
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+3 | ExhaustionPersistence | 40 | 4 | 10.00% | 1.5233 | 1.8223 | 0.8763
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+3 | MixedStructure | 40 | 5 | 12.50% | 1.0776 | 1.8223 | 0.8763
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+3 | NeutralProcessing | 40 | 11 | 27.50% | 0.5769 | 1.8223 | 0.8763
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+3 | ReassertionProcessing | 40 | 1 | 2.50% | 0.3238 | 1.8223 | 0.8763
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+3 | RecoveryResolution | 40 | 4 | 10.00% | 1.6756 | 1.8223 | 0.8763
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+5 | CompressionProcessing | 40 | 6 | 15.00% | 1.1481 | 1.6340 | 0.7858
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+5 | DecayToNeutral | 40 | 2 | 5.00% | 1.3005 | 1.6340 | 0.7858
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+5 | DestructiveRotation | 40 | 2 | 5.00% | 1.5946 | 1.6340 | 0.7858
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+5 | ExhaustionPersistence | 40 | 5 | 12.50% | 1.9027 | 1.6340 | 0.7858
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+5 | MixedStructure | 40 | 3 | 7.50% | 0.6481 | 1.6340 | 0.7858
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+5 | NeutralProcessing | 40 | 19 | 47.50% | 0.9965 | 1.6340 | 0.7858
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+5 | ReassertionProcessing | 40 | 2 | 5.00% | 0.6471 | 1.6340 | 0.7858
ContextPath3 | NeutralProcessing->NeutralProcessing->CompressionProcessing+Age1 | t+5 | RecoveryResolution | 40 | 1 | 2.50% | 0.4186 | 1.6340 | 0.7858
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | CompressionProcessing | 107 | 2 | 1.87% | 0.1433 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | ConstructiveEmergence | 107 | 2 | 1.87% | 4.1791 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | DecayToNeutral | 107 | 10 | 9.35% | 2.4344 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | DestructiveRotation | 107 | 1 | 0.93% | 0.2985 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | ExhaustionPersistence | 107 | 6 | 5.61% | 0.8548 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | MixedStructure | 107 | 10 | 9.35% | 0.8011 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | NeutralProcessing | 107 | 56 | 52.34% | 1.0987 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | ReassertionProcessing | 107 | 4 | 3.74% | 0.4845 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | RecoveryResolution | 107 | 16 | 14.95% | 2.5075 | 1.5429 | 0.7022
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | CompressionProcessing | 107 | 15 | 14.02% | 1.0742 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | ConstructiveEmergence | 107 | 1 | 0.93% | 2.0888 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | DecayToNeutral | 107 | 2 | 1.87% | 0.4867 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | DestructiveRotation | 107 | 1 | 0.93% | 0.2984 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | ExhaustionPersistence | 107 | 4 | 3.74% | 0.5697 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | MixedStructure | 107 | 20 | 18.69% | 1.6068 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | NeutralProcessing | 107 | 53 | 49.53% | 1.0395 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | ReassertionProcessing | 107 | 8 | 7.48% | 0.9687 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | RecoveryResolution | 107 | 3 | 2.80% | 0.4700 | 1.5156 | 0.6898
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | CompressionProcessing | 107 | 20 | 18.69% | 1.4318 | 1.8665 | 0.8976
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | DecayToNeutral | 107 | 12 | 11.21% | 2.9192 | 1.8665 | 0.8976
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | DestructiveRotation | 107 | 1 | 0.93% | 0.2983 | 1.8665 | 0.8976
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | ExhaustionPersistence | 107 | 9 | 8.41% | 1.2813 | 1.8665 | 0.8976
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | MixedStructure | 107 | 22 | 20.56% | 1.7725 | 1.8665 | 0.8976
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | NeutralProcessing | 107 | 27 | 25.23% | 0.5294 | 1.8665 | 0.8976
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | ReassertionProcessing | 107 | 10 | 9.35% | 1.2104 | 1.8665 | 0.8976
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | RecoveryResolution | 107 | 6 | 5.61% | 0.9396 | 1.8665 | 0.8976
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | CompressionProcessing | 107 | 16 | 14.95% | 1.1446 | 1.6090 | 0.7737
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | DecayToNeutral | 107 | 2 | 1.87% | 0.4862 | 1.6090 | 0.7737
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | DestructiveRotation | 107 | 3 | 2.80% | 0.8942 | 1.6090 | 0.7737
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | ExhaustionPersistence | 107 | 6 | 5.61% | 0.8535 | 1.6090 | 0.7737
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | MixedStructure | 107 | 9 | 8.41% | 0.7269 | 1.6090 | 0.7737
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | NeutralProcessing | 107 | 52 | 48.60% | 1.0195 | 1.6090 | 0.7737
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | ReassertionProcessing | 107 | 9 | 8.41% | 1.0886 | 1.6090 | 0.7737
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | RecoveryResolution | 107 | 10 | 9.35% | 1.5648 | 1.6090 | 0.7737
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | CompressionProcessing | 30 | 2 | 6.67% | 0.5110 | 1.1205 | 0.6962
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | ExhaustionPersistence | 30 | 1 | 3.33% | 0.5081 | 1.1205 | 0.6962
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | MixedStructure | 30 | 4 | 13.33% | 1.1429 | 1.1205 | 0.6962
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | NeutralProcessing | 30 | 19 | 63.33% | 1.3296 | 1.1205 | 0.6962
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | ReassertionProcessing | 30 | 4 | 13.33% | 1.7282 | 1.1205 | 0.6962
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | CompressionProcessing | 30 | 3 | 10.00% | 0.7663 | 1.5605 | 0.8019
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | ConstructiveEmergence | 30 | 1 | 3.33% | 7.4500 | 1.5605 | 0.8019
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | DecayToNeutral | 30 | 2 | 6.67% | 1.7359 | 1.5605 | 0.8019
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | ExhaustionPersistence | 30 | 1 | 3.33% | 0.5080 | 1.5605 | 0.8019
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | MixedStructure | 30 | 5 | 16.67% | 1.4327 | 1.5605 | 0.8019
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | NeutralProcessing | 30 | 14 | 46.67% | 0.9793 | 1.5605 | 0.8019
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | ReassertionProcessing | 30 | 4 | 13.33% | 1.7275 | 1.5605 | 0.8019
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | CompressionProcessing | 30 | 2 | 6.67% | 0.5107 | 1.5133 | 0.7777
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | DecayToNeutral | 30 | 1 | 3.33% | 0.8676 | 1.5133 | 0.7777
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | ExhaustionPersistence | 30 | 2 | 6.67% | 1.0155 | 1.5133 | 0.7777
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | MixedStructure | 30 | 7 | 23.33% | 2.0115 | 1.5133 | 0.7777
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | NeutralProcessing | 30 | 14 | 46.67% | 0.9790 | 1.5133 | 0.7777
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | ReassertionProcessing | 30 | 3 | 10.00% | 1.2952 | 1.5133 | 0.7777
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | RecoveryResolution | 30 | 1 | 3.33% | 0.5585 | 1.5133 | 0.7777
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | CompressionProcessing | 30 | 2 | 6.67% | 0.5103 | 1.5872 | 0.8157
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | DecayToNeutral | 30 | 1 | 3.33% | 0.8670 | 1.5872 | 0.8157
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | ExhaustionPersistence | 30 | 7 | 23.33% | 3.5517 | 1.5872 | 0.8157
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | MixedStructure | 30 | 2 | 6.67% | 0.5761 | 1.5872 | 0.8157
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | NeutralProcessing | 30 | 13 | 43.33% | 0.9091 | 1.5872 | 0.8157
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | ReassertionProcessing | 30 | 2 | 6.67% | 0.8628 | 1.5872 | 0.8157
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | RecoveryResolution | 30 | 3 | 10.00% | 1.6744 | 1.5872 | 0.8157
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age3 | t+1 | CompressionProcessing | 140 | 5 | 3.57% | 0.2738 | 0.7992 | 0.5765
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age3 | t+1 | MixedStructure | 140 | 15 | 10.71% | 0.9184 | 0.7992 | 0.5765
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age3 | t+1 | NeutralProcessing | 140 | 106 | 75.71% | 1.5895 | 0.7992 | 0.5765
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age3 | t+1 | ReassertionProcessing | 140 | 14 | 10.00% | 1.2961 | 0.7992 | 0.5765
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age3 | t+2 | CompressionProcessing | 140 | 1 | 0.71% | 0.0547 | 0.7218 | 0.3709
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age3 | t+2 | ConstructiveEmergence | 140 | 1 | 0.71% | 1.5964 | 0.7218 | 0.3709
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age3 | t+2 | ExhaustionPersistence | 140 | 3 | 2.14% | 0.3265 | 0.7218 | 0.3709
