APVA Memory Forecast Study v0.1
============================================================================================================
Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Node count: 35

1. Memory Stream Reconstruction
Bar | StateAgeNode | NodeCategory | MemoryStrength | HalfLife | ForecastConfidence | EntropyGrowth | AttentionCategory
1396 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1397 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 0.3871 | 2.1685 | Insufficient Node
1398 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1399 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
1400 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
1401 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1402 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
1403 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1404 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
1405 | MixedStructure_Age3 | Insufficient Node | 0.4000 | 3.00 | 0.0000 | 1.8403 | Insufficient Node
1406 | MixedStructure_Age4 | Insufficient Node | 0.1111 | 2.00 | 1.0000 | 2.8944 | Insufficient Node
1407 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1408 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1409 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1410 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1411 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1412 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1413 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1414 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1415 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1416 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1417 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1418 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1419 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1420 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1421 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
1422 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1423 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1424 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1425 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1426 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1427 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1428 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
1429 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1430 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1431 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1432 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1433 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1434 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1435 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1436 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1437 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1438 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1439 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1440 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1441 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1442 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1443 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1444 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1445 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
1446 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
1447 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1448 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1449 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1450 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1451 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1452 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1453 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1454 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
1455 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
1456 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1457 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
1458 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
1459 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1460 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1461 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1462 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1463 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1464 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1465 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1466 | ConstructiveEmergence_Age1 | Insufficient Node | 0.1574 | 2.00 | 0.0833 | 1.8191 | Insufficient Node
1467 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
1468 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1469 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1470 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1471 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1472 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1473 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1474 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1475 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1476 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1477 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
1478 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
1479 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1480 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1481 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
1482 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1483 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1484 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1485 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1486 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1487 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1488 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1489 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1490 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1491 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1492 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1493 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
1494 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1495 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1496 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
1497 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1498 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1499 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1500 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1501 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1502 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1503 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1504 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1505 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1506 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1507 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1508 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 0.3871 | 2.1685 | Insufficient Node
1509 | ExhaustionPersistence_Age3 | Insufficient Node | 0.1799 | 2.00 | 0.5238 | 2.3520 | Insufficient Node
1510 | ExhaustionPersistence_Age4 | Insufficient Node | 0.2118 | 2.00 | 0.3125 | 1.4612 | Insufficient Node
1511 | ExhaustionPersistence_Age5 | Insufficient Node | 0.2639 | 3.00 | 0.1250 | 1.4080 | Insufficient Node
1512 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1513 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1514 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1515 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1516 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1517 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1518 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1519 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1520 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1521 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1522 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 0.1875 | 1.9893 | Insufficient Node
1523 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
1524 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
1525 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1526 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1527 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1528 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1529 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1530 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1531 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1532 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1533 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1534 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1535 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1536 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1537 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1538 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1539 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1540 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1541 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1542 | NeutralProcessing_Age11-20 | Insufficient Node | 0.1926 | 3.00 | 0.5000 | 1.7961 | Insufficient Node
1543 | NeutralProcessing_Age11-20 | Insufficient Node | 0.1926 | 3.00 | 0.5000 | 1.7961 | Insufficient Node
1544 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1545 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1546 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1547 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1548 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
1549 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1550 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1551 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
1552 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
1553 | CompressionProcessing_Age4 | Insufficient Node | 0.2803 | 2.00 | 0.3182 | 1.6596 | Insufficient Node
1554 | CompressionProcessing_Age5 | Insufficient Node | 0.2037 | 3.00 | 0.0833 | 1.5518 | Insufficient Node
1555 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1556 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
1557 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
1558 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
1559 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1560 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1561 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 0.3871 | 2.1685 | Insufficient Node
1562 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1563 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
1564 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
1565 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1566 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1567 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1568 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1569 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
1570 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1571 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1572 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1573 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1574 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1575 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1576 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1577 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1578 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1579 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1580 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1581 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1582 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1583 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1584 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1585 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1586 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1587 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1588 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1589 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1590 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1591 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1592 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1593 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1594 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1595 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
1596 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1597 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1598 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1599 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1600 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1601 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1602 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1603 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
1604 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1605 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 0.1875 | 1.9893 | Insufficient Node
1606 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
1607 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1608 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
1609 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
1610 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1611 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1612 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
1613 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
1614 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
1615 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1616 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1617 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1618 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
1619 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
1620 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
1621 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
1622 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1623 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
1624 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
1625 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1626 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 0.3871 | 2.1685 | Insufficient Node
1627 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
1628 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
1629 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
1630 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
1631 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 0.3871 | 2.1685 | Insufficient Node
1632 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
