Feature,GateType,Gate,Direction,FeatureMin,FeatureMax,FeatureMean,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum
RollingEntropy,threshold,1.1567796494427114,le,0.8812908992278072,1.1567796494427114,1.0237507992799764,175,0.38636965784254956,0.1368078175895765,2.4704359105580926,0.5542857142857143,1.8363170015790546,-2.0,-0.6833333333333333,1.0991111856448097,1.9691152590961176,15.68,67.61469012244618
DominantPressureValue,threshold,0.633760032291208,le,0.294871143402319,0.633760032291208,0.5805474943246346,54,0.3704861300648754,-0.0600310502799183,0.9873942933356198,0.46296296296296297,1.630054567176508,-2.0,-0.9176822446775774,0.9003322444961517,2.377652208577323,15.68,20.00625102350327
DominantPressureValue,threshold,0.6690336347353755,ge,0.6690336347353755,0.7643637632427065,0.7077102200716353,103,0.3167064281814772,0.0,1.3732611493796218,0.49514563106796117,1.601735170049532,-2.0,-0.8637364103248182,1.1902807249452116,1.8891796138186612,16.06518010291595,32.620762102692154
DominantPressureValue,threshold,0.6638123830209416,ge,0.6638123830209416,0.7643637632427065,0.6978084523158395,133,0.3111869694882265,0.0839760068551842,1.6259961854509748,0.518796992481203,1.5979318784849617,-2.0,-0.8338557993730408,1.1235955056179776,1.9532647154658538,16.06518010291595,41.38786694193412
RollingVelocity,threshold,0.4444444444444444,le,0.1111111111111111,0.4444444444444444,0.3686868686868687,176,0.3108751142068374,0.04815753753664735,1.7359668504748307,0.5113636363636364,1.5727970374522928,-2.0,-0.9992583321304574,1.0868690256582259,1.9069605669318725,16.06518010291595,54.71402010040338
RollingEntropy,threshold,0.9709505944517832,le,0.8812908992278072,0.9709505944517832,0.9280108489632939,86,0.30332413831524396,0.125515938531877,1.5530854313387255,0.5697674418604651,1.663531332681601,-2.0,-0.6290130400485264,0.933375342876525,1.9104845765247083,10.339449541284404,26.08587589511098
BarIndex,threshold,3746.0,ge,3762.0,9645.0,6891.5859375,128,0.29675496125515244,0.18758990413635757,2.1061817912326553,0.5859375,1.623072224423126,-2.0,-0.767919374014986,1.3112024185166944,1.963481594050771,5.644348452123831,37.98463504065951
BarIndex,threshold,7525.0,le,50.0,7525.0,3327.170731707317,205,0.29537575549242673,0.0446333687566418,1.8370087520430667,0.5121951219512195,1.5472442576372678,-2.0,-0.9838813668600902,0.9370680247362676,1.9237998475996947,16.06518010291595,60.552029875947476
DominantPressureValue,threshold,0.6532526521315953,ge,0.6532526521315953,0.7643637632427065,0.6925000032626594,155,0.2944459721798398,0.095592799503414,1.7464586851983197,0.535483870967742,1.5835115445222905,-2.0,-0.8173008125785666,1.1582103088628004,1.9177783422233505,16.06518010291595,45.63912568787517
BarIndex,threshold,5223.0,le,50.0,5223.0,2311.974025974026,154,0.2877748866972551,0.0,1.4337207435393649,0.487012987012987,1.5172888662626762,-2.0,-1.0229593355753523,0.8656290675734307,1.7459302325581398,16.06518010291595,44.317332551377284
RollingEntropy,threshold,0.9709505944517832,ge,0.9709505944517832,1.2954618442339936,1.1550739051996843,213,0.2831340974147743,0.0516817063166529,1.7861758847346756,0.5070422535211268,1.5013254336835486,-2.0,-1.027820710973725,0.975409836065574,1.9743021719490097,16.06518010291595,60.30756274934693
BarIndex,threshold,3058.0,ge,3058.0,9645.0,6299.480519480519,154,0.28184579153052786,0.125515938531877,1.9698758333183282,0.551948051948052,1.5519386287945356,-2.0,-0.8442561700784086,1.3196036648858105,1.9721380563693622,10.339449541284404,43.40425189570129
RollingVelocity,quantile,Q4,inside,0.5555555555555556,0.6666666666666666,0.5850694444444444,64,0.28122649285019613,0.21025944559534376,1.3865244571126953,0.59375,1.5866385015837652,-2.0,-0.7482044089839104,0.9598232209737827,1.9539784946236558,5.644348452123831,17.998495542412552
BarIndex,threshold,6539.5,le,50.0,6530.0,2814.078212290503,179,0.2761782855370086,0.0,1.5392809207851845,0.4972067039106145,1.4852751290513921,-2.0,-1.0767244258386213,0.9901094384707287,1.8906104478875638,16.06518010291595,49.43591311112455
ResolvedArchetype,category,Stable Compression Basin,equals,,,,245,0.2710361826572505,0.0839760068551842,1.9382351492238399,0.5183673469387755,1.5079628347652072,-2.0,-0.9032258064516128,0.926342072409488,1.9177783422233505,16.06518010291595,66.40386475102638
BarIndex,threshold,2240.5,le,50.0,2239.0,1118.5844155844156,77,0.26893558985379806,-0.1594936708860759,0.7978324770461499,0.44155844155844154,1.4314234032508493,-2.0,-1.169811320754717,0.7692307692307693,1.5302609007348238,16.06518010291595,20.70804041874245
MacroState,category,Unresolved,equals,,,,244,0.2608731950179984,0.0696559876173154,1.860880715236328,0.5163934426229508,1.4864421070695675,-2.0,-0.916790889034643,0.9205384820304174,1.9250721079219946,16.06518010291595,63.6530595843916
RollingVelocity,threshold,0.5555555555555556,le,0.1111111111111111,0.5555555555555556,0.41794514179451414,239,0.25936037577304094,0.0516817063166529,1.8096678482964084,0.5146443514644351,1.4672086394518633,-2.0,-1.0080966200457344,1.0178382513661204,1.9552718839246352,16.06518010291595,61.98712980975678
RollingEntropy,threshold,1.2954618442339936,le,0.8812908992278072,1.2954618442339936,1.1097218720974587,256,0.2591099065935348,0.0696559876173154,1.91305264205348,0.51953125,1.479949676340812,-2.0,-0.9640849443028228,0.9290235604911828,1.950897974047879,16.06518010291595,66.3321360879449
RollingDirectionalPresence,threshold,0.0,le,0.0,0.0,0.0,256,0.2591099065935348,0.0696559876173154,1.91305264205348,0.51953125,1.479949676340812,-2.0,-0.9640849443028228,0.9290235604911828,1.950897974047879,16.06518010291595,66.3321360879449
RollingDirectionalPresence,threshold,0.0,ge,0.0,0.0,0.0,256,0.2591099065935348,0.0696559876173154,1.91305264205348,0.51953125,1.479949676340812,-2.0,-0.9640849443028228,0.9290235604911828,1.950897974047879,16.06518010291595,66.3321360879449
DominantPressure,category,CompressionPressure,equals,,,,256,0.2591099065935348,0.0696559876173154,1.91305264205348,0.51953125,1.479949676340812,-2.0,-0.9640849443028228,0.9290235604911828,1.950897974047879,16.06518010291595,66.3321360879449
BarIndex,threshold,2240.5,ge,2242.0,9645.0,5782.407821229051,179,0.25488321602906405,0.124015748031496,1.971394483413933,0.553072625698324,1.5057705861658366,-2.0,-0.8173008125785666,1.2790077311353907,1.9613174784711238,10.339449541284404,45.62409566920247
DominantPressureValue,threshold,0.6412558569575977,ge,0.6412558569575977,0.7643637632427065,0.6819206913225979,196,0.2508711291900582,0.1166855674875023,1.750401768345185,0.5408163265306123,1.481171566703468,-2.0,-0.916790889034643,1.0638567164179105,1.866547169408702,16.06518010291595,49.17074132125141
DominantPressureValue,quantile,Q4,inside,0.6915901607987194,0.7643637632427065,0.7278642648308485,64,0.2468212811077525,0.0223166843783209,1.3405941945843523,0.5,1.5364049295050415,-2.0,-0.6479993698802773,1.373474400634547,1.865815114860975,4.864812103465105,15.79656199089616
DominantPressureValue,threshold,0.7088082076871509,ge,0.7088082076871509,0.7643637632427065,0.7344850016569014,54,0.2455678146299696,0.064304687805913,1.4020667127338944,0.5185185185185185,1.623681953640583,-2.0,-0.6185258964143426,1.295053747345377,1.6469945180418473,3.706398996235885,13.260661990018358
DominantPressureValue,threshold,0.633760032291208,ge,0.633760032291208,0.7643637632427065,0.6787749685191327,210,0.23817708380744712,0.11366078078553116,1.726495421470901,0.5333333333333333,1.4505762977421792,-2.0,-0.9439210542007034,0.9658243832332474,1.8605723065104667,16.06518010291595,50.0171875995639
RollingEntropy,threshold,0.9999999999971146,ge,0.9999999999971146,1.2954618442339936,1.2016462720359182,170,0.23674270701667016,-0.02832097100472015,1.3240744631412473,0.49411764705882355,1.40696883090065,-2.0,-1.0284371204582508,0.9232788910768754,1.9591533628914755,16.06518010291595,40.24626019283393
DominantPressureValue,threshold,0.7088082076871509,le,0.294871143402319,0.7088082076871509,0.6439044103813235,216,0.23651358143469775,0.0438551459167824,1.5214191921190683,0.5092592592592593,1.4166156442970643,-2.0,-1.0262850746506476,0.8719911743045851,1.9104845765247083,16.06518010291595,51.08693358989471
DominantPressureValue,threshold,0.6690336347353755,le,0.294871143402319,0.6690336347353755,0.6332887960816397,180,0.22839733414229088,0.0744385855260262,1.3390436193243596,0.5222222222222223,1.4049485868224745,-2.0,-1.0280261808019002,0.8425951861707448,1.8823130979595288,16.06518010291595,41.11152014561236
BarIndex,threshold,5223.0,ge,5223.0,9645.0,7479.233009708738,103,0.22619987689661566,0.2543527630582892,1.4690203805524347,0.5728155339805825,1.4434943103198696,-2.0,-0.872614962251201,1.2703748640281147,1.9532647154658538,5.644348452123831,23.298587320351412
DominantPressureValue,quantile,Q1,inside,0.294871143402319,0.6412558569575977,0.5895436836378067,64,0.22227325521788993,-0.1944950480451869,0.6887432411129104,0.4375,1.3600229845564638,-2.0,-1.0621252175686207,0.8169216140924482,2.175705755573615,15.68,14.225488333944956
BarIndex,threshold,3746.0,le,50.0,3730.0,1867.6484375,128,0.2214648519319171,-0.1220964470326506,0.9548561744635121,0.453125,1.3669912654493697,-2.0,-1.154314257336665,0.7775600195982362,1.6413942063018188,16.06518010291595,28.347501047285387
DominantPressureValue,threshold,0.6532526521315953,le,0.294871143402319,0.6532526521315953,0.6100431276432792,104,0.22130568491702737,0.04679366724983255,1.0031353520868813,0.5096153846153846,1.3836487373893316,-2.0,-1.0280261808019002,0.847516874070496,1.9320971975277286,15.68,23.015791231370848
DominantPressureValue,threshold,0.6638123830209416,le,0.294871143402319,0.6638123830209416,0.6269808833780393,153,0.2203357776813905,0.095592799503414,1.3300741044644433,0.5359477124183006,1.4013484374576755,-2.0,-1.0083752093802345,0.8936170212765958,1.9403945474557625,15.68,33.71137398525275
BarIndex,threshold,6539.5,ge,6549.0,9645.0,8018.987012987013,77,0.2194314672314333,0.3049504950495049,1.281094118407463,0.5714285714285714,1.4650185788414858,-2.0,-0.8516129032258064,0.926342072409488,1.9501090602418873,5.644348452123831,16.896222976820365
RollingVelocity,threshold,0.3333333333333333,ge,0.3333333333333333,0.6666666666666666,0.46509341199606685,226,0.2154489377822103,0.0438551459167824,1.43592481098941,0.504424778761062,1.3732243711038354,-2.0,-1.0284371204582508,0.8818345501040875,1.9104845765247083,16.06518010291595,48.69145993877953
BarIndex,threshold,3058.0,le,50.0,3058.0,1496.3106796116506,103,0.20318334167226812,-0.1062618595825426,0.7761899426579091,0.46601941747572817,1.3399215531464692,-2.0,-1.1570672046961783,0.6885367252172931,1.5546116359850133,16.06518010291595,20.927884192243617
RollingEntropy,quantile,Q1,inside,0.8812908992278072,0.9709505944517832,0.9132503114516259,64,0.20164359120644587,0.064304687805913,0.8756569681233529,0.53125,1.4106813999903034,-2.0,-0.6332819756482824,0.8645131020008677,1.7979527559055126,10.339449541284404,12.905189837212536
RollingDirectionalPresence,quantile,Q4,inside,0.0,0.0,0.0,64,0.17758836243324155,0.32941047659268297,0.9897471198484528,0.5625,1.3682402034418413,-2.0,-0.89601921757035,0.9290235604911828,1.8527473149019107,5.644348452123831,11.36565519572746
BarIndex,quantile,Q4,inside,6821.0,9645.0,8303.890625,64,0.17758836243324155,0.32941047659268297,0.9897471198484528,0.5625,1.3682402034418413,-2.0,-0.89601921757035,0.9290235604911828,1.8527473149019107,5.644348452123831,11.36565519572746
DominantPressureValue,threshold,0.6412558569575977,le,0.294871143402319,0.6412558569575977,0.6064181823000545,95,0.17655464393520517,-0.0665610142630745,0.7339521916541394,0.4631578947368421,1.279582905787565,-2.0,-1.1643917511155024,0.860596662048277,1.999508790846737,15.68,16.772691173844493
RollingVelocity,quantile,Q2,inside,0.3333333333333333,0.4444444444444444,0.40798611111111116,64,0.1649779165976519,-0.13104906494626925,0.5223259213298554,0.46875,1.2488531168247017,-2.0,-2.0,0.8509941708555774,1.633848802984696,15.68,10.558586662249722
RollingVelocity,threshold,0.4444444444444444,ge,0.4444444444444444,0.6666666666666666,0.507472384665367,171,0.16381033320332533,0.0,1.0636992984241935,0.49707602339181284,1.2863333654826512,-2.0,-0.9961282881201623,0.8901866296402172,1.874015748031496,15.68,28.01156697776863
BarIndex,threshold,1487.0,ge,1487.0,9645.0,5297.921951219512,205,0.15933456377298016,0.1132686084142395,1.3532687054644217,0.5365853658536586,1.2949414387411893,-2.0,-0.9032258064516128,0.975409836065574,1.9177783422233505,10.339449541284404,32.663585573460935
RollingEntropy,threshold,1.1567796494427114,ge,1.1567796494427114,1.2954618442339936,1.2331963690215813,147,0.15327475573567143,-0.0665610142630745,0.8942376768757365,0.4897959183673469,1.2524771711495208,-2.0,-1.1643917511155024,1.0919310861423221,1.965645709630419,16.06518010291595,22.5313890931437
Instrument,category,NQ,equals,,,,209,0.15092549494710536,0.095592799503414,1.389896439316277,0.5263157894736842,1.2823335971827945,-2.0,-0.9032258064516128,0.975409836065574,1.948531232629904,5.644348452123831,31.543428443945018
RollingVelocity,threshold,0.5555555555555556,ge,0.5555555555555556,0.6666666666666666,0.5791666666666666,80,0.14522644984426897,0.09456700108800989,0.7999263467200523,0.5375,1.2721784356559829,-2.0,-0.8780812116152882,0.8719911743045851,1.9479569892473114,5.644348452123831,11.618115987541518
BarIndex,threshold,7525.0,ge,7525.0,9645.0,8589.173076923076,52,0.12897015931551767,0.32941047659268297,0.6176375404693967,0.5576923076923077,1.2433625300309235,-2.0,-0.916790889034643,0.9233084910753449,1.9155513749792499,5.644348452123831,6.706448284406919
DominantPressureValue,quantile,Q2,inside,0.6412558569575977,0.6638123830209416,0.650030778570263,64,0.1182483453130214,0.21322572246810725,0.6327307376601742,0.59375,1.22701134696951,-2.0,-1.0262850746506476,0.9140652249738404,1.7152723735408564,4.981731532962669,7.56789410003337
RollingVelocity,quantile,Q3,inside,0.4444444444444444,0.5555555555555556,0.4722222222222223,64,0.08622602097097434,-0.036316402186901756,0.42583528162227435,0.46875,1.156163938056926,-2.0,-0.9943543241141398,0.9140652249738404,1.8263550135501359,4.981731532962669,5.518465342142358
BarIndex,quantile,Q2,inside,2011.0,3730.0,2824.6875,64,0.055659234071716336,0.0,0.23423137686175585,0.484375,1.094716461440198,-2.0,-1.0376884422110553,0.7576128860344944,1.6301106038787954,10.339449541284404,3.5621909805898455
RollingEntropy,threshold,1.2954618442339936,ge,1.2954618442339936,1.2954618442339936,1.2954618442339938,81,-0.015834000425941793,-0.1858921161825726,-0.060505181169102897,0.4444444444444444,0.9776396011121649,-2.0,-1.556371263765076,0.6539923954372624,1.75,16.06518010291595,-1.2825540345012851
RollingDirectionalPresence,quantile,Q2,inside,0.0,0.0,0.0,64,-0.09629148832021137,-0.22762301088696119,-0.5170833490233581,0.421875,0.8467149185350268,-2.0,-1.132111433021926,0.8256280131745597,1.618946093276802,4.413793103448276,-6.162655252493527
RollingEntropy,quantile,Q4,inside,1.2954618442339936,1.2954618442339936,1.2954618442339936,64,-0.16396596213013687,-0.20943071747766173,-0.8295831021389855,0.453125,0.76860025434935,-2.0,-1.667278447823807,0.6577297914584929,1.8263550135501359,4.981731532962669,-10.49382157632876
