Path,Candidate,AvailableForCheck,Count,ES_Count,NQ_Count,BothESAndNQNonzero
outputs/index_regime_gating/regime_gating_entries.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_regime_gating/regime_gating_entries.csv,CCRRR,True,0,0,0,False
outputs/index_regime_gating/regime_gating_entries.csv,PriorSlope_DominantPressureValue_Q3,True,0,0,0,False
outputs/index_regime_gating/regime_gating_entries.csv,RRCCC,True,0,0,0,False
outputs/index_regime_gating/regime_gating_feature_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_regime_gating/regime_gating_feature_summary.csv,CCRRR,True,0,0,0,False
outputs/index_regime_gating/regime_gating_feature_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_regime_gating/regime_gating_feature_summary.csv,RRCCC,True,0,0,0,False
outputs/index_regime_gating/regime_gating_scorecard.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_regime_gating/regime_gating_scorecard.csv,CCRRR,True,0,0,0,False
outputs/index_regime_gating/regime_gating_scorecard.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_regime_gating/regime_gating_scorecard.csv,RRCCC,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_1d_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_1d_summary.csv,CCRRR,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_1d_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_topology_family_validation/topology_family_1d_summary.csv,RRCCC,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_2d_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_2d_summary.csv,CCRRR,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_2d_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_topology_family_validation/topology_family_2d_summary.csv,RRCCC,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_by_instrument.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_by_instrument.csv,CCRRR,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_by_instrument.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_topology_family_validation/topology_family_by_instrument.csv,RRCCC,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_by_week.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_by_week.csv,CCRRR,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_by_week.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_topology_family_validation/topology_family_by_week.csv,RRCCC,True,0,0,0,False
outputs/index_topology_family_validation/topology_family_entries.csv,Base_ES_NQ,True,0,0,0,False
