File,StateRunId,RunLength,EntryBarIndex,MeanSignedReturn,MaxSignedReturn,EntrySignedReturn,BestMFE,WorstMAE
xApvaV01StateLog_ES.csv,135.0,1,1188,2.75,2.75,2.75,5.5,-3.25
xApvaV01StateLog_ES.csv,136.0,1,1191,-4.75,-4.75,-4.75,3.25,-6.0
xApvaV01StateLog_ES.csv,137.0,1,1192,-9.25,-9.25,-9.25,2.25,-13.25
xApvaV01StateLog_ES.csv,138.0,1,1198,-1.75,-1.75,-1.75,5.0,-7.0
xApvaV01StateLog_ES.csv,139.0,1,1231,-17.75,-17.75,-17.75,1.25,-22.0
xApvaV01StateLog_ES.csv,140.0,1,1232,8.0,8.0,8.0,19.25,-0.75
xApvaV01StateLog_ES.csv,141.0,1,1235,-12.75,-12.75,-12.75,3.75,-15.75
xApvaV01StateLog_ES.csv,142.0,1,1236,-12.5,-12.5,-12.5,0.0,-15.25
xApvaV01StateLog_ES.csv,143.0,1,1237,1.0,1.0,1.0,10.5,-2.0
xApvaV01StateLog_ES.csv,144.0,1,1239,-11.5,-11.5,-11.5,4.25,-14.0
xApvaV01StateLog_ES.csv,145.0,1,1242,5.5,5.5,5.5,10.0,-15.25
xApvaV01StateLog_ES.csv,146.0,1,1243,-10.75,-10.75,-10.75,11.5,-13.75
xApvaV01StateLog_ES.csv,147.0,1,1244,-8.75,-8.75,-8.75,9.0,-16.25
xApvaV01StateLog_ES.csv,148.0,1,1281,17.75,17.75,17.75,19.25,-1.75
xApvaV01StateLog_ES.csv,149.0,1,1287,0.5,0.5,0.5,8.25,-1.75
xApvaV01StateLog_ES.csv,150.0,1,1288,-6.75,-6.75,-6.75,1.0,-10.0
xApvaV01StateLog_ES.csv,151.0,1,1295,1.0,1.0,1.0,5.5,-4.75
xApvaV01StateLog_ES.csv,152.0,1,1296,-1.25,-1.25,-1.25,1.25,-8.5
xApvaV01StateLog_ES.csv,153.0,1,1297,1.0,1.0,1.0,3.75,-6.0
xApvaV01StateLog_ES.csv,154.0,1,1298,-2.5,-2.5,-2.5,1.25,-7.25
xApvaV01StateLog_ES.csv,155.0,1,1299,-1.25,-1.25,-1.25,0.0,-6.5
xApvaV01StateLog_ES.csv,156.0,1,1300,-3.75,-3.75,-3.75,4.0,-4.0
xApvaV01StateLog_ES.csv,157.0,1,1301,-4.5,-4.5,-4.5,2.0,-8.5
xApvaV01StateLog_ES.csv,158.0,1,1302,-5.25,-5.25,-5.25,0.75,-8.25
xApvaV01StateLog_ES.csv,159.0,1,1303,3.0,3.0,3.0,6.5,-2.75
xApvaV01StateLog_ES.csv,160.0,1,1304,1.0,1.0,1.0,6.0,-2.75
xApvaV01StateLog_ES.csv,161.0,1,1344,-0.5,-0.5,-0.5,1.25,-2.0
xApvaV01StateLog_ES.csv,162.0,1,1345,2.5,2.5,2.5,10.75,-3.0
xApvaV01StateLog_ES.csv,163.0,1,1352,0.75,0.75,0.75,6.0,-11.25
xApvaV01StateLog_ES.csv,164.0,1,1355,-4.0,-4.0,-4.0,1.75,-7.5
xApvaV01StateLog_ES.csv,165.0,1,1356,-4.5,-4.5,-4.5,3.5,-5.75
xApvaV01StateLog_ES.csv,166.0,1,1397,1.25,1.25,1.25,6.25,-0.25
xApvaV01StateLog_ES.csv,167.0,1,1404,2.0,2.0,2.0,3.5,-0.75
xApvaV01StateLog_ES.csv,168.0,1,1435,-37.75,-37.75,-37.75,0.5,-45.25
xApvaV01StateLog_ES.csv,169.0,1,1436,-32.25,-32.25,-32.25,0.75,-45.0
xApvaV01StateLog_ES.csv,170.0,1,1438,29.5,29.5,29.5,44.0,-0.25
xApvaV01StateLog_ES.csv,171.0,1,1439,35.0,35.0,35.0,43.5,22.25
xApvaV01StateLog_ES.csv,172.0,1,1440,-0.25,-0.25,-0.25,5.75,-13.75
xApvaV01StateLog_ES.csv,173.0,1,1446,1.75,1.75,1.75,4.75,-9.25
xApvaV01StateLog_ES.csv,174.0,1,1447,12.25,12.25,12.25,13.0,-0.25
xApvaV01StateLog_ES.csv,175.0,1,1487,7.75,7.75,7.75,9.0,0.0
xApvaV01StateLog_ES.csv,176.0,1,1488,6.0,6.0,6.0,7.0,-0.25
xApvaV01StateLog_ES.csv,177.0,1,1489,3.0,3.0,3.0,5.5,-1.0
xApvaV01StateLog_ES.csv,178.0,1,1523,2.0,2.0,2.0,3.25,0.0
xApvaV01StateLog_ES.csv,179.0,1,1619,-25.75,-25.75,-25.75,-25.25,-59.25
xApvaV01StateLog_ES.csv,180.0,1,1620,16.0,16.0,16.0,21.0,-3.75
xApvaV01StateLog_ES.csv,181.0,1,1633,-26.0,-26.0,-26.0,-0.25,-31.75
xApvaV01StateLog_ES.csv,182.0,1,1634,-21.75,-21.75,-21.75,0.25,-22.5
xApvaV01StateLog_ES.csv,183.0,1,1635,15.0,15.0,15.0,17.25,-1.25
xApvaV01StateLog_ES.csv,184.0,1,1637,4.0,4.0,4.0,6.75,-3.25
xApvaV01StateLog_ES.csv,185.0,1,1640,-3.25,-3.25,-3.25,6.5,-5.5
xApvaV01StateLog_ES.csv,186.0,1,1641,3.0,3.0,3.0,4.75,-7.5
xApvaV01StateLog_ES.csv,187.0,1,1692,5.5,5.5,5.5,6.5,-8.0
xApvaV01StateLog_ES.csv,188.0,1,1693,4.5,4.5,4.5,8.75,-5.75
xApvaV01StateLog_ES.csv,189.0,1,1741,5.75,5.75,5.75,9.5,-6.0
xApvaV01StateLog_ES.csv,190.0,1,1742,2.5,2.5,2.5,9.0,-6.5
xApvaV01StateLog_ES.csv,191.0,1,1748,-5.25,-5.25,-5.25,2.0,-8.0
xApvaV01StateLog_ES.csv,192.0,1,1766,4.75,4.75,4.75,6.0,-4.25
xApvaV01StateLog_ES.csv,193.0,1,1772,-6.0,-6.0,-6.0,4.25,-6.0
xApvaV01StateLog_ES.csv,194.0,1,1775,-11.0,-11.0,-11.0,0.75,-11.5
xApvaV01StateLog_ES.csv,195.0,1,1776,10.0,10.0,10.0,11.75,0.0
xApvaV01StateLog_ES.csv,196.0,1,1777,4.5,4.5,4.5,7.75,-1.5
xApvaV01StateLog_ES.csv,197.0,1,1778,2.75,2.75,2.75,5.25,-0.75
xApvaV01StateLog_ES.csv,198.0,1,1789,7.5,7.5,7.5,7.75,-0.75
xApvaV01StateLog_ES.csv,199.0,1,1790,7.25,7.25,7.25,8.5,-0.5
xApvaV01StateLog_ES.csv,200.0,1,1792,0.75,0.75,0.75,3.5,-1.75
xApvaV01StateLog_ES.csv,201.0,1,1793,2.0,2.0,2.0,3.5,-0.25
xApvaV01StateLog_ES.csv,202.0,1,1799,-6.5,-6.5,-6.5,5.5,-8.5
xApvaV01StateLog_ES.csv,203.0,1,1800,-8.75,-8.75,-8.75,5.0,-8.75
xApvaV01StateLog_ES.csv,204.0,1,1801,-4.5,-4.5,-4.5,2.25,-9.75
xApvaV01StateLog_ES.csv,205.0,1,1807,-15.5,-15.5,-15.5,1.0,-18.25
xApvaV01StateLog_ES.csv,206.0,1,1809,5.0,5.0,5.0,6.75,-3.5
xApvaV01StateLog_ES.csv,207.0,1,1810,4.25,4.25,4.25,7.5,-2.75
xApvaV01StateLog_ES.csv,208.0,1,1811,-6.75,-6.75,-6.75,1.25,-8.75
xApvaV01StateLog_ES.csv,209.0,1,1812,7.25,7.25,7.25,9.0,-5.0
xApvaV01StateLog_ES.csv,210.0,1,1813,-8.75,-8.75,-8.75,3.25,-15.75
xApvaV01StateLog_ES.csv,211.0,1,1814,-11.5,-11.5,-11.5,2.0,-17.0
xApvaV01StateLog_ES.csv,212.0,1,1815,-15.5,-15.5,-15.5,3.5,-17.75
xApvaV01StateLog_ES.csv,213.0,1,1816,-31.5,-31.5,-31.5,1.25,-33.75
xApvaV01StateLog_ES.csv,214.0,1,1817,-32.25,-32.25,-32.25,5.5,-35.0
xApvaV01StateLog_ES.csv,215.0,1,1818,-25.0,-25.0,-25.0,2.25,-35.25
xApvaV01StateLog_ES.csv,216.0,1,1852,-1.5,-1.5,-1.5,6.25,-2.25
xApvaV01StateLog_ES.csv,217.0,1,1853,-6.5,-6.5,-6.5,6.75,-8.0
xApvaV01StateLog_ES.csv,218.0,1,1854,-11.75,-11.75,-11.75,0.75,-17.75
xApvaV01StateLog_ES.csv,219.0,1,1855,-11.0,-11.0,-11.0,0.5,-15.5
xApvaV01StateLog_ES.csv,220.0,1,1856,9.5,9.5,9.5,13.0,-0.25
xApvaV01StateLog_ES.csv,221.0,1,1857,12.0,12.0,12.0,12.5,-0.5
xApvaV01StateLog_ES.csv,222.0,1,1871,1.75,1.75,1.75,3.5,-4.75
xApvaV01StateLog_ES.csv,223.0,1,1872,-2.0,-2.0,-2.0,5.75,-2.5
xApvaV01StateLog_ES.csv,224.0,1,1889,47.5,47.5,47.5,52.0,39.0
xApvaV01StateLog_ES.csv,225.0,1,1899,-5.5,-5.5,-5.5,1.75,-15.5
xApvaV01StateLog_ES.csv,226.0,1,1900,4.5,4.5,4.5,7.75,-5.5
xApvaV01StateLog_ES.csv,227.0,1,1901,-4.0,-4.0,-4.0,1.0,-9.5
xApvaV01StateLog_ES.csv,228.0,1,1902,1.25,1.25,1.25,1.5,-6.5
xApvaV01StateLog_ES.csv,229.0,1,1905,-8.5,-8.5,-8.5,2.25,-9.5
xApvaV01StateLog_ES.csv,230.0,1,1906,4.5,4.5,4.5,7.25,-0.5
xApvaV01StateLog_ES.csv,231.0,1,1907,0.0,0.0,0.0,5.0,-1.5
xApvaV01StateLog_ES.csv,232.0,1,1949,1.75,1.75,1.75,3.5,-0.75
xApvaV01StateLog_ES.csv,233.0,1,1950,-1.0,-1.0,-1.0,1.5,-2.25
xApvaV01StateLog_ES.csv,234.0,1,1978,-46.25,-46.25,-46.25,0.5,-51.0
xApvaV01StateLog_ES.csv,235.0,1,2006,-3.0,-3.0,-3.0,1.5,-6.25
xApvaV01StateLog_ES.csv,236.0,1,2007,-3.75,-3.75,-3.75,2.0,-4.5
xApvaV01StateLog_ES.csv,237.0,1,2010,-0.5,-0.5,-0.5,2.25,-2.75
xApvaV01StateLog_ES.csv,238.0,1,2011,1.25,1.25,1.25,4.0,-0.5
xApvaV01StateLog_ES.csv,239.0,1,2014,-5.25,-5.25,-5.25,1.75,-7.25
xApvaV01StateLog_ES.csv,240.0,1,2015,-8.75,-8.75,-8.75,0.75,-9.25
xApvaV01StateLog_ES.csv,241.0,1,2020,-6.75,-6.75,-6.75,3.75,-8.5
xApvaV01StateLog_ES.csv,242.0,1,2021,-6.75,-6.75,-6.75,3.5,-8.75
xApvaV01StateLog_ES.csv,243.0,1,2028,4.25,4.25,4.25,4.25,-2.0
xApvaV01StateLog_ES.csv,244.0,1,2041,1.25,1.25,1.25,2.5,-5.0
xApvaV01StateLog_ES.csv,245.0,1,2042,5.5,5.5,5.5,7.5,-3.0
xApvaV01StateLog_ES.csv,246.0,1,2043,-9.5,-9.5,-9.5,1.25,-10.0
xApvaV01StateLog_ES.csv,247.0,1,2044,-7.5,-7.5,-7.5,1.25,-8.25
xApvaV01StateLog_ES.csv,248.0,1,2045,-9.0,-9.0,-9.0,0.25,-10.75
xApvaV01StateLog_ES.csv,249.0,1,2046,-5.5,-5.5,-5.5,0.75,-7.0
xApvaV01StateLog_ES.csv,250.0,1,2047,1.0,1.0,1.0,4.75,-0.25
xApvaV01StateLog_ES.csv,251.0,1,2048,2.0,2.0,2.0,2.5,-2.25
xApvaV01StateLog_ES.csv,252.0,1,2053,-1.0,-1.0,-1.0,6.25,-4.5
xApvaV01StateLog_ES.csv,253.0,1,2054,2.25,2.25,2.25,9.0,-1.75
xApvaV01StateLog_ES.csv,254.0,1,2059,-0.5,-0.5,-0.5,6.75,-3.25
xApvaV01StateLog_ES.csv,255.0,1,2112,14.0,14.0,14.0,22.5,-6.5
xApvaV01StateLog_ES.csv,256.0,1,2113,11.75,11.75,11.75,24.25,-3.75
xApvaV01StateLog_ES.csv,257.0,1,2145,-8.5,-8.5,-8.5,6.25,-17.75
xApvaV01StateLog_ES.csv,258.0,1,2174,-4.25,-4.25,-4.25,3.5,-4.5
xApvaV01StateLog_ES.csv,259.0,1,2179,-2.25,-2.25,-2.25,7.0,-2.75
xApvaV01StateLog_ES.csv,260.0,1,2180,-7.0,-7.0,-7.0,5.5,-7.75
xApvaV01StateLog_ES.csv,261.0,1,2200,-4.75,-4.75,-4.75,2.5,-5.75
xApvaV01StateLog_ES.csv,262.0,1,2201,-7.25,-7.25,-7.25,1.0,-8.25
xApvaV01StateLog_ES.csv,263.0,1,2222,4.0,4.0,4.0,11.75,0.0
xApvaV01StateLog_ES.csv,264.0,1,2247,7.75,7.75,7.75,7.75,-11.75
xApvaV01StateLog_ES.csv,265.0,1,2248,12.25,12.25,12.25,15.75,-11.5
xApvaV01StateLog_ES.csv,266.0,1,2250,-8.25,-8.25,-8.25,5.0,-12.75
xApvaV01StateLog_ES.csv,267.0,1,2251,-10.25,-10.25,-10.25,0.75,-16.0
xApvaV01StateLog_ES.csv,268.0,1,2252,-4.0,-4.0,-4.0,0.5,-7.75
xApvaV01StateLog_ES.csv,269.0,1,2258,-4.5,-4.5,-4.5,5.5,-15.0
xApvaV01StateLog_ES.csv,270.0,1,2259,-5.25,-5.25,-5.25,1.0,-19.5
xApvaV01StateLog_ES.csv,271.0,1,2280,2.5,2.5,2.5,3.5,-1.5
xApvaV01StateLog_ES.csv,272.0,1,2281,-2.25,-2.25,-2.25,1.25,-3.75
xApvaV01StateLog_ES.csv,273.0,1,2282,0.25,0.25,0.25,1.75,-3.25
xApvaV01StateLog_ES.csv,274.0,1,2283,4.0,4.0,4.0,12.5,-3.75
xApvaV01StateLog_ES.csv,275.0,1,2288,2.25,2.25,2.25,6.25,-2.5
xApvaV01StateLog_ES.csv,276.0,1,2289,4.5,4.5,4.5,5.25,-1.5
xApvaV01StateLog_ES.csv,277.0,1,2333,-1.75,-1.75,-1.75,1.0,-2.25
xApvaV01StateLog_ES.csv,278.0,1,2334,-1.5,-1.5,-1.5,0.25,-3.0
xApvaV01StateLog_ES.csv,279.0,1,2335,-27.25,-27.25,-27.25,0.75,-29.25
xApvaV01StateLog_ES.csv,280.0,1,2357,17.0,17.0,17.0,18.5,-2.5
xApvaV01StateLog_ES.csv,281.0,1,2358,11.5,11.5,11.5,16.5,-5.75
xApvaV01StateLog_ES.csv,282.0,1,2359,11.5,11.5,11.5,21.75,-0.5
xApvaV01StateLog_ES.csv,283.0,1,2360,1.0,1.0,1.0,14.0,-0.75
xApvaV01StateLog_ES.csv,284.0,1,2363,-8.0,-8.0,-8.0,2.25,-14.5
xApvaV01StateLog_ES.csv,285.0,1,2364,-3.75,-3.75,-3.75,9.25,-4.75
xApvaV01StateLog_ES.csv,286.0,1,2365,1.25,1.25,1.25,6.5,-10.0
xApvaV01StateLog_ES.csv,287.0,1,2387,7.5,7.5,7.5,7.75,-2.0
xApvaV01StateLog_ES.csv,288.0,1,2397,10.25,10.25,10.25,12.75,-0.25
