Candidate,ValidationMode,DatasetCode,RegimeYear,TimeBlock,RegimeWeek,Count,Mean,Median,ProfitFactor,SumContribution,PositiveFraction,ContributionShareOfNet,AbsoluteContributionShare,NegativeBlock,ContributionRankBestToWorst
PriorSlope_DominantPressureValue_Q3,Reference,092020,2020,B07_2020-W18,2020-W18,2,-0.21915660830518163,-0.21915660830518163,0.42514873773918627,-0.43831321661036327,0.5,-0.0022153995614325743,0.0008495215696482345,True,67
PriorSlope_DominantPressureValue_Q3,Reference,092024,2024,B03_2024-W31,2024-W31,7,-0.06308769486637351,-0.0907617504051863,0.8521118385249377,-0.44161386406461456,0.42857142857142855,-0.0022320822728943463,0.0008559187557241534,True,68
PriorSlope_DominantPressureValue_Q3,Reference,062019,2019,B08_2019-W23,2019-W23,6,-0.15449490405278699,0.0032404853833425014,0.7705984758004074,-0.9269694243167219,0.5,-0.004685251501138779,0.001796615959818272,True,69
PriorSlope_DominantPressureValue_Q3,Reference,062016,2016,B08_2016-W23,2016-W23,1,-0.9271523178807948,-0.9271523178807948,0.0,-0.9271523178807948,0.0,-0.004686175913878986,0.0017969704369860638,True,70
PriorSlope_DominantPressureValue_Q3,Reference,092020,2020,B01_2020-W12,2020-W12,2,-0.5119974059662775,-0.5119974059662775,0.4880025940337225,-1.023994811932555,0.5,-0.005175654238328019,0.001984666779322541,True,71
PriorSlope_DominantPressureValue_Q3,Reference,092024,2024,B06_2024-W34,2024-W34,14,-0.07737381875004361,-0.19438096951204614,0.8247598453267446,-1.0832334625006106,0.42857142857142855,-0.005475068619448519,0.00209948081984725,True,72
PriorSlope_DominantPressureValue_Q3,Reference,032024,2024,B02_2024-W04,2024-W04,14,-0.09236129456781825,-0.7681311018131102,0.9015393878829556,-1.2930581239494554,0.2857142857142857,-0.006535601237073718,0.0025061547894879763,True,73
PriorSlope_DominantPressureValue_Q3,Reference,062019,2019,B01_2019-W16,2019-W16,1,-1.3548387096774193,-1.3548387096774193,0.0,-1.3548387096774193,0.0,-0.006847863512861873,0.0026258955095312475,True,74
PriorSlope_DominantPressureValue_Q3,Reference,062016,2016,B02_2016-W17,2016-W17,9,-0.15786546315362676,0.1443298969072164,0.7398880692546019,-1.4207891683826408,0.5555555555555556,-0.007181201892255771,0.0027537181146344045,True,75
PriorSlope_DominantPressureValue_Q3,Reference,032024,2024,B06_2024-W08,2024-W08,17,-0.08818056943414128,0.128440366972477,0.841838167754117,-1.4990696803804018,0.5294117647058824,-0.007576860990308295,0.002905438347803465,True,76
PriorSlope_DominantPressureValue_Q3,Reference,062016,2016,B07_2016-W22,2016-W22,11,-0.1447619567366132,-0.2978723404255319,0.6500887975024044,-1.5923815241027455,0.36363636363636365,-0.008048494082409898,0.0030862917214680868,True,77
PriorSlope_DominantPressureValue_Q3,Reference,122022,2022,B06_2022-W47,2022-W47,7,-0.22810489720970842,-0.1482602118003025,0.6885937045242599,-1.596734280467959,0.42857142857142855,-0.00807049454732193,0.003094728063972811,True,78
PriorSlope_DominantPressureValue_Q3,Reference,092020,2020,B05_2020-W16,2020-W16,3,-0.7739226021383848,-0.6683716965046888,0.0,-2.3217678064151546,0.0,-0.011735086201274244,0.004499959746862688,True,79
PriorSlope_DominantPressureValue_Q3,Reference,092022,2022,B04_2022-W32,2022-W32,8,-0.2930197031262546,-0.37129987129987124,0.4971947562803198,-2.3441576250100367,0.375,-0.011848252750709488,0.004543354819418238,True,80
PriorSlope_DominantPressureValue_Q3,Reference,062016,2016,B01_2016-W16,2016-W16,9,-0.30117753233125655,0.1142857142857142,0.600872284298527,-2.710597790981309,0.5555555555555556,-0.013700378929477426,0.005253574847428031,True,81
PriorSlope_DominantPressureValue_Q3,Reference,032024,2024,B07_2024-W09,2024-W09,7,-0.4325052676088383,0.1978798586572438,0.48174947197794016,-3.027536873261868,0.5714285714285714,-0.015302308046092141,0.005867853806990406,True,82
PriorSlope_DominantPressureValue_Q3,Reference,122023,2023,B02_2023-W43,2023-W43,9,-0.35029231350832823,-1.1177644710578842,0.5970024358132857,-3.152630821574954,0.3333333333333333,-0.015934579827385553,0.006110306015359236,True,83
PriorSlope_DominantPressureValue_Q3,Reference,LegacyGenerated,LegacyGenerated,B08_2024-W36,2024-W36,6,-0.5652288486009839,-0.31427343135467223,0.26729204819571717,-3.391373091605903,0.3333333333333333,-0.017141272895899968,0.006573026965337725,True,84
PriorSlope_DominantPressureValue_Q3,Reference,062021,2021,B04_2021-W19,2021-W19,6,-0.5912001478318111,-0.5208778791829639,0.16701181148398356,-3.5472008869908667,0.16666666666666666,-0.017928885079316594,0.006875046316599806,True,85
PriorSlope_DominantPressureValue_Q3,Reference,122017,2017,B08_2017-W49,2017-W49,23,-0.15491425122123653,-0.1085271317829457,0.7705210375449275,-3.5630277780884403,0.4782608695652174,-0.01800888012912951,0.006905721379222466,True,86
PriorSlope_DominantPressureValue_Q3,Reference,092024,2024,B08_2024-W36,2024-W36,7,-0.5362060081604492,-0.3620689655172413,0.24790002149756155,-3.753442057123144,0.2857142857142857,-0.018971305386406154,0.007274774903229695,True,87
PriorSlope_DominantPressureValue_Q3,Reference,122023,2023,B08_2023-W49,2023-W49,13,-0.3189794076488163,-0.8127721335268505,0.5560621705928986,-4.146732299434612,0.3076923076923077,-0.020959141931857786,0.008037034701279037,True,88
PriorSlope_DominantPressureValue_Q3,Reference,092022,2022,B07_2022-W35,2022-W35,11,-0.379052737732348,-1.8746130030959751,0.6488660208152699,-4.169580115055828,0.45454545454545453,-0.02107462337021909,0.008081317445796009,True,89
PriorSlope_DominantPressureValue_Q3,Reference,122022,2022,B08_2022-W49,2022-W49,4,-1.0804525920751993,-1.448051948051948,0.1172960255725163,-4.321810368300797,0.25,-0.021844052224963096,0.008376364181289672,True,90
PriorSlope_DominantPressureValue_Q3,Reference,122023,2023,B03_2023-W44,2023-W44,18,-0.24118728551351293,0.0312881158190592,0.5631112324015638,-4.341371139243233,0.5,-0.02194291970539702,0.008414276104099243,True,91
PriorSlope_DominantPressureValue_Q3,Reference,122017,2017,B01_2017-W42,2017-W42,20,-0.23256161170649614,0.0,0.486771680510847,-4.651232234129923,0.45,-0.02350907401629297,0.00901483678473932,True,92
PriorSlope_DominantPressureValue_Q3,Reference,122022,2022,B02_2022-W43,2022-W43,9,-0.5310965874980248,-0.5720771850170261,0.3577745313610511,-4.7798692874822235,0.3333333333333333,-0.024159253980713252,0.009264156101012447,True,93
PriorSlope_DominantPressureValue_Q3,Reference,062016,2016,B03_2016-W18,2016-W18,14,-0.3515025040961663,-0.4819759679572764,0.43698485379887664,-4.921035057346328,0.35714285714285715,-0.024872758782290425,0.009537758086649492,True,94
PriorSlope_DominantPressureValue_Q3,Reference,CanonicalOriginal,CanonicalOriginal,B01_2026-W14,2026-W14,11,-0.4487787703188518,-0.322,0.38194258337891784,-4.93656647350737,0.2727272727272727,-0.024951260390838052,0.009567860471282164,True,95
PriorSlope_DominantPressureValue_Q3,Reference,LegacyGenerated,LegacyGenerated,B07_2024-W35,2024-W35,4,-1.2380645161290322,-2.0,0.17462365591397852,-4.952258064516129,0.25,-0.025030571583203685,0.009598273300553265,True,96
PriorSlope_DominantPressureValue_Q3,Reference,092024,2024,B07_2024-W35,2024-W35,8,-0.6693144790363923,-0.3694272521858728,0.20542640758641334,-5.354515832291138,0.375,-0.027063733369205218,0.010377913606465368,True,97
PriorSlope_DominantPressureValue_Q3,Reference,062016,2016,B04_2016-W19,2016-W19,11,-0.4941836394108668,-0.7777777777777778,0.4963482541274822,-5.436020033519535,0.36363636363636365,-0.027475686202963395,0.010535881868284913,True,98
PriorSlope_DominantPressureValue_Q3,Reference,122023,2023,B04_2023-W45,2023-W45,13,-0.44897036507351856,-1.0037735849056604,0.5357158317715932,-5.836614745955742,0.38461538461538464,-0.02950044228288854,0.011312298905246201,True,99
PriorSlope_DominantPressureValue_Q3,Reference,062023,2023,B02_2023-W20,2023-W20,12,-0.4971639126165617,-0.3833592333592333,0.37385547650108747,-5.96596695139874,0.25,-0.030154236894479044,0.011563004301390076,True,100
PriorSlope_DominantPressureValue_Q3,Reference,062021,2021,B07_2021-W22,2021-W22,6,-1.0571477249350216,-1.1187596899224808,0.0,-6.34288634961013,0.0,-0.032059329047415965,0.012293534768337071,True,101
PriorSlope_DominantPressureValue_Q3,Reference,122023,2023,B01_2023-W42,2023-W42,4,-1.5978260869565217,-2.0,0.0,-6.391304347826087,0.0,-0.03230405178893536,0.012387376642788713,True,102
PriorSlope_DominantPressureValue_Q3,Reference,122017,2017,B06_2017-W47,2017-W47,21,-0.3086697771944708,-0.1971830985915493,0.48263628983570644,-6.482065321083887,0.3333333333333333,-0.03276279182398492,0.01256328601887606,True,103
PriorSlope_DominantPressureValue_Q3,Reference,062019,2019,B04_2019-W19,2019-W19,13,-0.5493923401949761,-0.4615384615384615,0.26321528446987774,-7.142100422534689,0.38461538461538464,-0.036098857036875966,0.013842540292209693,True,104
PriorSlope_DominantPressureValue_Q3,Reference,122017,2017,B07_2017-W48,2017-W48,24,-0.30373829180756895,-0.39011180992313066,0.6092352675776025,-7.289719003381655,0.4166666666666667,-0.03684497676786821,0.014128648864249029,True,105
PriorSlope_DominantPressureValue_Q3,Reference,062019,2019,B02_2019-W17,2019-W17,10,-0.890125312583827,-1.0150408878504673,0.12442751952175371,-8.90125312583827,0.2,-0.04499027527320103,0.017252061404345966,True,106
PriorSlope_DominantPressureValue_Q3,Reference,CanonicalOriginal,CanonicalOriginal,B06_2026-W19,2026-W19,57,-0.17317463862432914,-0.1292613636363636,0.7142705811877069,-9.870954401586761,0.45614035087719296,-0.049891509595148285,0.01913149857084157,True,107
PriorSlope_DominantPressureValue_Q3,Spacing_10,092022,2022,B05_2022-W33,2022-W33,8,4.360356005213009,0.5411455250871309,9.116306227525204,34.88284804170407,0.625,0.2016562419030523,0.07298993737282905,False,1
PriorSlope_DominantPressureValue_Q3,Spacing_10,CanonicalOriginal,CanonicalOriginal,B05_2026-W18,2026-W18,36,0.8579999303784844,0.4759846347873805,3.3083273753682,30.887997493625438,0.6666666666666666,0.1785621829682208,0.06463098999073831,False,2
PriorSlope_DominantPressureValue_Q3,Spacing_10,CanonicalOriginal,CanonicalOriginal,B02_2026-W15,2026-W15,34,0.6322797767383553,0.14169252511597896,2.4300242677306003,21.497512409104083,0.5294117647058824,0.12427619320249707,0.04498205199690655,False,3
PriorSlope_DominantPressureValue_Q3,Spacing_10,CanonicalOriginal,CanonicalOriginal,B08_2026-W21,2026-W21,29,0.5264487312863569,-0.0665610142630745,2.1423078559031206,15.267013207304352,0.4827586206896552,0.08825794570410493,0.03194516504326296,False,4
PriorSlope_DominantPressureValue_Q3,Spacing_10,062016,2016,B05_2016-W20,2016-W20,11,1.3335898045283523,0.9921259842519684,3.8494741138899857,14.669487849811876,0.6363636363636364,0.08480367735165695,0.03069488472297743,False,5
PriorSlope_DominantPressureValue_Q3,Spacing_10,062023,2023,B01_2023-W19,2023-W19,9,1.5610424174152655,-0.0585774058577405,3.9013268201557345,14.04938175673739,0.4444444444444444,0.0812188707395052,0.02939735578142128,False,6
PriorSlope_DominantPressureValue_Q3,Spacing_10,092024,2024,B02_2024-W30,2024-W30,14,0.9506149084951145,0.4195780779104811,4.389741808127774,13.308608718931604,0.7857142857142857,0.07693649371775428,0.02784733963674517,False,7
PriorSlope_DominantPressureValue_Q3,Spacing_10,122022,2022,B01_2022-W42,2022-W42,7,1.7577614394619896,1.0871331828442437,4.076082519058482,12.304330076233928,0.7142857142857143,0.07113080214498504,0.02574595631082703,False,8
PriorSlope_DominantPressureValue_Q3,Spacing_10,CanonicalOriginal,CanonicalOriginal,B03_2026-W16,2026-W16,30,0.3156145628374646,-0.15249220436555525,1.5834600731525152,9.468436885123937,0.4666666666666667,0.05473662576712761,0.019812046723866633,False,9
PriorSlope_DominantPressureValue_Q3,Spacing_10,CanonicalOriginal,CanonicalOriginal,B07_2026-W20,2026-W20,38,0.23174319121772768,0.43646180785040134,1.5116481174976275,8.806241266273652,0.6052631578947368,0.050908501419529434,0.018426448372187924,False,10
PriorSlope_DominantPressureValue_Q3,Spacing_10,062021,2021,B02_2021-W17,2021-W17,16,0.48970340323784783,0.18747936612743477,2.193048865260378,7.835254451805565,0.625,0.04529526847166474,0.016394725885161138,False,11
PriorSlope_DominantPressureValue_Q3,Spacing_10,062021,2021,B05_2021-W20,2021-W20,8,0.8589977735570378,0.7009940904301617,6.518545073468314,6.871982188456302,0.75,0.039726633011503205,0.014379145560676505,False,12
PriorSlope_DominantPressureValue_Q3,Spacing_10,032024,2024,B08_2024-W10,2024-W10,6,1.0955509122164384,0.8609715242881073,148.1950904199373,6.57330547329863,0.8333333333333334,0.037999995787081714,0.013754185273373777,False,13
PriorSlope_DominantPressureValue_Q3,Spacing_10,092022,2022,B02_2022-W30,2022-W30,6,1.0696037028164411,1.5560999685915555,4.208811108449323,6.417622216898647,0.8333333333333334,0.03709999758810105,0.013428428869508832,False,14
PriorSlope_DominantPressureValue_Q3,Spacing_10,122017,2017,B05_2017-W46,2017-W46,21,0.30454230385828956,0.411764705882353,1.6087063951006897,6.395388381024081,0.6190476190476191,0.03697146474066285,0.013381906111788414,False,15
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B14_2020-W34,2020-W34,5,1.2616927238136024,1.435897435897436,24.721198349629038,6.308463619068013,0.6,0.03646895643619696,0.013200022083175379,False,16
PriorSlope_DominantPressureValue_Q3,Spacing_10,062021,2021,B01_2021-W16,2021-W16,3,1.946383370959553,0.1613559322033898,96.1990009474682,5.839150112878659,0.6666666666666666,0.03375587527323276,0.01221801615911694,False,17
PriorSlope_DominantPressureValue_Q3,Spacing_10,092022,2022,B03_2022-W31,2022-W31,9,0.5950447870863856,1.2156862745098038,2.856800339265911,5.355403083777471,0.7777777777777778,0.030959354536058838,0.011205809090583581,False,18
PriorSlope_DominantPressureValue_Q3,Spacing_10,062019,2019,B03_2019-W18,2019-W18,16,0.32556152862567295,0.36106194690265486,1.6072305722933358,5.208984458010767,0.625,0.030112914767682616,0.010899438283012179,False,19
PriorSlope_DominantPressureValue_Q3,Spacing_10,062021,2021,B08_2021-W23,2021-W23,3,1.7200203460765475,1.127403846153846,11.697912259615386,5.160061038229642,0.6666666666666666,0.029830090585370662,0.010797069424207424,False,20
PriorSlope_DominantPressureValue_Q3,Spacing_10,062021,2021,B06_2021-W21,2021-W21,8,0.64321099068283,0.46407220110772585,2.6369358358388877,5.14568792546264,0.75,0.02974700023960597,0.01076699468376588,False,21
PriorSlope_DominantPressureValue_Q3,Spacing_10,122022,2022,B07_2022-W48,2022-W48,12,0.41007912209959324,0.37269085081585085,1.5942165919744105,4.920949465195119,0.5833333333333334,0.028447796881713727,0.010296745060782656,False,22
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B12_2020-W32,2020-W32,6,0.7308228421233576,-0.09893581642833393,2.20152229976213,4.3849370527401454,0.5,0.02534913221477392,0.009175176306724113,False,23
PriorSlope_DominantPressureValue_Q3,Spacing_10,122017,2017,B03_2017-W44,2017-W44,23,0.19002446790873878,0.0,1.3832789716202158,4.370562761900992,0.43478260869565216,0.025266035058624865,0.009145099101248392,False,24
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B16_2020-W36,2020-W36,4,1.0574487978962912,1.1158209341920202,inf,4.229795191585165,1.0,0.024452263798383278,0.008850552734816565,False,25
PriorSlope_DominantPressureValue_Q3,Spacing_10,092022,2022,B06_2022-W34,2022-W34,11,0.38302482898139556,0.6798076923076922,1.8594818889981664,4.213273118795351,0.6363636363636364,0.024356750407296086,0.008815981444744263,False,26
PriorSlope_DominantPressureValue_Q3,Spacing_10,062023,2023,B03_2023-W21,2023-W21,5,0.7707506188991455,0.5266990291262136,6.064932638480099,3.853753094495728,0.8,0.02227838063363312,0.008063710757828597,False,27
PriorSlope_DominantPressureValue_Q3,Spacing_10,092024,2024,B01_2024-W29,2024-W29,5,0.7480309228777384,0.9406392694063926,inf,3.740154614388692,1.0,0.021621672713543105,0.00782601382612313,False,28
PriorSlope_DominantPressureValue_Q3,Spacing_10,LegacyGenerated,LegacyGenerated,B01_2024-W29,2024-W29,5,0.7480309228777384,0.9406392694063926,inf,3.740154614388692,1.0,0.021621672713543105,0.00782601382612313,False,28
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B15_2020-W35,2020-W35,5,0.7333092657819363,0.3368983957219251,2.833273164454841,3.6665463289096816,0.8,0.02119614638596578,0.007671993599884406,False,30
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B02_2020-W13,2020-W13,4,0.8912394548765686,-0.3221865291664451,2.2598136360103283,3.5649578195062746,0.5,0.020608867589167648,0.007459426697941972,False,31
PriorSlope_DominantPressureValue_Q3,Spacing_10,062019,2019,B06_2019-W21,2019-W21,11,0.2920425325405742,0.4299424184261036,1.8925819199324059,3.2124678579463164,0.6363636363636364,0.01857113830537319,0.006721865929163775,False,32
PriorSlope_DominantPressureValue_Q3,Spacing_10,032024,2024,B05_2024-W07,2024-W07,9,0.3385902079923652,-0.0713765477057538,1.46422480822203,3.047311871931287,0.3333333333333333,0.01761637866453863,0.006376288496335675,False,33
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B03_2020-W14,2020-W14,6,0.4566001992976168,0.32862166519427044,2.2437328900713265,2.739601195785701,0.5,0.015837516500796144,0.0057324252729553625,False,34
PriorSlope_DominantPressureValue_Q3,Spacing_10,092024,2024,B05_2024-W33,2024-W33,8,0.28943950089017145,0.30209771893899706,3.8413711637231622,2.3155160071213716,0.75,0.013385898293172927,0.00484505646280698,False,35
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B06_2020-W17,2020-W17,3,0.7585178040350455,2.061007957559682,2.137776706052568,2.2755534121051366,0.6666666666666666,0.01315487625282711,0.004761437507611478,False,36
PriorSlope_DominantPressureValue_Q3,Spacing_10,122023,2023,B07_2023-W48,2023-W48,10,0.21428960867456232,0.17723676202069386,1.4831540487325656,2.142896086745623,0.6,0.012387989969318157,0.004483861265601025,False,37
PriorSlope_DominantPressureValue_Q3,Spacing_10,092024,2024,B04_2024-W32,2024-W32,7,0.302644155268967,0.2322606436138317,1.95482099690491,2.118509086882769,0.7142857142857143,0.012247009773614126,0.004432833161744,False,38
PriorSlope_DominantPressureValue_Q3,Spacing_10,062023,2023,B04_2023-W22,2023-W22,9,0.23034222680703254,0.1264516129032258,1.4520407797886492,2.073080041263293,0.5555555555555556,0.011984386417805751,0.0043377760382342255,False,39
PriorSlope_DominantPressureValue_Q3,Spacing_10,LegacyGenerated,LegacyGenerated,B05_2024-W33,2024-W33,4,0.5160891269844801,0.4203653004141258,15.308939680735412,2.0643565079379202,0.75,0.011933956047429814,0.004319522650485396,False,40
PriorSlope_DominantPressureValue_Q3,Spacing_10,LegacyGenerated,LegacyGenerated,B02_2024-W30,2024-W30,6,0.3065313567145895,0.4594415515419712,1.9195940701437686,1.839188140287537,0.8333333333333334,0.010632267413476091,0.0038483734761549405,False,41
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B04_2020-W15,2020-W15,3,0.5821806556898478,0.0411764705882352,6.073288571011531,1.7465419670695435,0.6666666666666666,0.010096683876962565,0.0036545177917529947,False,42
PriorSlope_DominantPressureValue_Q3,Spacing_10,122023,2023,B05_2023-W46,2023-W46,6,0.29106500259741547,0.15960856684959446,4.305666815213504,1.7463900155844927,0.8333333333333334,0.010095805451973004,0.0036541998438215555,False,43
PriorSlope_DominantPressureValue_Q3,Spacing_10,LegacyGenerated,LegacyGenerated,B06_2024-W34,2024-W34,6,0.28441461296252496,0.22189622121502234,1.6642142567008875,1.7064876777751496,0.5,0.009865131755944567,0.0035707069726474065,False,44
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B10_2020-W30,2020-W30,2,0.7941646191646193,0.7941646191646193,4.565637065637066,1.5883292383292387,0.5,0.009182062907342955,0.003323468642654471,False,45
PriorSlope_DominantPressureValue_Q3,Spacing_10,032024,2024,B03_2024-W05,2024-W05,9,0.15474366469569645,0.927710843373494,1.2321154970435446,1.392692982261268,0.6666666666666666,0.008051098138311357,0.0029141133611939618,False,46
PriorSlope_DominantPressureValue_Q3,Spacing_10,092022,2022,B08_2022-W36,2022-W36,2,0.6273902749954471,0.6273902749954471,inf,1.2547805499908942,1.0,0.0072538323081215855,0.0026255411728705064,False,47
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B13_2020-W33,2020-W33,3,0.3795497324406689,0.3359999999999999,2.2174396551724134,1.1386491973220068,0.6666666666666666,0.006582481960858432,0.00238254438120401,False,48
PriorSlope_DominantPressureValue_Q3,Spacing_10,032024,2024,B02_2024-W04,2024-W04,11,0.09850707957456582,-0.8333333333333334,1.1007406918696552,1.083577875320224,0.36363636363636365,0.006264117020638091,0.0022673114638933783,False,49
PriorSlope_DominantPressureValue_Q3,Spacing_10,062019,2019,B08_2019-W23,2019-W23,5,0.21460611513665567,0.0472972972972972,1.5257849820848064,1.0730305756832783,0.6,0.006203143535776159,0.0022452419717741354,False,50
PriorSlope_DominantPressureValue_Q3,Spacing_10,122017,2017,B04_2017-W45,2017-W45,25,0.03670797365690927,-0.4827586206896551,1.0443064026561746,0.9176993414227317,0.44,0.005305180361619744,0.0019202221497926595,False,51
PriorSlope_DominantPressureValue_Q3,Spacing_10,LegacyGenerated,LegacyGenerated,B03_2024-W31,2024-W31,2,0.4338662962447516,0.4338662962447516,2.1083251162135515,0.8677325924895032,0.5,0.005016324738422299,0.0018156701971825979,False,52
PriorSlope_DominantPressureValue_Q3,Spacing_10,062019,2019,B05_2019-W20,2019-W20,9,0.08272670398248677,0.1191489361702127,1.195466815649567,0.744540335842381,0.5555555555555556,0.004304155609418996,0.001557898954228444,False,53
PriorSlope_DominantPressureValue_Q3,Spacing_10,122022,2022,B04_2022-W45,2022-W45,13,0.05697495453650781,-0.0334128878281622,1.0981919690737332,0.7406744089746016,0.46153846153846156,0.004281806852726411,0.0015498097706953275,False,54
PriorSlope_DominantPressureValue_Q3,Spacing_10,062016,2016,B02_2016-W17,2016-W17,7,0.10496662673898781,0.5932203389830508,1.2222075767660023,0.7347663871729146,0.7142857142857143,0.004247652833186919,0.001537447645309611,False,55
PriorSlope_DominantPressureValue_Q3,Spacing_10,032024,2024,B01_2024-W03,2024-W03,2,0.24045863040191556,0.24045863040191556,3.622144112478032,0.4809172608038311,0.5,0.00278016196854301,0.0010062859748612815,False,56
PriorSlope_DominantPressureValue_Q3,Spacing_10,092024,2024,B06_2024-W34,2024-W34,13,0.027534077545201898,-0.0635785649409627,1.0755114806313695,0.3579430080876247,0.46153846153846156,0.0020692531108735153,0.0007489708899950667,False,57
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B11_2020-W31,2020-W31,5,0.058896127045859725,0.2545454545454546,1.163951642006496,0.2944806352292986,0.6,0.0017023798671074043,0.0006161802814151011,False,58
PriorSlope_DominantPressureValue_Q3,Spacing_10,062021,2021,B03_2021-W18,2021-W18,10,0.029356635226590842,0.4598007246376812,1.0631325488743888,0.29356635226590844,0.7,0.0016970944366800256,0.0006142672077991191,False,59
PriorSlope_DominantPressureValue_Q3,Spacing_10,122022,2022,B03_2022-W44,2022-W44,9,0.028867284600213247,-0.5711297071129706,1.0334450272946833,0.25980556140191924,0.3333333333333333,0.0015019247589872066,0.0005436250971585634,False,60
PriorSlope_DominantPressureValue_Q3,Spacing_10,092022,2022,B01_2022-W29,2022-W29,7,0.024359206036775913,-0.4375,1.0392401967340945,0.1705144422574314,0.42857142857142855,0.0009857366455491077,0.00035678963044110426,False,61
PriorSlope_DominantPressureValue_Q3,Spacing_10,LegacyGenerated,LegacyGenerated,B04_2024-W32,2024-W32,5,0.01751625036624447,0.1204424416222859,1.0394732402619595,0.08758125183122234,0.6,0.000506303444154967,0.0001832576880922193,False,62
PriorSlope_DominantPressureValue_Q3,Spacing_10,122022,2022,B05_2022-W46,2022-W46,3,-0.04580611562333725,-0.0429777436684574,0.847248639652425,-0.13741834687001175,0.3333333333333333,-0.0007944095437736773,0.0002875383489309226,True,63
PriorSlope_DominantPressureValue_Q3,Spacing_10,122023,2023,B06_2023-W47,2023-W47,7,-0.04278440573523986,-0.2170542635658915,0.8869744764562053,-0.29949084014667904,0.2857142857142857,-0.0017313436459134013,0.0006266637873119657,True,64
PriorSlope_DominantPressureValue_Q3,Spacing_10,032024,2024,B04_2024-W06,2024-W06,13,-0.03187452486362941,0.0585774058577405,0.9521926478220297,-0.4143688232271824,0.5384615384615384,-0.0023954483175767033,0.0008670379901447811,True,65
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B07_2020-W18,2020-W18,2,-0.21915660830518163,-0.21915660830518163,0.42514873773918627,-0.43831321661036327,0.5,-0.0025338698242876184,0.0009171399706762818,True,66
PriorSlope_DominantPressureValue_Q3,Spacing_10,062016,2016,B07_2016-W22,2016-W22,9,-0.04893553213821971,0.0,0.8704211050088746,-0.4404197892439774,0.4444444444444444,-0.0025460478299390655,0.0009215478276383908,True,67
PriorSlope_DominantPressureValue_Q3,Spacing_10,092024,2024,B03_2024-W31,2024-W31,7,-0.06308769486637351,-0.0907617504051863,0.8521118385249377,-0.44161386406461456,0.42857142857142855,-0.002552950725040775,0.000924046346287802,True,68
PriorSlope_DominantPressureValue_Q3,Spacing_10,062019,2019,B07_2019-W22,2019-W22,10,-0.060189512507705635,0.1346153846153846,0.894279856054772,-0.6018951250770563,0.5,-0.0034795297906207727,0.0012594237555334459,True,69
PriorSlope_DominantPressureValue_Q3,Spacing_10,062016,2016,B08_2016-W23,2016-W23,1,-0.9271523178807948,-0.9271523178807948,0.0,-0.9271523178807948,0.0,-0.0053598276113240115,0.0019400018466464242,True,70
PriorSlope_DominantPressureValue_Q3,Spacing_10,122017,2017,B02_2017-W43,2017-W43,15,-0.06327765671602527,-0.2837837837837837,0.9125654887177487,-0.9491648507403789,0.4666666666666667,-0.005487081115565529,0.001986061543174572,True,71
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B01_2020-W12,2020-W12,2,-0.5119974059662775,-0.5119974059662775,0.4880025940337225,-1.023994811932555,0.5,-0.005919669897815326,0.002142638041013805,True,72
PriorSlope_DominantPressureValue_Q3,Spacing_10,062016,2016,B06_2016-W21,2016-W21,14,-0.08410163432362812,-0.3181818181818182,0.8655072918232334,-1.1774228805307936,0.35714285714285715,-0.006806630953259383,0.0024636756209966944,True,73
PriorSlope_DominantPressureValue_Q3,Spacing_10,062019,2019,B01_2019-W16,2019-W16,1,-1.3548387096774193,-1.3548387096774193,0.0,-1.3548387096774193,0.0,-0.007832264219128313,0.002834905924293,True,74
PriorSlope_DominantPressureValue_Q3,Spacing_10,122022,2022,B06_2022-W47,2022-W47,7,-0.22810489720970842,-0.1482602118003025,0.6885937045242599,-1.596734280467959,0.42857142857142855,-0.009230652093888295,0.0033410556097102496,True,75
PriorSlope_DominantPressureValue_Q3,Spacing_10,092022,2022,B07_2022-W35,2022-W35,10,-0.21695801150558275,-0.8532357050878105,0.7802870740984379,-2.1695801150558274,0.5,-0.012542249187528701,0.004539695741985755,True,76
PriorSlope_DominantPressureValue_Q3,Spacing_10,092020,2020,B05_2020-W16,2020-W16,3,-0.7739226021383848,-0.6683716965046888,0.0,-2.3217678064151546,0.0,-0.013422039675585544,0.0048581379187240875,True,77
PriorSlope_DominantPressureValue_Q3,Spacing_10,092022,2022,B04_2022-W32,2022-W32,8,-0.2930197031262546,-0.37129987129987124,0.4971947562803198,-2.3441576250100367,0.375,-0.013551474252410723,0.00490498705945582,True,78
