ValidationMode,Dataset,Regime,TimeBlock,RegimeWeek,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,ES_Count,NQ_Count,PositiveContribution,NegativeContribution,PositiveCount,NegativeCount,Top1PctWinContributionShare,Top5PctWinContributionShare,Top10PctWinContributionShare,NetContributionShare,AbsoluteNetContributionShare
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B01_2024-W29,2024-W29,9,0.29671619083328804,0.1772899957788096,1.3695109710885074,0.6666666666666666,3.2092042086943158,-0.6618181818181819,-0.1700404858299595,0.9406392694063926,1.0118549427754797,1.236749116607774,2.6704457174995926,0.0,4,5,3.879227462070811,-1.2087817445712183,6,3,0.31881325049899806,0.31881325049899806,0.31881325049899806,0.017028257802473346,0.009232205564081625
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B07_2022-W48,2022-W48,9,0.2925030484335841,0.2349650349650349,0.36671524461546706,0.5555555555555556,1.4190983677956392,-2.0,-2.0,0.8456375838926175,2.5669859945969007,5.4855769230769225,2.632527435902257,0.3333333333333333,4,5,8.913934471078136,-6.28140703517588,5,4,0.6153934540213695,0.6153934540213695,0.6153934540213695,0.016786469598266456,0.009101115323958298
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B08_2020-W19,2020-W19,2,-1.284175642087821,-1.284175642087821,-1.7939814814814818,0.0,0.0,-2.0,-1.6420878210439105,-0.9262634631317317,-0.7115161557580779,-0.5683512841756422,-2.568351284175642,0.5,0,2,0.0,-2.568351284175642,0,2,,,,-0.016377246505203672,0.008879246958999895
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B02_2022-W43,2022-W43,5,-0.4747672209956907,-0.5720771850170261,-1.0112457400815054,0.4,0.3009095614231892,-2.0,-0.8235294117647058,0.448,0.5234622950819673,0.5737704918032788,-2.3738361049784533,0.2,4,1,1.0217704918032788,-3.3956065967817315,2,3,0.5615453728661276,0.5615453728661276,0.5615453728661276,-0.015136908760774484,0.008206773406021602
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B04_2022-W32,2022-W32,8,-0.2930197031262546,-0.37129987129987124,-0.7995706557184048,0.375,0.4971947562803198,-2.0,-0.9211503767377693,0.5226216678894595,0.8081906066834132,1.1920529801324504,-2.3441576250100367,0.125,4,4,2.3180006445980896,-4.662158269608126,3,5,0.5142591236591897,0.5142591236591897,0.5142591236591897,-0.014947662147455966,0.00810416962489908
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B05_2020-W16,2020-W16,3,-0.7739226021383848,-0.6683716965046888,-1.8151914033654284,0.0,0.0,-1.5594936708860758,-1.1139326836953822,-0.3811370677645395,-0.2087962905204499,-0.0939024390243902,-2.3217678064151546,0.0,0,3,0.0,-2.3217678064151546,0,3,,,,-0.014804892121955786,0.008026764041832597
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B06_2020-W17,2020-W17,3,0.7585178040350455,2.061007957559682,0.5496621857196374,0.6666666666666666,2.137776706052568,-2.0,0.030503978779841123,2.137776706052568,2.1838379551483,2.214545454545455,2.2755534121051366,0.3333333333333333,0,3,4.275553412105136,-2.0,2,1,0.5179552776198598,0.5179552776198598,0.5179552776198598,0.01451020325584658,0.007866992665281606
Spacing_20,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B05_2024-W33,2024-W33,4,0.5160891269844801,0.4203653004141258,1.6211932548131165,0.75,15.308939680735412,-0.1442704039571311,0.17844261378284923,0.7580118136157565,1.1239425120863826,1.3678963110667997,2.0643565079379202,0.0,0,4,2.2086269118950512,-0.1442704039571311,3,1,0.6193424084890435,0.6193424084890435,0.6193424084890435,0.013163493488380891,0.007136847423611968
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B02_2024-W30,2024-W30,11,-0.18569962921137215,0.2786069651741293,-0.5640531515359908,0.6363636363636364,0.6433998431212526,-2.0,-0.8641265040436584,0.5349006944751626,0.7747035573122529,0.9265148259561669,-2.0426959213250937,0.18181818181818182,6,5,3.6855570867622234,-5.728253008087317,7,4,0.2513907135732671,0.2513907135732671,0.461590566424504,-0.0130253734544933,0.007061962925141259
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B10_2020-W30,2020-W30,1,2.033783783783784,2.033783783783784,,1.0,inf,2.033783783783784,2.033783783783784,2.033783783783784,2.033783783783784,2.033783783783784,2.033783783783784,0.0,1,0,2.033783783783784,0.0,1,0,1.0,1.0,1.0,0.012968544673204081,0.007031152081371787
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B01_2022-W29,2022-W29,6,-0.33391728077179766,-0.49592391304347827,-0.5840172906674445,0.3333333333333333,0.5389371263713619,-2.0,-1.1537528332989904,0.140625,1.1709493219129192,2.0085653104925054,-2.003503684630786,0.16666666666666666,2,4,2.341898643825839,-4.345402328456625,2,4,0.8576653459311185,0.8576653459311185,0.8576653459311185,-0.012775461798954724,0.006926468395779779
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B07_2024-W35,2024-W35,10,0.19890902088033294,0.2715876715876715,0.3182526232833999,0.6,1.2892219122943034,-2.0,-1.7193460490463215,1.027582767402377,2.7074409309980014,3.712707182320442,1.9890902088033293,0.3,6,4,8.866474404988615,-6.877384196185286,6,4,0.41873545365805515,0.41873545365805515,0.41873545365805515,0.012683553403059877,0.006876638447595474
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B04_2020-W15,2020-W15,3,0.5821806556898478,0.0411764705882352,0.784491415536526,0.6666666666666666,6.073288571011531,-0.3442622950819672,-0.151542912246866,1.0454021310757553,1.6479375273682675,2.0496277915632755,1.7465419670695435,0.0,0,3,2.0908042621515106,-0.3442622950819672,2,1,0.9803059179983385,0.9803059179983385,0.9803059179983385,0.011136929945142628,0.006038106058706646
Spacing_20,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B06_2024-W34,2024-W34,6,0.28441461296252496,0.22189622121502234,0.46216963590263715,0.5,1.6642142567008875,-2.0,-0.3950976300272706,1.2859736972332392,1.8841496102005724,2.2227912932138283,1.7064876777751496,0.16666666666666666,0,6,4.275670227772152,-2.5691825499970022,3,3,0.5198696753495928,0.5198696753495928,0.5198696753495928,0.010881521359328567,0.005899631260261658
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B06_2022-W47,2022-W47,7,-0.22810489720970842,-0.1482602118003025,-0.3981661277228061,0.42857142857142855,0.6885937045242599,-2.0,-1.4896174863387976,0.7724726505865296,1.332404532949699,1.98581560283688,-1.596734280467959,0.2857142857142857,4,3,3.5307609040099392,-5.1274951844778975,3,4,0.5624327607631429,0.5624327607631429,0.5624327607631429,-0.010181672217368086,0.005520194255174337
Spacing_20,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B01_2026-W14,2026-W14,6,-0.24885720353408014,-0.12032536146673506,-0.6231524479271445,0.3333333333333333,0.4580340611030642,-2.0,-0.42788357250747766,0.32344397895278676,0.6309533536450309,0.8065433854907539,-1.4931432212044808,0.16666666666666666,0,6,1.2619067072900618,-2.755049928494542,2,4,0.6391466031770302,0.6391466031770302,0.6391466031770302,-0.009521117594740724,0.005162061548168081
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B08_2022-W36,2022-W36,2,0.6273902749954471,0.6273902749954471,1.18262959148644,1.0,inf,0.0968858131487889,0.362138044072118,0.8926425059187761,1.0517938444727737,1.1578947368421053,1.2547805499908942,0.0,1,1,1.2547805499908942,0.0,2,0,0.9227866473149493,0.9227866473149493,0.9227866473149493,0.008001183679097757,0.004337999420626345
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B06_2024-W34,2024-W34,9,0.1391244614788626,0.1,0.3357493159134401,0.5555555555555556,1.3727097011667375,-2.0,-0.5056039850560399,0.5073710073710074,1.6809646003926189,2.2227912932138283,1.2521201533097632,0.1111111111111111,3,6,4.611625283951927,-3.359505130642164,5,4,0.4819973775729258,0.4819973775729258,0.4819973775729258,0.007984219499580355,0.004328801956367382
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B03_2024-W31,2024-W31,7,-0.15458690212669945,-0.3517587939698492,-0.42934177715917693,0.2857142857142857,0.6363891389985056,-1.3658536585365857,-0.6291970637288828,0.1216216216216216,0.806207954679571,1.6506550218340612,-1.0821083148868962,0.0,5,2,1.8938982650773044,-2.9760065799642,2,4,0.8715647784632642,0.8715647784632642,0.8715647784632642,-0.006900128782002433,0.0037410408083456276
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B01_2020-W12,2020-W12,2,-0.5119974059662775,-0.5119974059662775,-0.3440836783612988,0.5,0.4880025940337225,-2.0,-1.2559987029831388,0.23200389105058372,0.6784046692607005,0.976005188067445,-1.023994811932555,0.5,0,2,0.976005188067445,-2.0,1,1,1.0,1.0,1.0,-0.006529564533634981,0.0035401320979354055
Spacing_20,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B03_2024-W31,2024-W31,2,0.4338662962447516,0.4338662962447516,0.3565666636454274,0.5,2.1083251162135515,-0.782922429344558,-0.17452806654990316,1.0422606590394063,1.4072972767161993,1.6506550218340612,0.8677325924895032,0.0,0,2,1.6506550218340612,-0.782922429344558,1,1,1.0,1.0,1.0,0.005533149088817628,0.00299990582696343
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B13_2020-W33,2020-W33,2,-0.2996409185803759,-0.2996409185803759,-0.4713996689350747,0.5,0.3592499999999999,-0.9352818371607516,-0.6174613778705638,0.018179540709812037,0.2088718162839248,0.3359999999999999,-0.5992818371607518,0.0,2,0,0.3359999999999999,-0.9352818371607516,1,1,1.0,1.0,1.0,-0.003821356694367891,0.0020718238439495244
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B07_2020-W18,2020-W18,2,-0.21915660830518163,-0.21915660830518163,-0.403362292677423,0.5,0.42514873773918627,-0.762481089258699,-0.49081884878194026,0.052505632171577,0.21550297645763222,0.3241678726483357,-0.43831321661036327,0.0,0,2,0.3241678726483357,-0.762481089258699,1,1,1.0,1.0,1.0,-0.002794930599698193,0.0015153267077039276
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B11_2020-W31,2020-W31,5,0.058896127045859725,0.2545454545454546,0.13125228569516664,0.6,1.163951642006496,-1.3333333333333333,-0.4628099173553719,0.5294117647058824,0.9957647058823531,1.3066666666666669,0.2944806352292986,0.0,5,0,2.0906238859180037,-1.7961432506887052,3,2,0.6250127894682992,0.6250127894682992,0.6250127894682992,0.0018777734898935937,0.0010180719050989799
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B03_2021-W18,2021-W18,10,0.029356635226590842,0.4598007246376812,0.07606144204269394,0.7,1.0631325488743888,-2.0,-0.4773477157360406,0.701856549815498,1.089655798197326,1.6014760147601477,0.29356635226590844,0.2,8,2,4.943566352265909,-4.65,7,3,0.323951556557161,0.323951556557161,0.323951556557161,0.0018719435095637203,0.0010149110663646658
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B03_2022-W44,2022-W44,9,0.028867284600213247,-0.5711297071129706,0.030931061036287857,0.3333333333333333,1.0334450272946833,-2.0,-2.0,0.2955484167049105,1.9859154929577478,7.000000000000001,0.25980556140191924,0.3333333333333333,3,6,8.027942782902095,-7.768137221500176,3,6,0.8719543959516746,0.8719543959516746,0.8719543959516746,0.0016566657951806408,0.0008981940107736023
Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B05_2022-W46,2022-W46,3,-0.04580611562333725,-0.0429777436684574,-0.09801815724022123,0.3333333333333333,0.847248639652425,-0.8566433566433567,-0.44981055015590704,0.35961250488667246,0.6011666540197504,0.7622027534418023,-0.13741834687001175,0.0,1,2,0.7622027534418023,-0.8996211003118141,1,2,1.0,1.0,1.0,-0.0008762563574904883,0.00047507965365726064
Spacing_20,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B02_2024-W30,2024-W30,5,0.02480097884284773,0.3875432525951557,0.047882763641706606,0.8,1.0620024471071194,-2.0,0.2786069651741293,0.5313398504887867,0.7684448357692149,0.9265148259561669,0.12400489421423866,0.2,0,5,2.124004894214239,-2.0,4,1,0.4362112481378838,0.4362112481378838,0.4362112481378838,0.0007907246695228186,0.0004287069633491706
Spacing_20,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B04_2024-W32,2024-W32,5,0.01751625036624447,0.1204424416222859,0.027815081893309414,0.6,1.0394732402619595,-2.0,-0.21875,0.2322606436138317,1.2650811574025957,1.9536281665951047,0.08758125183122234,0.2,0,5,2.3063312518312227,-2.21875,3,2,0.8470718007415143,0.8470718007415143,0.8470718007415143,0.0005584671222007801,0.00030278395668814726
